Aprika	Afrika
Kandalaksha	Kandalaksja
Zaidismo	Zaidieten
Kansk	Kansk
Phil Collins	Phil Collins
Hamtic, Antique	Hamtic (Antique)
Pellizzano	Pellizzano
Karabash, Chelyabinsk Oblast	Karabasj (oblast Tsjeljabinsk)
Montalban (paglilinaw)	Montalbán
1862 Apollo	(1862) Apollo
1866 Sisyphus	(1866) Sisyphus
Trasyano	Thraciërs
Karachayevsk	Karatsjajevsk
Karachev	Karatsjev
Sahing	Hars
Sama, Kanagawa	Zama (Kanagawa)
Pangunahing kaaway	Aartsvijand
Karpinsk	Karpinsk
Kasimov	Kasimov
Zambana	Zambana
Kasli	Kasli
19 Fortuna	Fortuna (planetoïde)
Kataysk	Katajsk
Kachkanar	Katsjkanar
Kashin (town)	Kasjin
Zamboanguita, Negros Oriental	Zamboanguita
Kem (town)	Kem (stad)
Kizel	Kizel
Convolvulaceae	Windefamilie
Mga balumbon ng Dagat na Patay	Dode Zee-rollen
Kizilyurt	Kiziljoert
Kizlyar	Kizljar (Dagestan)
Nadir	Nadir
Selargius	Selargius
Juan Ponce Enrile	Juan Ponce Enrile
Ehiptolohiya	Egyptologie
Opochka	Opotsjka
Nekhbet	Nechbet
Calendula officinalis	Goudsbloem (soort)
Tiamat	Tiamat (godin)
Shumikha	Sjoemicha
Wadjet	Wadjet
One Direction	One Direction
Ay (paraon)	Ay (farao)
Nerchinsk	Nertsjinsk
Ikalabingwalong dinastiya ng Ehipto	18e Dynastie van Egypte
Prosesong pangkrimen	Strafprocesrecht
Sekhmet	Sekhmet
Sobek	Sobek
Ptah	Ptah
Komonwelt ng Pilipinas	Gemenebest van de Filipijnen
Kimry	Kimry
Dominyo (biyolohiya)	Domein (biologie)
Batas na pangkrimen	Strafrecht
Tagtuyo	Droge tijd
Dinastiyang Zand	Zand (dynastie)
Phu Quoc	Phú Quốc
2001 Einstein	Einstein (planetoïde)
Lalawigan ng Zanjān	Zanjan (provincie)
Lungsod ng Aomori	Aomori (stad)
Lingua Franca Nova	Lingua Franca Nova
Bokay-pato	Tang (gereedschap)
Thoth	Thoth (mythologie)
I Am... Sasha Fierce	I Am... Sasha Fierce
Castellanza	Castellanza
Borago	Bernagie
Zaozhuang	Zaozhuang
Zapel	Zapel
Didelphis virginiana	Virginiaanse opossum
2063 Bacchus	Bacchus (planetoïde)
2062 Aten	Aten (planetoïde)
Zapopan	Zapopan
Single Ladies (Put a Ring on It)	Single Ladies (Put a Ring on It)
Wesley So	Wesley So
Inuming pampalamig	Frisdrank
Distrito ng Zaqatala	Zaqatala (district)
Pilipinas sa Palarong Olimpiko sa Tag-init 2008	Filipijnen op de Olympische Zomerspelen 2008
Nauru sa Palarong Olimpiko sa Tag-init 2012	Nauru op de Olympische Zomerspelen 2012
Silangang Timor sa Palarong Olimpiko sa Tag-init 2012	Oost-Timor op de Olympische Zomerspelen 2012
Santo Tomas at Prínsipe sa Palarong Olimpiko sa Tag-init 2012	Sao Tomé en Principe op de Olympische Zomerspelen 2012
Agham na pampagtalos	Cognitiewetenschap
Yeso	Krijt (grafisch materiaal)
Atsuwete	Orleaanboom
Khasavyurt	Chasavjoert
Sirosis	Cirrose
Zarraga, Iloilo	Zarraga
22 Kalliope	Kalliope (planetoïde)
Bryozoa	Mosdiertjes
Reno	Reno
Sarsuwela	Zarzuela (opera)
Planetaryo	Planetarium
Salamangka (bilis ng kamay)	Goochelen
Makahiya	Kruidje-roer-mij-niet
Bakod	Hek (afrastering)
Bubuli	Zandhagedis
23 Thalia	Thalia (planetoïde)
Alt key	Alt (toets)
2340 Hathor	Hathor (planetoïde)
Pólis	Polis (stad)
243 Ida	Ida (planetoïde)
Firmicutes	Firmicutes
Bacilli	Bacillen
249 Ilse	Ilse (planetoïde)
Papa Silverio	Paus Silverius
253 Mathilde	Mathilde (planetoïde)
Pentateukong Samaritano	Samaritaanse Pentateuch
Kasaysayan ng Oceania	Geschiedenis van Oceanië
Kasaysayan ng Hilagang Amerika	Geschiedenis van Noord-Amerika
Rued Langgaard	Rued Langgaard
26 Proserpina	Proserpina (planetoïde)
Casette	Muziekcassette
Kasaysayan ng Aprika	Geschiedenis van Afrika
266 Aline	Aline (planetoïde)
Canis	Canis
2685 Masursky	Masursky (planetoïde)
27 Euterpe	Euterpe (planetoïde)
Kalkulus na diperensiyal	Differentiaalrekening
Kalkulong integral	Integraalrekening
Mga lalawigan ng Polonya	Woiwodschappen van Polen
28 Bellona	Bellona (planetoïde)
Proporsiyon ng katawan	Lichaamsverhoudingen
281 Lucretia	Lucretia (planetoïde)
2867 Šteins	Šteins (planetoïde)
288 Glauke	Glauke (planetoïde)
Usbong ng bruselas	Spruitkool
298 Baptistina	Baptistina (planetoïde)
CatDog	CatDog
30 Urania	Urania (planetoïde)
Fernando I ng Habsburgo	Keizer Ferdinand I (1503-1564)
Vittorio Emanuele III	Victor Emanuel III van Italië
George Carlin	George Carlin
William I ng Alemanya	Wilhelm I van Duitsland
Oktano	Octaan
Somalya sa Palarong Olimpiko sa Tag-init 2012	Somalië op de Olympische Zomerspelen 2012
Inhinyeriyang pang-arkitektura	Bouwkunde
Koki Tanaka	KAT-TUN
Sabak	Kloof
Sturmabteilung	Sturmabteilung
Salmonella	Salmonella
31 Euphrosyne	Euphrosyne (planetoïde)
Deuterostome	Nieuwmondigen
Jon Bon Jovi	Jon Bon Jovi
Gene Hackman	Gene Hackman
Kapayapaan ng Westphalia	Vrede van Westfalen
Akkad (siyudad)	Akkad
32 Pomona	Pomona (planetoïde)
Denisova hominin	Denisovamens
324 Bamberga	Bamberga
Pagsubok ni Griffith	Experiment van Griffith
Westlife	Westlife
33 Polyhymnia	Polyhymnia (planetoïde)
Etileno	Etheen
Pagbangkulong ng Berlin	Blokkade van Berlijn
Thomas Carlyle	Thomas Carlyle (schrijver)
34 Circe	Circe (planetoïde)
Ibn Saud	Abdoel Aziz al Saoed
Pamantasan ng Heidelberg	Ruprecht-Karls-universiteit
Pungapung	Olifantenyam
Richard Owen	Richard Owen
35 Leukothea	Leukothea (planetoïde)
François Englert	François Englert
Pedro III ng Rusya	Peter III van Rusland
Semerkhet	Semerchet
Hotepsekhemwy	Hotepsechemoey
Qa'a	Qaä
Den (paraon)	Den (farao)
Nynetjer	Nynetjer
Djet	Djet
Melanie C	Melanie Chisholm
Lindol sa Tsile noong 2010	Aardbeving Chili februari 2010
Dalubhasaang Frankfurt	Frankfurter Schule
Paliparan ng Pleiku	Luchthaven Pleiku
Carlo Buonaparte	Carlo Maria Buonaparte
Anna Pavlova	Anna Pavlova
Ariana Grande	Ariana Grande
Money laundering	Witwassen
Papa Benedicto I	Paus Benedictus I
Papa Pelagio II	Paus Pelagius II
Jöns Jakob Berzelius	Jöns Jacob Berzelius
Tiberias	Tiberias
Paul Pugita	Paul de Octopus
Kirstie Alley	Kirstie Alley
Kilt	Kilt
Leopard 2	Leopard 2
Richard Burton	Richard Burton (acteur)
Laura Bush	Laura Bush
Yousaf Raza Gillani	Yousaf Raza Gilani
375 Ursula	Ursula (planetoïde)
Piltrum	Filtrum
Fantastic Four	Fantastic Four
Glee (serye sa telebisyon)	Glee
38 Leda	Leda (planetoïde)
Sayaw ng paghuhubo't hubad	Striptease
Bilbil	Oedeem
Alberto ng Sahoniya, Coburgo, at Gotha	Albert van Saksen-Coburg en Gotha
Police Academy (palabas sa telebisyon)	Police Academy: The Animated Series
Prinsipe Henry ng Gales	Harry van Wales
Isoroku Yamamoto	Isoroku Yamamoto
39 Laetitia	Laetitia (planetoïde)
Potemkin: Barkong Pangdigma ! (Pelikula)	Pantserkruiser Potjomkin
Beit She'an	Beet She'an
Kiryat Bialik	Kiryat Bialik
Djer	Djer
Ma'alot-Tarshiha	Ma'alot-Tarshicha
Kiryat Yam	Kiryat Yam
Csesznek	Csesznek
Dimona	Dimona (Israël)
Kiryat Gat	Kirjat Gat
Givatayim	Givatayim
Karmiel	Karmiël
Kfar Saba	Kefar Sava
40 Harmonia	Harmonia (planetoïde)
Beit Shemesh	Bet Shemesh
Afula	Afula
Bnei Brak	Benee Brak
Íngrid Betancourt	Íngrid Betancourt
Arad	Arad (Israël)
Arinola	Po (voorwerp)
Herzliya	Herzliya
Roque Santa Cruz	Roque Santa Cruz
Kiryat Ono	Kiryat Ono
Pagsubok na Hershey-Chase	Experiment van Hershey en Chase
Kiryat Motzkin	Kiryat Motzkin
Betar Illit	Betar Illit
Kiryat Atta	Kirjat Ata
411 Xanthe	(411) Xanthe
Raneb	Raneb
Plaek Pibulsonggram	Plaek Pibul Songkram
Naftalan, Aserbayan	Naftalan
Joan Collins	Joan Collins
Mona Lisa (paglilinaw)	Mona Lisa (doorverwijspagina)
Dryococelus australis	Boomkreeft
Ang Marikit na Walang-damit	La maja desnuda
Fay Bainter	Fay Okell Bainter
Kaharian ng Sahonya	Koninkrijk Saksen
Maximilian Schell	Maximilian Schell
José Ortega y Gasset	José Ortega y Gasset
Henry III, Emperador ng Banal na Imperyong Romano	Keizer Hendrik III
Poker Face	Poker Face
Emmanuel Lévinas	Emmanuel Levinas
Alejandro (awit)	Alejandro
Constantin Brâncuşi	Constantin Brâncuși
Destiny's Child	Destiny's Child
Bad Romance	Bad Romance
Polka	Polka
423 Diotima	Diotima (planetoïde)
Silangang Francia	Oost-Frankische Rijk
Edward Victor Appleton	Edward Victor Appleton
Albert Fert	Albert Fert
Andrey Kolmogorov	Andrej Kolmogorov
Jean le Rond d'Alembert	Jean le Rond d'Alembert
Leó Szilárd	Leó Szilárd
Klamidia	Chlamydiasis
Kineshma	Kinesjma
Kirov, Kaluga Oblast	Kirov (oblast Kaloega)
Kirovgrad	Kirovgrad
Kirovo-Chepetsk	Kirovo-Tsjepetsk
Kirovsk, Murmansk Oblast	Kirovsk (oblast Moermansk)
Kiselevsk	Kiseljovsk
434 Hungaria	Hungaria (planetoïde)
Kislovodsk	Kislovodsk
Michael Buble	Michael Bublé
Klin	Klin (stad)
Kapuluang Mariana	Marianen
Kovylkino	Kovylkino
Georges Braque	Georges Braque
Maximiliano Kolbe	Maximiliaan Kolbe
Namaka (buwan)	Namaka
Punk	Punk (cultuur)
Thomas Muntzer	Thomas Müntzer
Konseho ng Constancia	Concilie van Konstanz
Melekeok	Melekeok (stad)
Telegramang Zimmermann	Zimmermanntelegram
Cat Stevens	Cat Stevens
Alcuino ng York	Alcuinus
45 Eugenia	Eugenia (planetoïde)
Oliver Heaviside	Oliver Heaviside
451 Patientia	Patientia
Mundong Ilalim	Onderwereld (mythologie)
Pulot	Melasse
Liyabe	Sleutel (gereedschap)
Ed Asner	Ed Asner
Daliri sa paa	Teen
Pagkabalisa	Bezorgdheid
NSYNC	*NSYNC
Karpintero	Timmerman
47 Aglaja	Aglaja (planetoïde)
Cytoskeleton	Cytoskelet
Kogalym	Kogalym
Nana Mouskouri	Nana Mouskouri
48 Doris	Doris (planetoïde)
Kozmodemyansk	Kozmodemjansk (Mari El)
Pag-iisa ng Alemanya	Duitse eenwording
Labanan sa Britanya	Slag om Engeland
Viktor Frankl	Viktor Frankl
Kolpashevo	Kolpasjevo
Sven Hedin	Sven Hedin
Arnold Schoenberg	Arnold Schönberg
Komsomolsk-na-Amure	Komsomolsk aan de Amoer
Pamantasan ng Leipzig	Universiteit Leipzig
49 Pales	Pales (planetoïde)
Hepataytis C	Hepatitis C
50 Virginia	(50) Virginia
San Beda	Beda
Digmaan ng Lapland	Laplandoorlog
Hugo Grotius	Hugo de Groot (rechtsgeleerde)
511 Davida	Davida (planetoïde)
Konakovo	Konakovo
Leptospirosis	Ziekte van Weil
52 Europa	Europa (planetoïde)
Kondopoga	Kondopoga
Bongao, Tawi-Tawi	Bongao
Niğde Province	Niğde (provincie)
Languyan, Tawi-Tawi	Languyan
National Basketball Association	National Basketball Association
53 Kalypso	Kalypso (planetoïde)
Mapun, Tawi-Tawi	Mapun
Panglima Sugala, Tawi-Tawi	Panglima Sugala
Sapa-Sapa, Tawi-Tawi	Sapa-Sapa
Tlaquepaque	Tlaquepaque
Sibutu, Tawi-Tawi	Sibutu
Korolyov (city)	Koroljov (stad)
Simunul, Tawi-Tawi	Simunul
Korsakov (town)	Korsakov (stad)
Sitangkai, Tawi-Tawi	Sitangkai
54 Alexandra	Alexandra (planetoïde)
South Ubian, Tawi-Tawi	South Ubian
Tandubas, Tawi-Tawi	Tandubas
Kostomuksha	Kostomoeksja
Turtle Islands, Tawi-Tawi	Turtle Islands
Toni Braxton	Toni Braxton
Kotlas	Kotlas
Barobo, Surigao del Sur	Barobo
Bayabas, Surigao del Sur	Bayabas
Aloran, Misamis Occidental	Aloran
Cagwait, Surigao del Sur	Cagwait
Central Anatolia Region	Centraal-Anatolië
Black Sea Region	Zwarte Zeeregio
Cantilan, Surigao del Sur	Cantilan
Eastern Anatolia Region	Oost-Anatolië
Carmen, Surigao del Sur	Carmen (Surigao del Sur)
Mediterranean Region, Turkey	Middellandse Zeeregio
Carrascal, Surigao del Sur	Carrascal
Krasnovishersk	Krasnovisjersk
56 Melete	Melete (planetoïde)
Aegean Region	Egeïsche Zeeregio
Cortes, Surigao del Sur	Cortes (Surigao del Sur)
Krasnogorsk, Moscow Oblast	Krasnogorsk (oblast Moskou)
Hinatuan, Surigao del Sur	Hinatuan
Lanuza, Surigao del Sur	Lanuza
Marmara Region	Marmararegio
Lianga, Surigao del Sur	Lianga
Lingig, Surigao del Sur	Lingig
Madrid, Surigao del Sur	Madrid (Surigao del Sur)
Krasnoznamyonsk	Krasnoznamensk
Marihatag, Surigao del Sur	Marihatag
57 Mnemosyne	(57) Mnemosyne
San Agustin, Surigao del Sur	San Agustin (Surigao del Sur)
Krasnokamensk, Chita Oblast	Krasnokamensk (kraj Zabajkalski)
San Miguel, Surigao del Sur	San Miguel (Surigao del Sur)
Sesame Street	Sesame Street
Krasnokamsk	Krasnokamsk
Tagbina, Surigao del Sur	Tagbina
Southeastern Anatolia Region	Zuidoost-Anatolië
Tago, Surigao del Sur	Tago
Spirited Away	Spirited Away
58 Concordia	(58) Concordia
Tandag	Tandag
Chris Brown	Chris Brown (zanger)
Alegria, Surigao del Norte	Alegria (Surigao del Norte)
59 Elpis	Elpis (planetoïde)
Bacuag, Surigao del Norte	Bacuag
Burgos, Surigao del Norte	Burgos (Surigao del Norte)
Krasnoslobodsk, Republic of Mordovia	Krasnoslobodsk
Claver, Surigao del Norte	Claver
Dapa, Surigao del Norte	Dapa
Krasnoturinsk	Krasnotoerinsk
Joseph Lister	Joseph Lister
Krasnouralsk	Krasno-oeralsk
General Luna, Surigao del Norte	General Luna (Surigao del Norte)
Krasnoufimsk	Krasno-oefimsk
Hans Bethe	Hans Bethe
Gigaquit, Surigao del Norte	Gigaquit
Mainit, Surigao del Norte	Mainit
Novoshakhtinsk	Novosjachtinsk
Malimono, Surigao del Norte	Malimono
Pilar, Surigao del Norte	Pilar (Surigao del Norte)
Adelpa	Oleander
Krasny Kholm	Krasny Cholm
Placer, Surigao del Norte	Placer (Surigao del Norte)
San Benito, Surigao del Norte	San Benito (Surigao del Norte)
Rubella	Rodehond
61 Danaë	Danaë (planetoïde)
Kronstadt	Kronstadt (Rusland)
San Francisco, Surigao del Norte	San Francisco (Surigao del Norte)
San Isidro, Surigao del Norte	San Isidro (Surigao del Norte)
Ngalumata	Wallen (huidaandoening)
Sison, Surigao del Norte	Sison (Surigao del Norte)
George Gabriel Stokes	George Stokes
Socorro, Surigao del Norte	Socorro (Surigao del Norte)
Parmigiano-Reggiano	Parmezaanse kaas
Kuvshinovo	Koevsjinovo
62 Erato	(62) Erato
Tagana-an, Surigao del Norte	Tagana-an
Kudymkar	Koedymkar
Tubod, Surigao del Norte	Tubod (Surigao del Norte)
Papa Clemente X	Paus Clemens X
624 Hektor	Hektor (planetoïde)
Papa Clemente IX	Paus Clemens IX
Kulebaki	Koelebaki
Banguingui, Sulu	Banguingui
Papa Benedicto XIII	Paus Benedictus XIII
Sirac	Wijsheid van Jezus Sirach
Hadji Panglima Tahil, Sulu	Hadji Panglima Tahil
Indanan, Sulu	Indanan
Jolo, Sulu	Jolo (Sulu)
Kalingalan Caluang, Sulu	Kalingalan Caluang
Kurilsk	Koerilsk
Lugus, Sulu	Lugus (Sulu)
64 Angelina	64 Angelina
Luuk, Sulu	Luuk (Sulu)
643 Scheherezade	(643) Scheherezade
Maimbung, Sulu	Maimbung
Kupal	Smegma
Gastroenteraytis	Buikgriep
Old Panamao, Sulu	Old Panamao
Omar, Sulu	Omar (Sulu)
Yiyonggjun Jinxingqu	Mars van de vrijwilligers
65 Cybele	Cybele (planetoïde)
Pandami, Sulu	Pandami
Amador County, Kaliporniya	Amador County
Panglima Estino, Sulu	Panglima Estino
Butte County, Kaliporniya	Butte County (Californië)
Del Norte County, California	Del Norte County
Pangutaran, Sulu	Pangutaran
Parang, Sulu	Parang (Sulu)
Kurtamysh	Koertamysj (stad)
Pata, Sulu	Pata
Patikul, Sulu	Patikul
Capparis spinosa	Kappertje
Siasi, Sulu	Siasi
André Derain	André Derain
Kushva	Koesjva
Talipao, Sulu	Talipao
Tapul, Sulu	Tapul
Kasaysayan ng Daigdig	Geschiedenis van de Aarde
Kyshtym	Kysjtym
J. B. S. Haldane	John Burdon Sanderson Haldane
Kyakhta	Kjachta
Lassen County, California	Lassen County
Plumas County, California	Plumas County
Tuolumne County, California	Tuolumne County
Shasta County, California	Shasta County
Placer County, California	Placer County
Kings County, California	Kings County (Californië)
Lake County, California	Lake County (Californië)
Mono County, California	Mono County
Sierra County, California	Sierra County (Californië)
Siskiyou County, California	Siskiyou County
Sutter County, California	Sutter County
Universidade Estadual de Feira de Santana	Staatsuniversiteit van Feira de Santana
Damong-maria	Alsem
Pisikang pangmatematika	Wiskundige natuurkunde
Teogoniya	Theogonia
Sofía de Grecia	Sophia van Griekenland
Lynn Redgrave	Lynn Redgrave
Ilog Kura	Koera (rivier in Transkaukasië)
Marc Bloch	Marc Bloch
Anacardiaceae	Pruikenboomfamilie
Labytnangi	Labytnangi
Lagan, Russia	Lagan (Rusland)
Laishevo	Laisjevo
704 Interamnia	Interamnia (planetoïde)
Nakhodka	Nachodka (kraj Primorski)
Glandulang pituitaryo	Hypofyse
Bunga (puno)	Betelpalm
Bogambilya	Bougainvillea
Lucien Febvre	Lucien Febvre
Magnolya	Magnolia (geslacht)
Joseph Henry	Joseph Henry
Emperador Taishō	Yoshihito
782 Montefiore	(782) Montefiore
783 Nora	(783) Nora
Felipe I ng Castilla	Filips I van Castilië
Branko Crvenkovski	Branko Crvenkovski
Cycad	Palmvarens
Prima rosa	Sleutelbloemfamilie
Monitor	Monitor
Gumamela	Hibiscus
Elysium	Elysese velden
Zoran Ðinđić	Zoran Đinđić
Conrad III	Koenraad III (rooms-koning)
Alkemilya	Vrouwenmantel
Alberto Giacometti	Alberto Giacometti
816 Juliana	816 Juliana
Nagsasariling Sosyalistikong Republikang Soviet ng Volga Aleman	Sovjetrepubliek der Wolga-Duitsers
Sternberg, Mecklenburg-Vorpommern	Sternberg (Mecklenburg)
Puting moras	Witte moerbei
Panchen Lama	Pänchen lama
Lakhdenpokhya	Lachdenpochja
Leninogorsk, Russia	Leninogorsk (Tatarije)
Lesozavodsk	Lesozavodsk
Leninsk-Kuznetsky	Leninsk-Koeznetski
Lensk	Lensk
Kasunduang pagpapakasal	Verloving
Lesnoy, Sverdlovsk Oblast	Lesnoj (oblast Sverdlovsk)
Lesosibirsk	Lesosibirsk
89 Julia	89 Julia
Likhoslavl	Lichoslavl
Hepatitis A	Hepatitis A
Bibbona	Bibbona
Campiglia Marittima	Campiglia Marittima
Lomonosov, Russia	Lomonosov (stad)
Campo nell'Elba	Campo nell'Elba
Capoliveri	Capoliveri
90 Antiope	Antiope (planetoïde)
Castagneto Carducci	Castagneto Carducci
Hibiscus syriacus	Tuinhibiscus
Cecina (LI)	Cecina (gemeente)
Lysva	Lysva (stad)
Collesalvetti	Collesalvetti
Marciana	Marciana (Italië)
Marciana Marina	Marciana Marina
Piombino	Piombino
Porto Azzurro	Porto Azzurro
Portoferraio	Portoferraio
Rio Marina	Rio Marina
Rio nell'Elba	Rio nell'Elba
Rosignano Marittimo	Rosignano Marittimo
San Vincenzo (LI)	San Vincenzo
Sassetta (LI)	Sassetta (gemeente)
Thutmose III	Thoetmosis III
Seti I	Seti I
Makushino	Makoesjino
Malaya Vishera	Malaja Visjera
Malgobek	Malgobek
Ikalabingsiyam na dinastiya ng Ehipto	19e Dynastie van Egypte
Thutmose I	Thoetmosis I
Amenhotep I	Amenhotep I
Thutmose IV	Thoetmosis IV
Horemheb	Horemheb
O, Maliwanag na Bukang-Liwayway ng Mayo	Oj, svijetla majska zoro
Smenkhkare	Smenchkare
Mamadysh	Mamadysj
Twosret	Tawosret
Portulaca oleracea	Postelein
Thutmose II	Thoetmosis II
Merneptah	Merenptah
Amenhotep II	Amenhotep II
Siptah	Siptah
W. E. B. Du Bois	William Edward Burghardt Du Bois
Amenmesse	Amenmesses
Charlottenburg-Wilmersdorf	Charlottenburg-Wilmersdorf
Mamonovo	Mamonovo
951 Gaspra	Gaspra (planetoïde)
Nasturtium	Tropaeolum
Mariinsky Posad	Mariinski Posad
Marks, Russia	Marx (stad)
Medvezhyegorsk	Medvezjegorsk
Rutabaga	Koolraap
Althaea officinalis	Heemst
Bigonya	Begonia
Mga lalawigan ng Afghanistan	Provincies van Afghanistan
Tumbong	Endeldarm
Ural (paglilinaw)	Oeral
Mezhdurechensk, Kemerovo Oblast	Mezjdoeretsjensk (oblast Kemerovo)
Hasinto	Hyacinthus (geslacht)
Mendeleyevsk	Mendelejevsk
Menzelinsk	Menzelinsk
Konduktor ng musika	Dirigent
Chulalongkorn	Rama V
Mikun	Mikoen
Shusha	Şuşa (stad)
Bushehr	Bushehr
Ra's al Ghul	Ra's al Ghul
Mineralnyye Vody	Mineralnye Vody
Bane (komiks)	Bane (DC)
Catwoman	Catwoman
Minusinsk	Minoesinsk
Jens Nowotny	Jens Nowotny
Alfred Pennyworth	Alfred Pennyworth
Mikhaylovsk, Sverdlovsk Oblast	Michajlovsk (oblast Sverdlovsk)
Universidade Federal da Bahia	Federale Universiteit van Bahia
Centro Federal de Educação Tecnológica de Minas Gerais	Centro Federal de Educação Tecnológica de Minas Gerais
Michurinsk	Mitsjoerinsk
Mozhga	Mozjga
Dagat Pilipinas	Filipijnenzee
Monchegorsk	Montsjegorsk
Santa Cruz, California	Santa Cruz (Californië)
Inhenyeriyang henetiko	Genetische technologie
Santa Clara, California	Santa Clara (Californië)
Santa Barbara, California	Santa Barbara (Californië)
Amag	Beschimmeling
Steve McQueen	Steve McQueen (acteur)
Arcadius	Arcadius
Standard deviation	Standaardafwijking
Hibernasyon	Winterslaap
Monodon monoceros	Narwal
Papio	Bavianen
Balimbing	Carambola
Ajman	Ajman (emiraat)
Muravlenko	Moeravlenko
Ikmo	Betelpeper
Coma	Coma (geneeskunde)
Santa Sede	Heilige Stoel
John Napier	John Napier
Harold Godwinson	Harold II van Engeland
Eurocopter Tiger	Eurocopter Tiger
Joseph Priestley	Joseph Priestley
Lubusang kalakhan	Absolute helderheid
Gilgamesh	Gilgamesj
Bulating sapad	Lintwormen
Dutch East India Company	Vereenigde Oostindische Compagnie
Kaputsino	Cappuccino
Michelle Pfeiffer	Michelle Pfeiffer
Honorius (emperor)	Honorius (keizer)
Ekonomiya	Economie (systeem)
Palarong Olimpiko sa Tag-init	Olympische Zomerspelen
Paramount Pictures	Paramount Pictures
Isabel ng Unggarya	Elisabeth van Thüringen
Reyna ng Sheba	Koningin van Seba
Kipot ng Calais	Nauw van Calais (zeestraat)
Hiparco	Hipparchus (astronoom)
Joseph Proust	Louis Joseph Proust
Alhebrang abstrakto	Abstracte algebra
Pagsusurp	Surfen
Pink (mang-aawit)	P!nk
Papa Pío III	Paus Pius III
Ekonometriks	Econometrie
Kapatagan	Vlakte
Paliparang Pandaigdig ng Phu Bai	Internationale Luchthaven Phu Bai
Chamerion angustifolium	Wilgenroosje
Delpinyo	Ridderspoor (Delphinium)
Papa Alejandro III	Paus Alexander III
Bolpen	Balpen
Oras ng Daigdig	Het Uur der Aarde
Papa Honorio III	Paus Honorius III
Utot	Winderigheid
Ole Rømer	Ole Rømer
Alchemilla vulgaris	Spitslobbige vrouwenmantel
Dagat Sulu	Suluzee
Rama	Rama
David Ricardo	David Ricardo
Dammam	Dammam
Theodosius II	Theodosius II
Papa Calixto III	Paus Calixtus III
Papa Marcelino	Paus Marcellinus
Mundong kanluranin	Westerse wereld
Kristalograpiya	Kristallografie
Central Park	Central Park
Prepektura ng Saga	Saga (prefectuur)
Jude Law	Jude Law
San Bonifacio	Bonifatius (heilige)
Al-Farabi	Al-Farabi
Usuprukto	Vruchtgebruik
Inverness	Inverness (Verenigd Koninkrijk)
Papa Eusebio	Paus Eusebius
Gustaf Dalén	Nils Gustaf Dalén
Charles Glover Barkla	Charles Glover Barkla
Burt Lancaster	Burt Lancaster
Gian Lorenzo Bernini	Gian Lorenzo Bernini
Heraklion	Iraklion (stad)
Seismograpo	Seismograaf
Utilitarismo	Utilitarisme
Erehiya	Ketterij
Papa Inocencio IV	Paus Innocentius IV
Skanderbeg	Skanderbeg
Alfred Russel Wallace	Alfred Russel Wallace
Raymond Aron	Raymond Aron
Salisbury, Reino Unido	Salisbury (Verenigd Koninkrijk)
Punungkatawan	Romp (anatomie)
Playmobil	Playmobil
Medusa	Medusa (mythologie)
Prepektura ng Tokushima	Tokushima (prefectuur)
Nestlé	Nestlé
Pachuca	Pachuca
Deliryo	Delier
Ilog Gambia	Gambia (rivier)
Sarcopterygii	Kwastvinnigen
Pinson	Vinkachtigen
Sosyolingguwistika	Sociolinguïstiek
Hideki Tojo	Hideki Tojo
Papa Cayo	Paus Cajus
Papa Agapito I	Paus Agapitus I
Papa Bonifacio I	Paus Bonifatius I
Papa Juan I	Paus Johannes I
Opus Dei	Opus Dei
Papa Celestino I	Paus Celestinus I
Papa Hormisdas	Paus Hormisdas
Papa Símaco	Paus Symmachus
Itim na moras	Zwarte moerbei
Distornilyador	Schroevendraaier
Urbanisasyon	Verstedelijking
Amorseko (Eragrostis)	Liefdegras
Abaka (halaman)	Abaca
Water caltrop	Waternoot
Partido Komunista ng Austria	Communistische Partij van Oostenrijk
Nepotismo	Nepotisme
Lungsod ng Fukushima	Fukushima (stad)
Dinastiyang Safabida	Safawiden
Asidong pormiko	Mierenzuur
Mentha pulegium	Polei
Capparaceae	Capparaceae
Teritoryong panlabas	Afhankelijk gebied
Papa Inocencio VIII	Paus Innocentius VIII
Pakpak	Vleugel (vogel)
Bekennende Kirche	Bekennende Kirche
Miss Universe	Miss Universe
Chiune Sugihara	Chiune Sugihara
Kasunduang pangkasalan	Huwelijkse voorwaarden
Kibuts	Kibboets
Vajiravudh	Rama VI
Himagsikang Georgian ng Texel	Opstand van de Georgiërs
Bayrus trangkaso A subtipo H1N1	H1N1
Partido Komunista ng Albanya	Albanese Partij van de Arbeid
Bituin ni David	Davidster
Force majeure	Overmacht
Resident Evil: Apocalypse	Resident Evil: Apocalypse
Over the Rainbow	Over the Rainbow
Dragostea din tei	Dragostea din tei
Okeanos	Oceanus (god)
Mana (halaman)	Pluimes
Papa Siricio	Paus Siricius
Prepektura ng Kagawa	Kagawa (prefectuur)
Nakahupay na lapya	Hellend vlak (mechanica)
Digmaan at Kapayapaan	Oorlog en vrede (boek)
Patrice Lumumba	Patrice Lumumba
Katarismo	Katharen
T.A.T.u.	T.A.T.u.
Papa Gregorio X	Paus Gregorius X
Sindromang Asperger	Syndroom van Asperger
Mangga	Mangifera
Julie Andrews	Julie Andrews
Edward Gibbon	Edward Gibbon
Hero ng Alehandriya	Heron van Alexandrië
Quintín Paredes	Quintin Paredes
