ਅਫ਼ਰੀਕਾ	Afrika
ਸ਼ਤ ਅਲ-ਅਰਬ	Sjatt al-Arab
ਜ਼ਾਗਰਸ ਪਹਾੜ	Zagrosgebergte
ਬਾਰਬੀ	Barbie (pop)
ਨੂਰਿਸਤਾਨ ਸੂਬਾ	Nooristan
ਵਿਜੈਨਗਰ ਸਾਮਰਾਜ	Vijayanagararijk
ਤੀਰੂਵੰਥਪੁਰਮ	Trivandrum (stad)
ਵਿਲੀਅਮ ਮੇਕਪੀਸ ਥੈਕਰੇ	William Makepeace Thackeray
ਆਰਥੋਪਟੇਰਾ	Rechtvleugeligen
ਬੁਰਕਾ	Boerka (islam)
ਗਿੱਟਾ	Enkel
ਸਵੇਜ਼ ਦੀ ਖਾੜੀ	Golf van Suez
ਡੱਡੀ	Ontwikkeling van kikvorsachtigen
ਹਰਜੀਸਾ	Hargeisa
ਗੁੱਡੀ	Pop (speelgoed)
ਰੌਬਰਟ ਫ਼ਰੌਸਟ	Robert Frost
ਕੈਲੀਫ਼ੋਰਨੀਆ ਯੂਨੀਵਰਸਿਟੀ, ਬਰਕਲੇ	Universiteit van Californië - Berkeley
ਐਨਾਫ਼ਾਈਲੈਕਸਿਸ	Anafylaxie
ਇਸਲਾਮ ਦੇ ਪੈਗੰਬਰ	Profeten van de islam
ਇਸਕੀ ਸ਼ਹਿਰ	Eskişehir (stad)
ਪੰਜਾਬ ਖੇਤਰ	Punjab (gebied)
ਵਿਤਕਰਾ	Discriminatie
ਮੂਰ	Moren
ਹਾਈਡਰੋਜਨ ਜੋੜ	Waterstofbrug
ਰਲਾਵਟ	Mengsel
ਮਾਇਲੇੱਟਸ	Milete
ਸੇਂਟ ਲਾਰੰਸ ਦੀ ਖਾੜੀ	Saint Lawrencebaai
ਯਾਕ ਲਾਕਾਂ	Jacques Lacan
ਦੱਖਣੀ ਪਠਾਰ	Hoogland van Dekan
ਦਾਰਜੀਲਿੰਗ	Darjeeling (stad)
ਗਣਿਤਕ ਲੜੀ	Rekenkundige rij
ਰਾਸ ਅਲ-ਖ਼ੈਮਾ	Ras al-Khaimah (emiraat)
ਸ੍ਰੀਨਗਰ	Srinagar (Jammu en Kasjmir)
ਮਹਾਂਸੰਘ	Confederatie
ਟਰਾਈਨਾਈਟਰੋਟੌਲਵੀਨ	2,4,6-trinitrotolueen
ਬੋਰਿਸ ਗੋਦੂਨੋਵ	Boris Godoenov
ਅਬਸਿਨਤੀਨ	Absint
ਟਾਰਜ਼ਨ	Tarzan
ਚੀਨਾਨ	Jinan
ਸ਼ੇਖ ਸਾਦੀ	Saadi
ਜਲਗਾਹਾਂ	Drasland
ਕਿੰਗਦਾਓ	Qingdao
ਸਰੈਬਰੇਨੀਤਸਾ ਕਤਲਾਮ	Val van Srebrenica
ਅਹਵਾਜ਼	Ahvaz
ਲੈਅ	Ritme
ਕਿਰਿਆਸ਼ੀਲ ਸਮੂਹ	Functionele groep
ਬਾਲਕਨ ਪਹਾੜ	Balkan (gebergte)
ਸ਼ਿਕਾਰਖ਼ੋਰੀ	Predator
ਅਗਰਤਲਾ	Agartala
ਐਦਿਨ	Aydın (stad)
ਨਿੰਮ	Azadirachta indica
ਪਾਰਵਤੀ	Parvati
ਹੈਨਰੀ ਜੇਮਜ਼	Henry James
ਅਮਾਸਿਆ	Amasya (stad)
ਪੈਰੋਡੀ	Parodie
ਯਜ਼ਦ ਸੂਬਾ	Yazd (provincie)
ਪ੍ਰਾਈਡ ਐਂਡ ਪ੍ਰੈਜੁਡਿਸ	Pride and Prejudice (boek)
ਕੋਲਾਜ	Collage
ਸਿਰਜਣਸ਼ੀਲਤਾ	Creativiteit
ਸਾਂਤਾ ਕਰੂਸ, ਬੋਲੀਵੀਆ	Santa Cruz de la Sierra
ਘੁਲਣਸ਼ੀਲਤਾ	Oplosbaarheid
ਕੀਟੋਨ	Keton
ਕਰਾਮਾਤ	Wonder
ਹਿਸਾਬਦਾਨ	Wiskundige
ਆਇਰਿਸ਼ ਲੋਕ	Ieren
ਦੇਨਿਜਲੀ	Denizli (stad)
ਆਬਲਿਸਕ	Obelisk (bouwkunst)
ਗਠੀਆ	Artritis
ਨਿੱਜੀ ਤੰਤ੍ਰਿਕਾ ਪ੍ਰਣਾਲੀ	Autonoom zenuwstelsel
ਬਾਇਓ ਗੈਸ	Biogas
ਪ੍ਰਤੱਖ ਲੋਕਰਾਜ	Directe democratie
ਫੁਕੂਸ਼ੀਮਾ ਰੀਐਕਟਰ ਲੀਕ	Kernramp van Fukushima
ਵਰਜਣ	Taboe
ਨਾਗਾਰਜੁਨ (ਦਾਰਸ਼ਨਿਕ)	Nagarjuna
ਬਾਣਭੱਟ	Banabhatta
ਲੰਡਨ ਸਟਾਕ ਐਕਸਚੇਂਜ	London Stock Exchange
ਸੰਯੋਜਕਤਾ	Valentie (scheikunde)
ਸਟੈਮਫ਼ੋਰਡ ਬ੍ਰਿਜ (ਸਟੇਡੀਅਮ)	Stamford Bridge (stadion)
ਸੂਰਜਮੁਖੀ	Zonnebloem
ਮਾਦਰੀਦ ਦਾ ਸ਼ਾਹੀ ਮਹਿਲ	Koninklijk Paleis van Madrid
ਹਾਦਸਾ	Ongeval
ਮਾਰਾਕਾਈਬੋ	Maracaibo
ਸਤਲੁਜ ਦਰਿਆ	Sutlej
ਮੈਥੀਊ ਪੈਰੀ	Matthew Perry (acteur)
ਅਹਿਮਦੀਆ	Ahmadiyya (geloofsgemeenschap)
ਭੁਬਨੇਸ਼ਵਰ	Bhubaneswar
ਆਗਰੇ ਦਾ ਕ਼ਿਲਾ	Fort van Agra
ਹਾਈਡਰੋਜਨ ਪਰਆਕਸਾਈਡ	Waterstofperoxide
ਧਰਮ ਦੀ ਆਜ਼ਾਦੀ	Godsdienstvrijheid
ਨਾਨਛਾਂਙ	Nanchang
ਲੁਕਣ ਮੀਚੀ	Verstoppertje
ਅਲੈਗਜ਼ੈਂਡਰ ਓਸਤਰੋਵਸਕੀ	Aleksandr Ostrovski
ਐਲ (ਸਿਰਿਲਿਕ)	Л
ਕੋਰਲ ਸਾਗਰ ਟਾਪੂ	Koraalzee-eilanden
ਦ ਸ਼ੌਸ਼ੈਂਕ ਰਿਡੈਂਪਸ਼ਨ	The Shawshank Redemption
ਕਪੂਰਥਲਾ ਜ਼ਿਲ੍ਹਾ	Kapurthala (district)
ਫ਼ਿਰੋਜ਼ਪੁਰ ਜ਼ਿਲ੍ਹਾ	Firozpur (district)
ਮਾਨਸਾ ਜ਼ਿਲ੍ਹਾ	Mansa (district)
ਪਟਿਆਲਾ ਜ਼ਿਲ੍ਹਾ	Patiala (district)
ਜਿਰੌਂਦੈਂ ਦੇ ਬੋਰਦੋ ਫੁੱਟਬਾਲ ਕਲੱਬ	Girondins de Bordeaux
ਲੁਧਿਆਣਾ ਜ਼ਿਲ੍ਹਾ	Ludhiana (district)
ਫ਼ਤਹਿਗੜ੍ਹ ਸਾਹਿਬ ਜ਼ਿਲ੍ਹਾ	Fatehgarh Sahib (district)
ਬਠਿੰਡਾ ਜ਼ਿਲ੍ਹਾ	Bathinda (district)
ਫ਼ਰੀਦਕੋਟ ਜ਼ਿਲ੍ਹਾ	Faridkot (district)
ਸਰਬੀਆਈ ਦਿਨਾਰ	Servische dinar
ਬੁਲਗਾਰੀਆਈ ਲੇਵ	Bulgaarse lev
ਝਾੜ-ਫੂਕ	Exorcisme
ਐਲੇਸਟਰ ਕ੍ਰੌਲੀ	Aleister Crowley
ਥਾਰ ਮਾਰੂਥਲ	Tharwoestijn
ਓ ਹੈਨਰੀ	O. Henry
ਸਾੜੀ	Sari (traditioneel kostuum)
ਬਾਈਸਾਈਕਲ ਥੀਵਜ਼	Ladri di biciclette
ਦਾ ਨੇਮ ਆਫ਼ ਦਾ ਰੋਜ਼	De naam van de roos
ਮਨਸੂਰ	Mansur al-Halladj
ਤੁਰਕੀ ਲੀਰਾ	Turkse lira
ਸਾਹ-ਨਾਲ਼ੀ ਦੀ ਸੋਜ	Bronchitis
ਗਲਾਸਨੋਸਤ	Glasnost
ਬ੍ਰਾਜ਼ੀਲੀ ਰਿਆਲ	Braziliaanse real
ਖ਼ੁਦਮੁਖ਼ਤਿਆਰਸ਼ਾਹੀ	Autocratie
ਤਾਮਿਲ ਲੋਕ	Tamils
ਮਾਰਵਲ ਕੌਮਿਕਸ	Marvel Comics
ਖਾਣਜੋਗ ਸਮਾਨ ਦੀ ਹਿਫਾਜ਼ਤ	Conserveren (voedsel)
ਰੇਖਕੀ ਲੜੀ	Meetkundige rij
ਗਜ਼ਨੀ	Ghazni (stad)
ਕਜ਼ਾਖ਼ਸਤਾਨੀ ਤੇਂਗੇ	Kazachse tenge
ਮਨੋਰੰਜਨ	Amusement
ਕਾਪੀਸਾ	Kapisa
ਰੇਡੀਅਸ	Straal (wiskunde)
ਹੇਲਮੰਦ ਸੂਬਾ	Helmand (provincie)
ਅਲਫ਼ਰੈਡ ਟੈਨੀਸਨ	Alfred Tennyson
ਚੇ (ਸਿਰਿਲਿਕ)	Ч
ਸ਼ਾ (ਸਿਰਿਲਿਕ)	Ш
ਫ਼ੈਸਲਾਬਾਦ	Faisalabad
ਯਾਂ ਤਿਰੋਲ	Jean Tirole
ਏਲਾਜਿਗ	Elazığ (stad)
ਐਂਨ (ਸਿਰਿਲਿਕ)	Н
ਛਾਂਙਸ਼ਾ	Changsha
ਪ੍ਰੇਮਚੰਦ	Munshi Premchand
ਗ੍ਰੇਟ ਬ੍ਰਿਟੇਨ ਅਤੇ ਆਇਰਲੈਂਡ ਦੀ ਸੰਯੁਕਤ ਬਾਦਸ਼ਾਹੀ	Verenigd Koninkrijk van Groot-Brittannië en Ierland
ਕਾਰਬਨੀ ਯੋਗ	Organische verbinding
ਐਫ (ਸਿਰਿਲਿਕ)	Ф
ਅਲਮਾ ਮਾਤਰ	Alma mater
ਰਾਂਚੀ	Ranchi (stad)
ਤੌਹੀਦ	Tawhid
ਲੰਡਨ ਸਕੂਲ ਆਫ਼ ਇਕਨਾਮਿਕਸ	London School of Economics
ਮੋਬੀ ਡਿੱਕ	Moby-Dick (boek)
ਆਸਟਰੇਲੀਆ ਦਾ ਇਤਿਹਾਸ	Geschiedenis van Australië
ਦੁੱਧ ਚੁੰਘਾਉਣਾ	Borstvoeding
ਉਮ ਅਲ-ਕਿਵੇਨ	Umm al-Qaiwain (emiraat)
ਗੁਰਨੀਕਾ	Guernica (schilderij)
ਵਿਲਾ ਪਾਰਕ	Villa Park (stadion)
ਫਾਟਕ:ਇਤਿਹਾਸ	Portaal:Geschiedenis
ਵਿਟਾਮਿਨ ਡੀ	Vitamine D
ਪੂਰਬੀ ਅਜ਼ਰਬਾਈਜਾਨ ਸੂਬਾ	Oost-Azerbeidzjan
ਥੀਸੈਨ-ਬੋਰਨੇਮੀਸਾ ਅਜਾਇਬਘਰ	Museo Thyssen-Bornemisza
2010 ਫੀਫਾ ਵਿਸ਼ਵ ਕੱਪ	Wereldkampioenschap voetbal 2010
ਉੱਪ-ਪਰਮਾਣੂ ਕਣ	Subatomair deeltje
ਵਿਕਾਸਸ਼ੀਲ ਦੇਸ਼	Ontwikkelingsland
ਮਨੁੱਖੀ ਪਰਵਾਸ	Menselijke migratie
ਭਾਈਚਾਰਾ	Samenleving
ਰੋਗ-ਪਛਾਣ	Diagnose
ਲੋਰੈਂਸੋ ਦੇ ਮੇਦੀਚੀ	Lorenzo I de' Medici
ਤੀਹਰਾ ਸਮਝੌਤਾ	Triple Entente
ਮਕਦੂਨੀਆਈ ਦਿਨਾਰ	Macedonische denar
ਥਾਈ ਬਾਤ	Thaise baht
ਯੋਗਤਾਰਾਜ	Meritocratie
ਵਿਨ ਡੀਜ਼ਲ	Vin Diesel
ਓ (ਸਿਰਿਲਿਕ)	О
ਸਪੇਨੀ ਫਲੂ	Spaanse griep
ਰਾਸ਼ਟਰਮੰਡਲ ਖੇਡਾਂ	Gemenebestspelen
ਮੁਹੰਮਦ ਫ਼ਜ਼ੂਲੀ	Fuzûlî
ਦਰੀ ਫ਼ਾਰਸੀ	Dari
ਨੰਗਰਹਾਰ ਸੂਬਾ	Nangarhar
ਬਾਖ਼ਾ ਕੈਲੀਫ਼ੋਰਨੀਆ ਪਰਾਇਦੀਪ	Neder-Californië (schiereiland)
ਜੂਰਾ ਪਹਾੜ	Jura (gebergte)
ਮੁੱਲਾਂ ਨਸਰੁੱਦੀਨ	Nasreddin Hodja
ਮਿੱਤਾਨੀ ਸਾਮਰਾਜ	Mitanni
ਡਬਲਿਊ ਐਚ ਆਡੇਨ	W.H. Auden
ਅਵਰ ਲੇਡੀ ਆਫ਼ ਪਰਪੈਚੂਅਲ ਹੈਲਪ	Onze-Lieve-Vrouw van Altijddurende Bijstand
ਅਦਵੈਤਵਾਦ	Monisme (filosofie)
ਕੌਮਾਂਤਰੀ ਵਪਾਰ	Internationale handel
ਸੀਰੀਆਈ ਖ਼ਾਨਾਜੰਗੀ	Syrische burgeroorlog
ਸੌ ਸਾਲ ਦਾ ਇਕਲਾਪਾ	Honderd jaar eenzaamheid
ਦੇਵਤਾ	God (algemeen)
ਖਜੁਰਾਹੋ	Khajuraho
ਆਸਟਰੇਲੀਆਈ ਅੰਟਾਰਕਟਿਕ ਰਾਜਖੇਤਰ	Australisch Antarctisch Territorium
ਦ ਐਲਕਮਿਸਟ (ਨਾਵਲ)	De Alchemist
ਫ਼ਰਾਂਸੀਸੀ ਬਸਤੀਵਾਦੀ ਸਾਮਰਾਜ	Franse koloniale rijk
ਲੀਸਾ ਕੂਡਰੋ	Lisa Kudrow
ਫ਼ਤਿਹਪੁਰ ਸੀਕਰੀ	Fatehpur Sikri
ਰੋਲਾਂ ਬਾਰਥ	Roland Barthes
ਜੌਨ ਰਸਕਿਨ	John Ruskin
ਰੂਸੀ ਸਾਹਿਤ	Russische literatuur
ਇਕਾਤਮਕ ਦੇਸ਼	Eenheidsstaat
ਬਣਤਰਵਾਦ	Structuralisme (sociale wetenschappen)
ਗੂਗਨਹਾਈਮ ਅਜਾਇਬ-ਘਰ ਬੀਲਬਾਓ	Guggenheim Museum (Bilbao)
ਮਸਦਰ (ਵਿਆਕਰਨ)	Infinitief
ਜਿੱਦੂ ਕ੍ਰਿਸ਼ਨਾਮੂਰਤੀ	Jiddu Krishnamurti
ਜਿਓਵਾਨੀ ਪਾਲਿਸਤਰੀਨਾ	Giovanni Pierluigi da Palestrina
ਕਾਰਨਤਾ	Oorzakelijkheid
ਧੱਕੇਸ਼ਾਹੀ	Despotisme
ਰਾਬਰਟ ਓਵਨ	Robert Owen
ਚਾਰਲਸ ਐਲਬਰਟ ਗੋਬਾਟ	Albert Gobat
ਔਲੀਵਰ ਸਟੋਨ	Oliver Stone
ਅਲੈਗਜ਼ਾਂਦਰਾ ਕੋਲੋਨਤਾਈ	Aleksandra Kollontaj
ਅਟਾਹੁਆਲਪਾ	Atahualpa
ਤਾਰਿਆਂ ਦੀ ਸ਼੍ਰੇਣੀਆਂ	Spectraalklasse
ਬੋਸਨੀਆ ਅਤੇ ਹਰਜ਼ੇਗੋਵੀਨਾ ਵਟਾਂਦਰਾਯੋਗ ਮਾਰਕ	Bosnische inwisselbare mark
ਐਮ (ਸਿਰਿਲਿਕ)	М
ਇਲਾਜ	Therapie
ਕੌਮੀ ਰਾਜ	Natiestaat
ਮਿੱਠਾ ਸੋਡਾ	Natriumwaterstofcarbonaat
ਥੀਸਾਰਸ ਕੋਸ਼	Thesaurus
ਰਾਜਨੀਤਕ ਦਰਸ਼ਨ	Politieke filosofie
ਤਿੱਬਤੀ ਪਠਾਰ	Tibetaans Hoogland
ਅਫ਼ਰੀਕਾ ਲਈ ਧੱਕਾ-ਮੁੱਕੀ	Wedloop om Afrika
ਟਸੇ (ਸਿਰਿਲਿਕ)	Ц
ਖਾ (ਸਿਰਿਲਿਕ)	Х
ਊ (ਸਿਰਿਲਿਕ)	У
ਐਸ (ਸਿਰਿਲਿਕ)	С
ਕਿੰਗਡਮ ਆਫ਼ ਇੰਗਲੈਂਡ	Koninkrijk Engeland
ਰੇਤ ਘੜੀ	Zandloper
ਕਾਕਾਪੋ	Kakapo
ਉੱਤਰੀ ਖ਼ੁਰਾਸਾਨ ਸੂਬਾ	Noord-Khorasan
ਮਾਰਗਰੈੱਟ ਮੀਡ	Margaret Mead
ਏ ਐੱਸ ਮੋਨਾਕੋ ਫੁੱਟਬਾਲ ਕਲੱਬ	AS Monaco
ਰੀਜਿਕਨ	Rēzekne
ਫ਼੍ਰੈਡ੍ਰਿਕ ਪਾਸੀ	Frédéric Passy
ਗਜ਼ਨੀ ਸੂਬਾ	Ghazni (provincie)
ਰੌਸ ਕਾਊਂਟੀ ਫੁੱਟਬਾਲ ਕਲੱਬ	Ross County FC
ਹਰਿਮੰਦਰ ਸਾਹਿਬ	Harmandir Sahib
ਅਨਖ	Ankh
ਗੋਦ ਲੈਣਾ	Adoptie
ਅਲਾਸਕਾ ਦੀ ਖਾੜੀ	Golf van Alaska
ਫਿਲਿਪ ਸੀਮੌਰ ਹਾਫਮੈਨ	Philip Seymour Hoffman
ਰੁਮਾਲ	Bandana
ਬੱਦੂ ਲੋਕ	Bedoeïenen
ਆਈਰਨ ਮੈਨ	Iron Man (Marvel)
ਦੁਖੀਏ (ਨਾਵਲ)	Les Misérables (boek)
ਲਿਓ ਵਿਗੋਤਸਕੀ	Lev Vygotski
ਕਾਰਪੈਂਟਰੀਆ ਦੀ ਖਾੜੀ	Golf van Carpentaria
ਸੌਰ ਪੁੰਜ	Zonnemassa
ਸਮਾਜਵਾਦੀ ਯਥਾਰਥਵਾਦ	Socialistisch realisme
ਅਮ ਦਰਮਾਨ	Omdurman
ਆਦਿ ਸ਼ੰਕਰਾਚਾਰੀਆ	Shankara
ਜੇਨ ਐਡਮਜ਼	Jane Addams
ਪ੍ਰਤੀ ਹਜ਼ਾਰ	Promille
ਲਿਟਲ ਬੁਆਏ	Little Boy
ਬਲੋਚਿਸਤਾਨ (ਖੇਤਰ)	Beloetsjistan (landstreek)
ਮੋਲਦੋਵੀ ਲਿਊ	Moldavische leu
ਵੀਗਨਿਜ਼ਮ	Veganisme
ਦਵੰਦਾਤਮਕ ਪਦਾਰਥਵਾਦ	Dialectisch materialisme
ਛੋਟੀ ਈ (ਸਿਰਿਲਿਕ)	Й
ਐਰ (ਸਿਰਿਲਿਕ)	Р
ਡਾਰਲਿੰਗ ਦਰਿਆ	Darling (rivier)
ਗੁਲੀਵਰਸ ਟਰੈਵਲਜ਼	Gullivers reizen
ਕਾਓਸੀਅੰਗ	Kaohsiung
ਕਿੰਗ ਲੀਅਰ	King Lear
ਵਾਸ਼ਿੰਗਟਨ ਇਰਵਿੰਗ	Washington Irving
ਜਾਰਜ ਰ. ਰ. ਮਾਰਟਿਨ	George R.R. Martin
ਕਾਰਬੋਨੇਟ	Carbonaat
ਘਟਨਾ ਖਤਿਜ	Waarnemingshorizon
ਦਬਾਅ (ਭਾਸ਼ਾ ਵਿਗਿਆਨ)	Klemtoon
ਕੋਲਾਇਡ	Colloïde
ਫ਼ੰਡੀ ਦੀ ਖਾੜੀ	Fundybaai
ਨਾਗਰਿਕ ਸਮਾਜ	Burgermaatschappij
ਰਾਣੀ ਲਕਸ਼ਮੀਬਾਈ	Rani Lakshmibai
ਅਕਸਾਰਾਏ	Aksaray (stad)
ਚੌਧਰ	Hegemonie
ਕੁਮਾਸੀ	Kumasi
ਕਮਿਊਨਿਜਮ-ਵਿਰੋਧ	Anticommunisme
ਮਹਾਂਨਗਰੀ ਇਲਾਕਾ ਜਾਲ	Metropolitan area network
ਸਮਾਂ ਸਫ਼ਰ	Tijdreizen
ਜਨੇਊ ਰੋਗ	Gordelroos
ਬੇਨਿਸਤਾਰਾਵਾਦ	Irredentisme
ਸ਼ਚਾ (ਸਿਰਿਲਿਕ)	Щ
ਏਸ਼ੀਆਈ ਸ਼ੇਰ	Perzische leeuw
ਪੁੱਤਰਜੈ	Putrajaya
ਤੇ (ਸਿਰਿਲਿਕ)	Т
ਸਰੇ ਪੋਲ	Sar-e Pol (provincie)
ਪਕਤੀਆ	Paktia (provincie)
ਰਸਾਇਣਕ ਸਮੀਕਰਨ	Reactievergelijking
ਅਲੰਕਾਰ (ਸਾਹਿਤ)	Stijlfiguur
ਜਲਪਰੀ	Zeemeermin
ਸ਼ਰਲੀ ਟੈਂਪਲ	Shirley Temple
ਤਾਇਫ਼	Taif
ਖ਼ਵਾਰਜ਼ਮ	Chorasmië
ਹਾਰਪਰ ਲੀ	Harper Lee
ਤੁਰਕਾਨਾ ਝੀਲ	Turkanameer
ਬਰਾਮਦ	Uitvoer (handel)
ਕਨਮਿੰਗ	Kunming
ਅਣਵੀ ਭਾਰ	Moleculaire massa
ਕੁੱਲ ਕੌਮੀ ਪੈਦਾਵਾਰ	Bruto nationaal product
ਸਨ ਮਾਮੇਸ ਸਟੇਡੀਅਮ (੨੦੧੩)	San Mamés (2013)
ਮਾਰੀਓ ਪੁਝੋ	Mario Puzo
ਖਿੰਡਾਅ (ਪ੍ਰਕਾਸ਼)	Dispersie (natuurkunde)
ਜੀ ਵੀ ਪਲੈਖ਼ਾਨੋਵ	Georgi Plechanov
ਫਲੋਰੀਸੈਂਟ ਲੈਂਪ	Fluorescentielamp
ਜੇਨ ਆਇਰ	Jane Eyre
ਕਾਨੋ	Kano (stad)
ਸਮੰਗਾਨ ਸੂਬਾ	Samangan
ਉਰੁਜ਼ਗਾਨ ਸੂਬਾ	Uruzgan
ਜੁਜ਼ਜਾਨ ਸੂਬ	Jowzjan
ਵਾਰਦਾਕ	Wardak
ਮਰੀ ਦਰਿਆ	Murray (rivier)
ਰਾਮਕ੍ਰਿਸ਼ਨ ਪਰਮਹੰਸ	Ramakrishna
ਬਰਦਰਜ਼ ਕਾਰਾਮਾਜੋਵ	De gebroeders Karamazov
ਸੈਮੂਅਲ ਜਾਨਸਨ	Samuel Johnson (schrijver)
ਇਬਾਦਾਨ	Ibadan
ਜਲਾਲਾਬਾਦ (ਅਫਗਾਨਿਸਤਾਨ)	Jalalabad (Afghanistan)
ਖ਼ੈਬਰ ਪਖ਼ਤੁਨਖ਼ਵਾ	Khyber-Pakhtunkhwa
ਤਾਨਾਸ਼ਾਹ	Dictator (modern)
ਕਾਲਾ ਹਿਰਨ	Indische antilope
ਵਸਿਲੀ ਜ਼ਾਇਤਸੇਵ	Vasili Zajtsev
ਮੰਗੋਲੀਆਈ ਤੋਗਰੋਗ	Mongoolse tugrik
ਬੈਲਿੰਗਜ਼ਹਾਊਸਨ ਸਮੁੰਦਰ	Bellingshausenzee
ਲਾਨਜ਼ੂ	Lanzhou
ਪ੍ਰਾਵਦਾ	Pravda
ਵਿਸ਼ਵ ਜਲ ਦਿਵਸ	Wereldwaterdag
ਦ ਕੈਚਰ ਇਨ ਦ ਰਾਈ	The Catcher in the Rye
ਓਮ	Om (mantra)
ਲੂਈ ਅਲਥੂਜ਼ਰ	Louis Althusser
ਲਾਬਰਾਡੋਰ ਸਮੁੰਦਰ	Labradorzee
ਸੁਰਖੀ	Lippenstift
ਸਭ ਤੋਂ ਚਮਕਦਾਰ ਤਾਰਿਆਂ ਦੀ ਸੂਚੀ	Lijst van helderste sterren
ਜੀਲ ਦੇਲੂਜ਼	Gilles Deleuze
ਸ਼ਾਹ	Sjah
ਮੋਹਾਵੇ ਮਾਰੂਥਲ	Mojavewoestijn
ਪੰਪਾਸ	Pampa (vlakte)
ਆਇਤਉਲਾ	Ayatollah
ਅਜੰਤਾ ਗੁਫਾਵਾਂ	Ajanta
ਕੋਸ਼ਕਾਰੀ	Lexicografie
ਸੋਫੀਆ ਕੋਵਾਲਸਕਾਇਆ	Sofia Kovalevskaja
ਸਰਗੇਈ ਬੁਬਕਾ	Serhij Boebka (atleet)
ਨਿਰੋਲ ਬਾਦਸ਼ਾਹੀ	Absolute monarchie
ਜ਼ਹਿਰੀਲਾ ਮਾਦਾ	Toxine
ਸੂਚਨਾ-ਸਮਾਜ	Informatiemaatschappij
ਮੈਟਾਮੌਰਫਸਿਸ (ਮਹਾਂਕਾਵਿ)	Metamorfosen (Ovidius)
ਸਲਾਵੋਏ ਜੀਜੇਕ	Slavoj Žižek
ਨਾਜ਼ਿਮ ਹਿਕਮਤ	Nazım Hikmet
ਪਾਸ਼ਾ	Pasja (titel)
ਇੰਟਰਨੈੱਟ ਰੇਡੀਓ	Webradio
ਪਨੀਰ ਦਾ ਪਾਣੀ	Wei (zuivel)
ਅਬਜਦ	Abjad
ਫ਼ਲੋਅਮ	Floëem
ਮਹਾਨ ਤਾਕਤ	Grote mogendheid
ਓ.ਜੇ.ਸੇ. ਨੀਸ	OGC Nice
ਸ਼ੇਖ਼	Sjeik
ਦਾਈ	Verloskunde
ਮਾਲੋਕਾ ਸਾਗਰ	Molukse Zee
ਮਿਖਾਇਲ ਬਾਖ਼ਤਿਨ	Michail Bachtin
ਵੋਟ ਦਾ ਹੱਕ	Kiesrecht
ਲਗਮਾਨ	Laghman
ਮੁਲਤਾਨ	Multan
ਕੋਇਟਾ	Quetta
ਹੜੱਪਾ	Harappa
ਪਕਤੀਕਾ	Paktika
ਰੂੜੀ	Mest
ਲੋਕ ਭਲਾਈ	Filantropie
ਅਰਜੁਨ	Arjoena
ਇਸਾਕ ਆਲਬੇਨੀਸ	Isaac Albéniz
ਮੁਫ਼ਤੀ	Moefti
ਅਯੋਧਿਆ	Ayodhya
ਹਰਾ ਇਨਕਲਾਬ	Groene revolutie
ਰੂਸ ਦੀ ਜ਼ਾਰਸ਼ਾਹੀ	Tsaardom Rusland
ਗੰਗਟੋਕ	Gangtok
ਕੂਫ਼ਾ	Koefa
ਯੁ (ਸਿਰਿਲਿਕ)	Ю
ਸਜ਼ਾ	Straf
ਤਖਾਰ ਸੂਬਾ	Tachar
ਵਾਈਟ ਹਾਰਟ ਲੇਨ	White Hart Lane
ਜੇਮਜ ਵੈੱਬ ਖਗੋਲੀ ਦੂਰਬੀਨ	James Webb-ruimtetelescoop
ਅਲਮਾਟੀ ਸੂਬਾ	Oblast Almaty
ਹਾਚੀਕੋ	Hachiko
ਪਰਜੀਵੀਪੁਣਾ	Parasiet
ਸਕੈਂਡੀਨੇਵੀਆਈ ਪਹਾੜ	Scandinavisch Hoogland
ਅੰਗਰੇਜ਼ੀ ਸਾਹਿਤ	Engelse literatuur
ਪਾਕਿਸਤਾਨ ਪੀਪਲਜ਼ ਪਾਰਟੀ	Pakistan Peoples Party
ਤਜਰਬਾ ਪੱਤਰੀ	Curriculum vitae
ਨਿਕੋਲਾਈ ਬੁਖਾਰਿਨ	Nikolaj Boecharin
ਕਚਿਆਣ	Misselijkheid
ਇਬੂਪ੍ਰੋਫ਼ੇਨ	Ibuprofen
ਖੁਣਾਈ	Ets
ਬਾਬਾ ਯਾਗਾ	Baba Jaga
﻿ਮੇਫ਼ਲਾਵਰ	Mayflower (schip, 1609)
ਆਂਤੋਨਾਂ ਆਰਤੋ	Antonin Artaud
ਤੱਟੀ ਝੀਲ	Lagune
ਆਬਰਡੀਨ ਫੁੱਟਬਾਲ ਕਲੱਬ	Aberdeen FC
ਜੂਜ਼ੈੱਪੇ ਮਾਤਸੀਨੀ	Giuseppe Mazzini
ਤਿਤਲੀ ਪ੍ਰਭਾਵ	Vlindereffect
ਸਾਮਾਜਕ ਵਰਗ	Sociale klasse
ਲੂਬੁਮਬਾਸ਼ੀ	Lubumbashi
ਕੁਤਬ ਮੀਨਾਰ	Qutb Minar
ਅਰਸ਼ੀ ਮੱਧ ਰੇਖਾ	Hemelevenaar
ਮਹਾਨ ਦਹਿਸ਼ਤ	Grote Zuivering
ਅਬੂ ਧਾਬੀ (ਇਮਰਾਤ)	Abu Dhabi (emiraat)
