Áfríkà	Afrika
John Hicks	John Hicks (econoom)
Thomas Kuhn	Thomas Kuhn
Àmì ọ̀pá àṣẹ ilẹ̀ Ísráẹ́lì	Wapen van Israël
Rita Levi-Montalcini	Rita Levi-Montalcini
Christopher Walken	Christopher Walken
Jim Broadbent	Jim Broadbent
Carlos Menem	Carlos Menem
Tòbágò	Tobago
Denes nad Makedonija	Denes nad Makedonija
Bože pravde	Bože Pravde
Àsìá ilẹ̀ Papua Guinea Titun	Vlag van Papoea-Nieuw-Guinea
Brian Cowen	Brian Cowen
Àsìá ilẹ̀ àwọn Erékùṣù Falkland	Vlag van de Falklandeilanden
Àsìá ilẹ̀ Nàúrù	Vlag van Nauru
Àsìá ilẹ̀ Fanuatu	Vlag van Vanuatu
Ìtàn ilẹ̀ Ẹ́gíptì	Geschiedenis van Egypte
Mikhail Bakhtin	Michail Bachtin
Flavio Cipolla	Flavio Cipolla
Constans	Constans I
Ramón María Narváez, 1st Duke of Valencia	Ramón María Narváez y Campos
Pietermaritzburg	Pietermaritzburg
Grytviken	Grytviken
Saint-Pierre, Saint Pierre àti Mìkẹ́lọ̀n	Saint-Pierre (stad)
Àsìá ilẹ̀ Wales	Vlag van Wales
Juan Carlos Ferrero	Juan Carlos Ferrero
Mike Myers	Mike Myers
Alexis Carrel	Alexis Carrel
Quintillus	Quintillus
Àsìá ilẹ̀ Erékùṣù ilẹ̀ Man	Vlag van Man
Homo floresiensis	Floresmens
Theodor Svedberg	Theodor Svedberg
Gaël Monfils	Gaël Monfils
ISO 3166-2:GS	ISO 3166-2:GS
Àsìá ilẹ̀ Họ́ng Kọng	Vlag van Hongkong
Julian Schwinger	Julian Schwinger
Riccardo Giacconi	Riccardo Giacconi
Willis Lamb	Willis Lamb
Julius Nyerere	Julius Nyerere
Àmì ọ̀pá àṣẹ ilẹ̀ Irak	Wapen van Irak
Marie-Joseph Motier, Marquis de Lafayette	Gilbert du Motier de la Fayette
Santiago Casares Quiroga	Santiago Casares Quiroga
Pula	Botswaanse pula
Carus	Marcus Aurelius Carus
Philip Roth	Philip Roth
Sally Field	Sally Field
Pápá Eréìdárayá Peter Mokaba	Peter Mokabastadion
Human Rights Watch	Human Rights Watch
Probus	Probus
Pápá Eréìdárayá Mbombela	Mbombelastadion
Lionel Jospin	Lionel Jospin
Carlo Rubbia	Carlo Rubbia
Pierre-Gilles de Gennes	Pierre-Gilles de Gennes
Àmì ọ̀pá àṣẹ ilẹ̀ Orílẹ̀-èdè Olómìnira àwọn Ará ilẹ̀ Ṣáínà	Wapen van de Volksrepubliek China
Zelda Williams	Zelda Williams
Àmì ọ̀pá àṣẹ ilẹ̀ Írẹ́lándì	Wapen van Ierland
Álvaro Uribe	Álvaro Uribe
Charles 3k	Karel de Eenvoudige
François Duvalier	François Duvalier
Jerome Isaac Friedman	Jerome Friedman
Ragnar Frisch	Ragnar Frisch
Àmì ọ̀pá àṣẹ ilẹ̀ Ìránì	Embleem van Iran
Àmì ọ̀pá àṣẹ ilẹ̀ Lituéníà	Wapen van Litouwen
Àmì ọ̀pá àṣẹ ilẹ̀ Tháílàndì	Embleem van Thailand
Àsìá ilẹ̀ Tóngà	Vlag van Tonga
Arantxa Sánchez Vicario	Arantxa Sánchez Vicario
Àmì ọ̀pá àṣẹ ilẹ̀ Tsad	Wapen van Tsjaad
Langston Hughes	Langston Hughes
Francesca Schiavone	Francesca Schiavone
Ronald Coase	Ronald Coase
Yoichiro Nambu	Yoichiro Nambu
Alexei Alexeyevich Abrikosov	Aleksej Abrikosov
Apollo 16	Apollo 16
Ogg	Ogg (bestandsindeling)
Ẹ̀wádún 1400	1400-1409
Rupee Pakístàn	Pakistaanse roepie
Frits Zernike	Frits Zernike
Àmì ọ̀pá àṣẹ ilẹ̀ Báháráìnì	Embleem van Bahrein
Àmì ọ̀pá àṣẹ ilẹ̀ Brasil	Wapen van Brazilië
Goldie Hawn	Goldie Hawn
Àsìá ilẹ̀ Sàmóà	Vlag van Samoa
Ẹ̀wádún 140	140-149
Ẹ̀wádún 1410	1410-1419
Ìwé Sẹfaníàh	Sefanja (boek)
Rial Ìránì	Iraanse rial
Àsìá ilẹ̀ Páláù	Vlag van Palau
Rigoberta Menchú	Rigoberta Menchú
Pyeongchang	Pyeongchang
Državna himna Bosne i Hercegovine	Intermeco
Òṣèlú aṣojú	Representatieve democratie
Sharjah	Sharjah (emiraat)
Àsìá ilẹ̀ Àrúbà	Vlag van Aruba
Esteban Echeverría	Esteban Echeverría
Gao	Gao (stad)
Ẹ̀wádún 1430	1430-1439
Emilio Aguinaldo	Emilio Aguinaldo
Extensible Messaging and Presence Protocol	Extensible Messaging and Presence Protocol
B.B. King	B.B. King
Ogun Abẹ́lé Gríìsì	Griekse Burgeroorlog
Kostas Karamanlis	Kostas Karamanlis
Austen Chamberlain	Austen Chamberlain
Charles Louis Alphonse Laveran	Charles Louis Alphonse Laveran
Maximinus	Maximinus II Daia
Gratian	Gratianus
Ioannis Metaxas	Ioannis Metaxas
Walter Raleigh	Walter Raleigh
Antonio López de Santa Anna	Antonio López de Santa Anna
Black Panther Party	Black Panther Party
Pápá Eréìdárayá Royal Bafokeng	Royal Bafokengstadion
Sneferu	Snofroe
Jean Dujardin	Jean Dujardin
Theodore William Richards	Theodore William Richards
Nevill Francis Mott	Nevill Mott
Willem Einthoven	Willem Einthoven
Stefan Edberg	Stefan Edberg
Àmì ọ̀pá àṣẹ ilẹ̀ Swítsàlandì	Wapen van Zwitserland
Menes	Menes
Narmer	Narmer
Àmì ọ̀pá àṣẹ ilẹ̀ Slofákíà	Wapen van Slowakije
Àsìá ilẹ̀ Àngúíllà	Vlag van Anguilla
Àsìá ilẹ̀ Jersey	Vlag van Jersey
Simple Object Access Protocol	SOAP
Abomey	Abomey
Artaxerxes 1k Pẹ́rsíà	Artaxerxes I
François-Noël Babeuf	Gracchus Babeuf
Melvin Schwartz	Melvin Schwartz
Marvin Gaye	Marvin Gaye
Antonio José de Sucre	Antonio José de Sucre
Arthur Harden	Arthur Harden
Randal Cremer	William Randal Cremer
Ẹ̀wádún 1460	1460-1469
Jennifer Jones	Jennifer Jones (actrice)
Aberdeenshire	Aberdeenshire
Westminster	Westminster (wijk)
Nicolaas Bloembergen	Nico Bloembergen
Antony Hewish	Antony Hewish
Robert B. Laughlin	Robert Betts Laughlin
Àsìá ilẹ̀ Bẹ̀rmúdà	Vlag van Bermuda
Ayub Khan	Mohammed Ayub Khan
Àmì ọ̀pá àṣẹ ilẹ̀ Máltà	Wapen van Malta
Carinus	Carinus
Ẹ̀wádún 1470	1470-1479
Àmì ọ̀pá àṣẹ ilẹ̀ Swídìn	Wapen van Zweden
Àwọn ọmọ Yorùbá	Yoruba (volk)
Orin-ìyìn Pontifical	Inno e Marcia Pontificale
Ẹ̀wádún 1480	1480-1489
Willard Libby	Willard Libby
Henry Way Kendall	Henry Kendall
Henrik Dam	Henrik Dam
Arthur Leonard Schawlow	Arthur Schawlow
Christopher Plummer	Christopher Plummer
Vicente Fox	Vicente Fox
Aaron Klug	Aaron Klug
Àsìá ilẹ̀ àwọn Ìpínlẹ̀ Àṣepapọ̀ ilẹ̀ Mikronésíà	Vlag van Micronesia
Claude Cohen-Tannoudji	Claude Cohen-Tannoudji
Dinar Líbyà	Libische dinar
Ẹ̀wádún 1490	1490-1499
Gustavo Kuerten	Gustavo Kuerten
James Rainwater	James Rainwater
William Daniel Phillips	William Daniel Phillips
Martin Ryle	Martin Ryle
Philip Warren Anderson	Philip Anderson (natuurkundige)
Àmì ọ̀pá àṣẹ ilẹ̀ Bangladẹ́shì	Wapen van Bangladesh
Henri La Fontaine	Henri La Fontaine
Dọ́là Singapore	Singaporese dollar
Sissy Spacek	Sissy Spacek
Anjelica Huston	Anjelica Huston
Carloman 1k	Carloman I
Plazas de soberanía	Plazas de soberanía
Isabel Martínez de Perón	Isabel Martínez de Perón
Fredrik Bajer	Fredrik Bajer
Session Initiation Protocol	Session Initiation Protocol
Gary Becker	Gary Becker
Dylan Thomas	Dylan Thomas
Patricia Neal	Patricia Neal
Króna Fàróè	Faeröerse kroon
Àwọn Ìgbèríko ilẹ̀ Gúúsù Áfríkà	Provincies van Zuid-Afrika
David Ferrer	David Ferrer
Àmì ọ̀pá àṣẹ ilẹ̀ Montenẹ́grò	Wapen van Montenegro
Àsìá ilẹ̀ Palẹstínì	Vlag van Palestina
Nikolay Davydenko	Nikolaj Davydenko
Fernando Verdasco	Fernando Verdasco
Apollo 10	Apollo 10
Samantha Stosur	Samantha Stosur
Marisa Tomei	Marisa Tomei
Frederick Reines	Frederick Reines
Petronius Maximus	Petronius Maximus
Majorian	Majorianus
Raymond Poincaré	Raymond Poincaré
Ẹ̀wádún 150	150-159
Yun Bo-seon	Yun Bo-seon
Svetlana Kuznetsova	Svetlana Koeznetsova
Paul Ricoeur	Paul Ricœur
Đồng	Vietnamese dong
Burton Richter	Burton Richter
Peter Higgs	Peter Higgs
Saint Helena, Ascension àti Tristan da Cunha	Sint-Helena, Ascension en Tristan da Cunha
Ẹ̀wádún 1520	1520-1529
Joseph Murray	Joseph Murray (chirurg)
Pascoal Ranieri Mazzilli	Pascoal Ranieri Mazzilli
João Baptista de Oliveira Figueiredo	João Figueiredo
Sahelanthropus	Sahelanthropus tchadensis
Jennifer Hudson	Jennifer Hudson
Tripolitáníà	Tripolitanië
Erékùṣù Robben	Robbeneiland
Ẹ̀wádún 1530	1530-1539
Mengistu Haile Mariam	Mengistu Haile Mariam
David Trimble	David Trimble
Edmund Phelps	Edmund Phelps
Simon Kuznets	Simon Kuznets
Kenneth Arrow	Kenneth Arrow
George Andrew Olah	George Andrew Olah
Klas Pontus Arnoldson	Klas Pontus Arnoldson
Bülent Ecevit	Bülent Ecevit
Hutu	Hutu
Allvar Gullstrand	Allvar Gullstrand
Jo-Wilfried Tsonga	Jo-Wilfried Tsonga
Joseph Hooton Taylor, Jr.	Joseph Taylor
Ivar Giaever	Ivar Giaever
Bertram Brockhouse	Bertram Brockhouse
Leon M. Lederman	Leon Lederman
Ilya Frank	Ilja Frank
Robert Coleman Richardson	Robert Coleman Richardson
Kai Siegbahn	Kai Manne Börje Siegbahn
Samuel C. C. Ting	Samuel Ting
Anthony James Leggett	Anthony Leggett
L-Innu Malti	L-Innu Malti
Bettino Craxi	Bettino Craxi
Carloman 2k ilẹ̀ Fránsì	Karloman II van Frankrijk
Artaxerxes 3k	Artaxerxes III
BMP file format	BMP (bestandsindeling)
Miguel Primo de Rivera, 2nd Marquis of Estella	Miguel Primo de Rivera
Frank B. Kellogg	Frank Billings Kellogg
Ferhat Abbas	Ferhat Abbas
Raúl Alfonsín	Raúl Alfonsín
Tutsi	Tutsi
Dinar Iraki	Iraakse dinar
Dinar Kuwaiti	Koeweitse dinar
James Woods	James Woods (acteur)
Louis 3k ilẹ̀ Fránsì	Lodewijk III van Frankrijk
Fatmir Sejdiu	Fatmir Sejdiu
Festus Mogae	Festus Gontebanye Mogae
Ẹ̀wádún 1550	1550-1559
Àgbàjọ Tòkòwò àwọn Orílẹ̀-èdè Ìwọòrùn Áfríkà	Economische Gemeenschap van West-Afrikaanse Staten
Billie Jean	Billie Jean
Carlos Moyá	Carlos Moyà
Pápá Ọkọ̀ Òfurufú Phu Cat	Luchthaven Phù Cát
Nancy Reagan	Nancy Reagan
Ẹ̀wádún 1560	1560-1569
Daniel arap Moi	Daniel arap Moi
James Cronin	James Cronin
Kenneth G. Wilson	Kenneth Wilson
Frank Macfarlane Burnet	Frank Macfarlane Burnet
John Hume	John Hume
Quincy Jones	Quincy Jones
Alan Lloyd Hodgkin	Alan Lloyd Hodgkin
Jack Palance	Jack Palance
John Hasbrouck Van Vleck	John van Vleck
Henry John Temple, 3rd Viscount Palmerston	Henry John Temple
Louis 4k ilẹ̀ Fránsì	Lodewijk IV van Frankrijk
Stanislas Wawrinka	Stanislas Wawrinka
Tomáš Berdych	Tomáš Berdych
Benicio del Toro	Benicio del Toro
Frantz Fanon	Frantz Fanon
Carlos Saavedra Lamas	Carlos Saavedra Lamas
Jan Fischer (Olóṣèlú ilẹ̀ Tṣẹ́skì)	Jan Fischer
Olybrius	Olybrius
Ẹ̀wádún 1570	1570-1579
Àsìá ilẹ̀ àwọn Erékùṣù Cook	Vlag van de Cookeilanden
SpaceX	SpaceX
Dobra	Santomese dobra
Àmì ọ̀pá àṣẹ ilẹ̀ San Màrínò	Wapen van San Marino
Àmì ọ̀pá àṣẹ ilẹ̀ Mòngólíà	Wapen van Mongolië
Àmì ọ̀pá àṣẹ ilẹ̀ Ethiópíà	Wapen van Ethiopië
Ẹyọ tíkòsí	Imaginaire eenheid
Roger Penrose	Roger Penrose
Pópù Stephen 4k	Paus Stefanus IV (V)
Oben am jungen Rhein	Oben am jungen Rhein
Sade Adu	Sade Adu
Dọ́là àwọn Bàhámà	Bahamaanse dollar
Dọ́là Bárbádọ̀s	Barbadiaanse dollar
Taka	Bengalese taka
Kibaha	Kibaha
Ẹ̀wádún 1620	1620-1629
Àwọn Erékùṣù Agalega	Agalega-eilanden
Ẹ̀wádún 1630	1630-1639
Ẹ̀wádún 1640	1640-1649
Ẹ̀wádún 1650	1650-1659
Ẹ̀wádún 1660	1660-1669
Ẹ̀wádún 1670	1670-1679
Ẹ̀wádún 1690	1690-1699
Zheng Jie	Zheng Jie
Spyridon Trikoupis	Spyridon Trikoúpis
Charilaos Trikoupis	Charilaos Trikoupis
Rajendra Prasad	Rajendra Prasad
Ẹ̀wádún 1710	1710-1719
Ẹ̀wádún 1720	1720-1729
Teos ilẹ̀ Ẹ́gíptì	Teos (farao)
Àmì ọ̀pá àṣẹ ilẹ̀ Itálíà	Embleem van Italië
Àmì ọ̀pá àṣẹ ilẹ̀ Ukréìn	Wapen van Oekraïne
Ponun Ẹ́gíptì	Egyptisch pond
Afghaní	Afghaanse afghani
Pópù Severinus	Paus Severinus
Pópù Jòhánù 6k	Paus Johannes VI
Pópù Jòhánù 4k	Paus Johannes IV
Pópù Jòhánù 7k	Paus Johannes VII
Pópù Eugene 1k	Paus Eugenius I
El Gran Carlemany	El Gran Carlemany
Pópù Jòhánù 5k	Paus Johannes V
Ẹ̀wádún 1760	1760-1769
Peso Argẹntínà	Argentijnse peso
Pópù Vitalian	Paus Vitalianus
Àmì ọ̀pá àṣẹ ilẹ̀ Bẹ́ljíọ̀m	Wapen van België
Àsìá ilẹ̀ Abkhazia	Vlag van Abchazië
Barbara McClintock	Barbara McClintock
Àmì ọ̀pá àṣẹ ilẹ̀ Àngólà	Wapen van Angola
Dinar Àlgéríà	Algerijnse dinar
Àmì ọ̀pá àṣẹ ilẹ̀ Túrkì	Embleem van Turkije
Riyal Sáúdí	Saoedi-Arabische riyal
Àmì ọ̀pá àṣẹ ilẹ̀ Argẹntínà	Wapen van Argentinië
Àmì ọ̀pá àṣẹ ilẹ̀ Sérbíà	Wapen van Servië
Khafra	Chefren
Àmì ọ̀pá àṣẹ ilẹ̀ Bósníà àti Hẹrjẹgòfínà	Wapen van Bosnië en Herzegovina
Anna Paquin	Anna Paquin
Somoni	Tadzjiekse somoni
Magdalena Department	Magdalena (departement)
Ẹ̀wádún 1790	1790-1799
Florianus	Florianus (keizer)
Àsìá ilẹ̀ Transnistria	Vlag van Transnistrië
Peso Tsílè	Chileense peso
Àmì ọ̀pá àṣẹ ilẹ̀ Georgia	Wapen van Georgië
Kip	Laotiaanse kip
Tavisupleba	Tavisoepleba
Pietro Badoglio	Pietro Badoglio
Linda B. Buck	Linda B. Buck
Àmì ọ̀pá àṣẹ ilẹ̀ Sáúdí Arábíà	Wapen van Saoedi-Arabië
Àmì ọ̀pá àṣẹ ilẹ̀ Nẹ́dálándì	Wapen van het Koninkrijk der Nederlanden
Dirham Mòrókò	Marokkaanse dirham
Àmì ọ̀pá àṣẹ ilẹ̀ Pọ́rtúgàl	Wapen van Portugal
Àsìá ilẹ̀ àwọn Erékùṣù Marshall	Vlag van de Marshalleilanden
Dirham àwọn Ẹ́mírétì Árábù Aṣọ̀kan	VAE-dirham
Milo Đukanović	Milo Đukanović
Kwanza	Angolese kwanza
Video compression	Videocompressie
.рф	.рф
Àmì ọ̀pá àṣẹ ilẹ̀ Fiẹtnám	Embleem van Vietnam
Roger Y. Tsien	Roger Tsien
Muhammad Zia-ul-Haq	Mohammed Zia-ul-Haq
Ẹ̀wádún 180	180-189
Tilda Swinton	Tilda Swinton
Marigot, Saint Martin	Marigot (Sint-Maarten)
Àmì ọ̀pá àṣẹ ilẹ̀ Tànsáníà	Wapen van Tanzania
Boliviano	Boliviaanse boliviano
Himno Nacional Mexicano	Himno Nacional Mexicano
Metical	Mozambikaanse metical
Kina	Kina (munt)
Tassos Papadopoulos	Tassos Papadopoulos
Hiroshige	Ando Hiroshige
Deodoro da Fonseca	Manuel Deodoro da Fonseca
Àmì ọ̀pá àṣẹ ilẹ̀ New Zealand	Wapen van Nieuw-Zeeland
Ruble Transnistria	Transnistrische roebel
Menkaura	Menkaura
Àmì ọ̀pá àṣẹ ilẹ̀ Móldófà	Wapen van Moldavië
Àmì ọ̀pá àṣẹ ilẹ̀ Kòréà Gúúsù	Wapen van Zuid-Korea
Àmì ọ̀pá àṣẹ ilẹ̀ Kẹ́nyà	Wapen van Kenia
Àmì ọ̀pá àṣẹ ilẹ̀ Láọ̀s	Wapen van Laos
Àmì ọ̀pá àṣẹ ilẹ̀ Turkmẹ́nìstán	Wapen van Turkmenistan
Àmì ọ̀pá àṣẹ ilẹ̀ Àlgéríà	Embleem van Algerije
Àmì ọ̀pá àṣẹ ilẹ̀ Lúksẹ́mbọ̀rg	Wapen van Luxemburg
Ẹ́mblẹ́m ilẹ̀ Pakístàn	Wapen van Pakistan
Àmì ọ̀pá àṣẹ ilẹ̀ Orílẹ̀-èdè Olómìnira ilẹ̀ Makẹdóníà	Wapen van Macedonië (land)
Chris Bosh	Chris Bosh
Brian Schmidt	Brian Schmidt
Richard E. Taylor	Richard Taylor (natuurkundige)
Bàlúṣì	Beloetsjen
Peso Kúbà	Cubaanse peso
Clifford Shull	Clifford Shull
Guillermo Vilas	Guillermo Vilas
Edward Said	Edward Said
George Clinton (Igbákejì Ààrẹ)	George Clinton (vicepresident)
Ngultrum	Bhutaanse ngultrum
David Lee	David Morris Lee
Dinar Báháráìnì	Bahreinse dinar
Kyat	Myanmarese kyat
Ponun Lẹ́bánọ́nì	Libanees pond
Constantius 3k	Constantius III
Àsìá ilẹ̀ Sòmálílàndì	Vlag van Somaliland
Olúṣẹ́gun Ọbásanjọ́	Olusegun Obasanjo
Dọ́là Sùrìnámù	Surinaamse dollar
Won Kòréà Gúúsù	Zuid-Koreaanse won
Auguste Marie Francois Beernaert	August Beernaert
Barry Marshall	Barry Marshall
Daniel C. Tsui	Daniel Chee Tsui
Robert H. Grubbs	Robert Grubbs
Shelley Winters	Shelley Winters
Yves Chauvin	Yves Chauvin
Martinus J. G. Veltman	Martinus Veltman (natuurkundige)
Andrew Fire	Andrew Fire
Thomas Sankara	Thomas Sankara
Richard R. Schrock	Richard Schrock
Abá	Aba (Nigeria)
Makoto Kobayashi	Makoto Kobayashi
Ons Heemecht	Ons Heemecht
Toshihide Maskawa	Toshihide Maskawa
Juho Kusti Paasikivi	Juho Kusti Paasikivi
Walter Matthau	Walter Matthau
Àsìá ilẹ̀ Niue	Vlag van Niue
Giuliano Amato	Giuliano Amato
Volusianus	Volusianus
Dáríù 2k Pẹ́rsíà	Darius II
Élie, duc Decazes	Élie Decazes
Margaret Court	Margaret Smith-Court
Ọkọ̀-àlọbọ̀ Òfurufú Enterprise	Enterprise (ruimteveer)
Dọ́là Nàmíbíà	Namibische dollar
Akademio de Esperanto	Akademio de Esperanto
Glycerius	Glycerius
Than Shwe	Than Shwe
Àwọn Fúlàní	Fulbe
Lansana Conté	Lansana Conté
Àsìá ilẹ̀ Åland	Vlag van Åland
Ee Mungu Nguvu Yetu	Ee Mungu Nguvu Yetu
Ilẹ̀ Ọbalúayé Sọ́ngháì	Songhai-rijk
Kate Winslet	Kate Winslet
Àmì ọ̀pá àṣẹ ilẹ̀ Lẹ́bánọ́nì	Wapen van Libanon
Shilling Kẹ́nyà	Keniaanse shilling
Dalasi	Gambiaanse dalasi
Rupee Nepali	Nepalese roepie
Cordell Hull	Cordell Hull
Àmì ọ̀pá àṣẹ ilẹ̀ Bẹ̀lísè	Wapen van Belize
Àrùn oorun àsùnjù	Slaapziekte
Avitus	Avitus
Umuahia	Umuahia
Àmì ọ̀pá àṣẹ ilẹ̀ Gúúsù Áfríkà	Wapen van Zuid-Afrika
Àmì ọ̀pá àṣẹ ilẹ̀ Sòmálíà	Wapen van Somalië
Àmì ọ̀pá àṣẹ ilẹ̀ Brunei	Wapen van Brunei
Spiro Agnew	Spiro Agnew
ISO 3166-2:CI	ISO 3166-2:CI
Amóráìtì	Amorieten
Naira	Nigeriaanse naira
Anastasia Myskina	Anastasia Myskina
Dinar Jọ́rdánì	Jordaanse dinar
Àmì ọ̀pá àṣẹ ilẹ̀ àwọn Ẹ́mírètì Ṣíṣọ̀kan Árábù	Wapen van de Verenigde Arabische Emiraten
Bolívar Fenesuela	Venezolaanse bolivar
Claudette Colbert	Claudette Colbert
Alfonso García Robles	Alfonso García Robles
Gourde	Haïtiaanse gourde
James Earl Jones	James Earl Jones
Patrick Rafter	Patrick Rafter
Goran Ivanišević	Goran Ivanišević
Frances McDormand	Frances McDormand
Doug Savant	Doug Savant
Goma	Goma
Zine El Abidine Ben Ali	Zine El Abidine Ben Ali
Norman Haworth	Walter Haworth
Jamaica, Land We Love	Jamaica, Land We Love
Nuevo sol	Peruviaanse sol
Àsìá ilẹ̀ àwọn Erékùṣù Wúndíá ti Amẹ́ríkà	Vlag van de Amerikaanse Maagdeneilanden
Emily Deschanel	Emily Deschanel
Àsìá ilẹ̀ Nagorno-Karabakh	Vlag van Nagorno-Karabach
John Gielgud	John Gielgud
Mirko Cvetković	Mirko Cvetković
Gerty Cori	Gerty Cori
Riel	Cambodjaanse riel
ISO 3166-2:BL	ISO 3166-2:BL
Odò Bẹ́núé	Benue (rivier)
Àmì ọ̀pá àṣẹ ilẹ̀ Tùnísíà	Wapen van Tunesië
Zinovios Valvis	Zinovios Valvis
Isaiah Berlin	Isaiah Berlin
Louis 5k ilẹ̀ Fránsì	Lodewijk de Doeniet
Osamu Shimomura	Osamu Shimomura
James M. Buchanan	James M. Buchanan
Eleftherios Venizelos	Eleftherios Venizelos
Human Rights Council	Mensenrechtenraad van de Verenigde Naties
Salvador Luria	Salvador Luria
Franco Modigliani	Franco Modigliani
Robert Nozick	Robert Nozick
Eric Allin Cornell	Eric Cornell
ISO 9000	ISO 9000
Ẹ̀wádún 190	190-199
Joseph Kasavubu	Joseph Kasavubu
Birr	Ethiopische birr
Dọ́là Brunei	Bruneise dollar
Carl Wieman	Carl Wieman
Joseph Addison	Joseph Addison
Riyal Katari	Qatarese rial
John L. Hall	John Hall (natuurkundige)
Àmì ọ̀pá àṣẹ ilẹ̀ Kóstá Rikà	Wapen van Costa Rica
Douglas Osheroff	Douglas Osheroff
Orílẹ̀-èdè Olómìnira Tòṣèlúaráàlú ilẹ̀ Azerbaijan	Democratische Republiek Azerbeidzjan
Konstantinos Stephanopoulos	Konstandinos Stefanopoulos
Chant de Ralliement	Chant de Ralliement
Isaac Hayes	Isaac Hayes
Christian Lous Lange	Christian Lange
Craig Mello	Craig Mello
Thomas Schelling	Thomas Schelling
Mahalia Jackson	Mahalia Jackson
Uraninite	Uraniniet
Borut Pahor	Borut Pahor
Émile Lahoud	Émile Lahoud
Abẹ́òkúta	Abeokuta
Transport Layer Security	Secure Sockets Layer
Val Logsdon Fitch	Val Fitch
Adolfo Pérez Esquivel	Adolfo Pérez Esquivel
Rufiyaa	Maldivische rufiyaa
Helveti Olómìnira	Helvetische Republiek
Mathieu Kérékou	Mathieu Kérékou
Ilẹ̀ọbalúayé Ghánà	Koninkrijk Ghana
37 Fides	Fides (planetoïde)
36 Atalante	Atalante (planetoïde)
Ouguiya	Mauritaanse ouguiya
Marcos Baghdatis	Marcos Baghdatis
Libius Severus	Libius Severus
John C. Calhoun	John Calhoun
Àmì ọ̀pá àṣẹ ilẹ̀ Líktẹ́nstáìnì	Wapen van Liechtenstein
Àmì ọ̀pá àṣẹ ilẹ̀ Oman	Embleem van Oman
Àmì ọ̀pá àṣẹ ilẹ̀ Málì	Wapen van Mali
Àmì ọ̀pá àṣẹ ilẹ̀ àwọn Erékùṣù Fàróè	Wapen van de Faeröer
41 Daphne	Daphne (planetoïde)
Córdoba Nikarágúà	Nicaraguaanse córdoba
Agnieszka Radwańska	Agnieszka Radwańska
Àmì ọ̀pá àṣẹ ilẹ̀ Bhùtán	Embleem van Bhutan
Quetzal	Guatemalteekse quetzal
Alejandro Toledo	Alejandro Toledo Manrique
Àmì ọ̀pá àṣẹ ilẹ̀ Tógò	Wapen van Togo
Àmì ọ̀pá àṣẹ ilẹ̀ Nàìjíríà	Wapen van Nigeria
Guaraní Paragúáì	Guarani (munteenheid)
Àsìá ilẹ̀ Apáàríwá Kíprù	Vlag van de Turkse Republiek Noord-Cyprus
Ilẹ̀ọbalúayé Ethiópíà	Keizerrijk Ethiopië
Vatu	Vanuatuaanse vatu
Àmì ọ̀pá àṣẹ ilẹ̀ Guatẹmálà	Wapen van Guatemala
Flavia Pennetta	Flavia Pennetta
Àmì ọ̀pá àṣẹ ilẹ̀ Nàmíbíà	Wapen van Namibië
Àmì ọ̀pá àṣẹ ilẹ̀ Guinea Alágedeméjì	Wapen van Equatoriaal-Guinea
Alfred Tarski	Alfred Tarski
Routing Information Protocol	Routing Information Protocol
Àmì ọ̀pá àṣẹ ilẹ̀ Hàítì	Embleem van Haïti
Yevgeny Kafelnikov	Jevgeni Kafelnikov
Martin Evans	Martin Evans
Àmì ọ̀pá àṣẹ ilẹ̀ Bòlífíà	Wapen van Bolivia
Alexander 4k ilẹ̀ Makẹdóníà	Alexander IV van Macedonië
Sani Abacha	Sani Abacha
Peter D. Mitchell	Peter Mitchell (biochemicus)
Loti	Lesothaanse loti
Robert 1k ilẹ̀ Fránsì	Robert van Bourgondië
Odo ilẹ̀ Parisi	Odo I van Frankrijk
94 Aurora	Aurora (planetoïde)
Lamberto Dini	Lamberto Dini
Trygve Haavelmo	Trygve Magnus Haavelmo
Àmì ọ̀pá àṣẹ ilẹ̀ Gúúsù Sudan	Wapen van Zuid-Soedan
Gloria al Bravo Pueblo	Gloria al bravo pueblo
Àmì ọ̀pá àṣẹ ilẹ̀ Sri Lanka	Wapen van Sri Lanka
Kàdúná	Kaduna (stad)
Tansu Çiller	Tansu Çiller
Dọ́là Titun Taiwan	Taiwanese dollar
Àmì ọ̀pá àṣẹ ilẹ̀ Urugúáì	Wapen van Uruguay
Àmì ọ̀pá àṣẹ ilẹ̀ Jamáíkà	Wapen van Jamaica
William Pitt, 1st Earl of Chatham	William Pitt de Oudere
Arthur Henderson	Arthur Henderson
Rodrigues	Rodrigues (eiland)
Robin Warren	Robin Warren
Àsìá ilẹ̀ Kurdistan Irak	Vlag van Koerdistan
Rupert Everett	Rupert Everett
René Préval	René Préval
Audio Video Interleave	Audio Video Interleave
Àsìá ilẹ̀ Gúúsù Ossetia	Vlag van Zuid-Ossetië
Orílẹ̀-èdè Olómìnira Sósíálístì ilẹ̀ Kroatíà	Socialistische Republiek Kroatië
Ilẹ̀ Ọba Gríìsì	Koninkrijk Griekenland
Chlothar 2k	Chlotharius II
Dimitrios Rallis	Dimitrios Rallis
Àmì ọ̀pá àṣẹ ilẹ̀ Mónakò	Wapen van Monaco
