ఆఫ్రికా	Afrika
కంప్యూటర్ ఆధారిత రూపకల్పన	Computer-aided design
అక్రమ రవాణా	Smokkelen
బ్లేడ్ రన్నర్	Blade Runner
డియెగో గార్సియా	Diego Garcia (eiland)
జాన్ రిచర్డ్ హిక్స్	John Hicks (econoom)
పాలువిరుగుడు	Wei (zuivel)
పోల్ వాల్ట్	Polsstokhoogspringen
సికిల్ సెల్ వ్యాధి	Sikkelcelanemie
లిట్మస్	Lakmoes
రిమోట్ కంట్రోల్	Afstandsbediening
ఫ్లోచార్ట్	Stroomdiagram
కాంచన ద్వీపం	Schateiland
ప్రాధమిక ప్రజా సమర్పణ (IPO)	Primaire emissie
కేస్ క్లోజ్డ్	Detective Conan
నాల్	Google Knol
పిరాన్హా	Piranha's
ఏనుగు సీల్	Zeeolifanten
గణిత శాస్త్ర చరిత్ర	Geschiedenis van de wiskunde
ఫోటో కాపీ	Fotokopiëren
మాండలే	Mandalay (stad)
ఒరాకిల్ డేటాబేసు	Oracle Database
నీలి చిత్రాలు	Pornofilm
షేర్‌వేర్	Shareware
విసర్జన	Excretie
హరప్పా	Harappa
ఆర్చ్ లినక్స్	Arch Linux
చాంద్రమాన కేలండర్	Maankalender
మణికట్టు	Pols (anatomie)
హామ్ రేడియో	Radioamateur
దాతృత్వం	Filantropie
అర్జునుడు	Arjoena
గిబ్బన్	Gibbons (mensaap)
వైశ్యులు	Vaishya
ముఫ్తీ	Moefti
దృష్టి నాడి	Nervus opticus
అయోధ్య	Ayodhya
జాన్ కెన్నెత్ గాల్‌బ్రెత్	John Kenneth Galbraith
హరిత విప్లవం	Groene revolutie
గిట్	Git (software)
ఫాక్స్ న్యూస్ ఛానెల్	Fox News Channel
నీటి మొక్కలు	Waterplant
ప్రాంతం	Reliëf (landschap)
చరిత్ర (కంప్యూటర్లు)	Geschiedenis van de computer
కోల్చికేసి	Herfsttijloosfamilie
ధర్మశాల	Dharamsala
యువజన ఒలింపిక్ క్రీడా పోటీలు	Olympische Jeugdspelen
స్టిర్లింగ్ యంత్రం	Stirlingmotor
ట్రూ బ్లడ్	True Blood
వైర్లెస్ అప్లికేషన్ ప్రోటోకాల్	Wireless Application Protocol
అండమాన్ జిల్లా	Andamanen
పాక్ జలసంధి	Straat Palk
శిక్ష	Straf
వుల్వరైన్ (కామిక్స్)	Wolverine
పరాన్నజీవనం	Parasiet
దాహొద్	Dahod (district)
నత్తి	Stotteren
సరళ యంత్రం	Eenvoudige machines
హెడ్ ఫోన్స్	Hoofdtelefoon
క్లాస్ట్రోఫోబియా	Claustrofobie
ఐబుప్రోఫెన్	Ibuprofen
కోశ విధానం	Fiscaal beleid
బోరిక్ ఆమ్లం	Boorzuur
బోధిధర్మ	Bodhidharma
అహంకారము	Trots
సజీవ శిలాజాలు	Levend fossiel
స్క్రిప్టింగ్ భాషలు	Scripttaal
మెలనిన్	Melanine
సామాజిక తరగతి	Sociale klasse
కుతుబ్ మీనార్	Qutb Minar
డబ్బింగ్ సినిమా	Nasynchronisatie
థర్మోస్టాట్	Thermostaat
విటమిన్ బీ12	Cobalamine
జన్యు అల్గోరిథం	Genetisch algoritme
గుర్రపు స్వారీ	Rensport
ఫినాప్తలీన్	Fenolftaleïne
మోనోరైలు	Monorail
లీయాన్ ఫోకాల్ట్	Léon Foucault
రాగ్నర్ ఫ్రిష్	Ragnar Frisch
వృక్షసంపద	Vegetatie
క్రాష్ (2004 చిత్రం)	Crash (2004)
ఆయాసం	Benauwdheid
క్వారీ	Groeve
పినాంగ్	Penang (staat)
రోనాల్డ్ కోస్	Ronald Coase
జ్యా	Koorde
అంగ వ్యవస్థ	Orgaansysteem
ఆగ్ (OGG)	Ogg (bestandsindeling)
ఇరుసు	As (mechanica)
ఆయత్	Aya
సాల్వేషన్ ఆర్మీ	Leger des Heils
హైగెన్స్ కాంతి తరంగ సిద్ధాంతం	Principe van Huygens-Fresnel
నాడీ శస్త్రచికిత్స	Neurochirurgie
యమహా	Yamaha Corporation
సహజ వనరులు	Natuurlijke hulpbron
మడగాస్కర్: ఎస్కేప్ 2 ఆఫ్రికా	Madagascar: Escape 2 Africa
ఆన్‌లైన్ బ్యాంకింగ్	Internetbankieren
బ్రెట్టన్ వుడ్స్ వ్యవస్థ	Systeem van Bretton Woods
చంద్రగుప్త మౌర్యుడు	Chandragupta Maurya
గ్రామీణ్ బ్యాంకు	Grameen Bank
పురాణములు	Purana's
ఎంఫిసెమా	Emfyseem
హనుమంతుడు	Hanoeman
రిగోబర్టా మేంచూ	Rigoberta Menchú
రాయ్ కీనే	Roy Keane
తవుడు	Zemelen
సంతకము	Handtekening
గరుత్మంతుడు	Garoeda
ఊయల	Schommel
నల్ల మాంబా	Zwarte mamba
సాలెగూడు	Spinnenweb
స్వచ్ఛంద సేవకులు	Vrijwilliger
కోడ్	Code (representatie van gegevens)
ఇజ్రాయెల్ యొక్క నేషనల్ లైబ్రరీ	Nationale Bibliotheek van Israël
డెల్టా ఎయిర్ లైన్స్	Delta Air Lines
ఆక్వా కల్చర్‌	Aquacultuur
కళాశాల	College (Britse universiteit)
కణ వర్ధనం	Celcultuur
ఆర్కిమెడిస్ మర పంపు	Schroef van Archimedes
చర్వణకాలు	Kies
ట్వైలైట్ (నవల)	Twilight (roman)
రోడోడెండ్రాన్	Rododendron
బ్రూక్ షీల్డ్స్	Brooke Shields
లాటరీ	Loterij
సి.ఎస్.ఐ. మియామి	CSI: Miami (televisieserie)
హెలీనా బ్లావట్‌స్కీ	Helena Blavatsky
ఉలేమా	Oelama
జిటికె+(GTK+)	GTK+
జీర్ణాశయ క్యాన్సర్	Maagkanker
ప్రజారోగ్యం	Volksgezondheid
ఎల్లోరా గుహలు	Ellora
హుమాయూన్ సమాధి	Humayuns tombe
ఇమ్యాక్స్	Emacs
పాణిని	Pāṇini
ప్రశ్న	Vraag (taal)
ఓటు	Stemming (meningsuiting)
త్రిధార నాడి	Nervus trigeminus
అప్లికేషన్ లేయర్	Toepassingslaag
డూమ్ (వీడియో గేమ్)	Doom (computerspel)
డేవిడ్ కాపర్‌ఫీల్డ్ (నవల)	David Copperfield (boek)
మొగ్గ	Knop (plant)
ప్లిట్ వైస్ లేక్స్ నేషనల్ పార్క్	Nationaal park Plitvicemeren
ఊట మొక్క	Succulent
కేరియోటైప్	Karyotype
సామాజిక హోదా	Sociale status
కశాభము	Zweepstaartje
హెపారిన్	Heparine
కార్నెగీ మెల్లన్ విశ్వవిద్యాలయం	Carnegie Mellon University
డేటా రకం	Datatype
అసిడియేషియా	Zakpijpen
స్ట్రెప్టోకోకస్	Streptokokken
అంతర్జాతీయ కృష్ణ చైతన్య సంఘం	Hare Krishna-beweging
గ్రోత్ హార్మోన్	Groeihormoon
అల్టిట్యూడ్	Hoogte
మాంటిస్సోరి విధానము	Montessorionderwijs
సోడియమ్ కార్బొనేట్	Natriumcarbonaat
అవసరం	Behoefte
భాషా శాస్త్రం	Historische taalkunde
అయనీకరణ	Ionisatie
సతత హరితం	Groenblijvend
ఆశ	Hoop
బాష్ప వాయువు	Traangas
హిందూ కాలగణన	Hindoekalender
హంటింగ్టన్'స్ వ్యాధి	Ziekte van Huntington
బహుళసాంస్కృతికత	Multiculturalisme
వాంపైర్ గబ్బిలం	Vampiervleermuizen
డీశాలినేషన్	Ontziltingsinstallatie
గురివింద	Paternosterboontje
అబూ హనీఫా	Abu Hanifa
కటక నాభి	Brandpunt (optica)
గారి బెకర్	Gary Becker
అడ్రియన్ మేరీ లెజెండ్రీ	Adrien-Marie Legendre
పదిహేను-పజిల్	Schuifpuzzel
వృద్ధాప్యం	Bejaarde
సీత	Sita (godin)
అపకేంద్ర యంత్రం	Centrifuge
లక్ష్మి నారాయణ్ మిత్తల్	Lakshmi Mittal
గోదావరి	Godavari
లూయిస్ విట్టన్	Louis Vuitton (merk)
వయాగ్రా	Sildenafil
పిజ్జా హట్	Pizza Hut
ద కౌంట్ ఆఫ్ మాంటీ క్రిస్టొ	De graaf van Monte-Cristo
RMS క్వీన్ మేరీ 2	Queen Mary 2 (schip, 2003)
ఆర్థిక సంవత్సరం	Boekjaar
భారతీయ వంటకాలు	Indiase keuken
మాయా చతురస్రం	Magisch vierkant
సోయా పాలు	Sojamelk
క్రికెట్ ప్రపంచ కప్	Wereldkampioenschap cricket
అరబిందో	Aurobindo
కెమెరా కటకం	Objectief (fotografie)
లెంజ్ నియమం	Wet van Lenz
నేతపని	Weven
వ్యాపార చక్రం	Conjunctuur
భూ స్థిర కక్ష్య	Geostationaire baan
ఐజ్‌వాల్	Aizawl (stad)
రుమాలు	Zakdoek
పోస్టుకార్డు	Briefkaart
ఉమ్మెత్త	Datura
బాల కార్మికులు	Kinderarbeid
సైమన్ కుజ్‌నెట్స్	Simon Kuznets
రిలేషనల్ డేటాబేస్	Relationele database
కెన్నెత్ ఆరో	Kenneth Arrow
వర్తమాన కాలము	Onvoltooid tegenwoordige tijd
ప్రధానమంత్రి	Lijst van premiers van India
నాగుపాము	Brilslang
కాజీరంగా జాతీయవనం	Kaziranga
వెర్నియర్ కాలిపర్స్	Nonius
ఇటలీ వంట పద్ధతి	Italiaanse keuken
హర్లే డేవిడ్సన్	Harley-Davidson
ఆర్కేడ్ గేమ్	Arcadespel
ది కార్స్	The Corrs
మీలాదె నబి	Mawlid an-Nabi
టెట్రాసైక్లిన్	Tetracycline
వలస	Migratie (dieren)
అనుత్రికము	Stuit
UBS AG	UBS
పైజామా	Pyjama
తిత్తి	Cyste
బ్యుటిరిక్ ఆమ్లం	Boterzuur
ట్రకోమా	Trachoom
రాయితీ	Subsidie
విసనకర్ర	Waaier (ventilatie)
సూర్యోదయం	Zonsopkomst
హృదయావరణం	Pericard
ఇంటర్నెట్ చరిత్ర	Geschiedenis van het internet
కియా	Kea (vogel)
వెబ్ సర్వీస్	Webservice
అభిమాని	Fan
గిల్మోర్ గర్ల్స్	Gilmore Girls
మాను	Stam (plant)
కృష్ణా నది	Krishna (rivier)
సీరిక	Ploegschaarbeen
ఆపర్చునిటీ (రోవర్)	Opportunity (MER)
అంతర్గత కాలము	Incubatieperiode
సాలిసిలిక్ ఆమ్లం	Salicylzuur
హూద్ ప్రవక్త	Hud (profeet)
విద్యుత్ కారు	Elektrische auto
సూర్యరశ్మి	Zonlicht
గుడ్ విల్ హంటింగ్	Good Will Hunting
విత్తనోత్పత్తి	Kieming
బంగీ జంపింగ్	Bungeejumpen
జలోదరం	Ascites (medisch)
కుంచె	Penseel
డయాప్టర్	Dioptrie
మరుగుజ్జు	Dwerg (mens)
కాక్‌పిట్	Cockpit
సత్యాగ్రహం	Satyagraha
నిర్జలీకరణము	Dehydratie (geneeskunde)
సిరిమావో బండారు నాయకే	Sirimavo Bandaranaike
మైకోబాక్టీరియా	Mycobacterium
టార్టారిక్ ఆమ్లం	Wijnsteenzuur
జగ్లింగ్	Jongleren
బిల్లీ జోయెల్	Billy Joel
అమెరికన్ ఎక్స్‌ప్రెస్	American Express
అంతర్జాతీయ సంస్కృత లిప్యంతరీకరణ వర్ణమాల	IAST
వేతనం	Arbeidsloon
జీయెడిట్	Gedit
ఎనీమా	Klysma
హాజరా	Sara (aartsmoeder)
తాడాసనం	Tadasana
విండోస్ ఎక్స్‌ప్లోరర్	Windows Verkenner
ఎస్ ఎల్ ఆర్ కెమెరా	Spiegelreflexcamera
రూప్‌నగర్	Rupnagar (district)
సూక్ష్మదర్శిని	Microscoop
పక్కటెముక	Rib (anatomie)
సాక్షి	Getuige
బాబూ రాజేంద్ర ప్రసాద్	Rajendra Prasad
పీనియల్ గ్రంథి	Pijnappelklier
బంకమట్టి కోర్టు	Gravel
ధ్యేయం	Doelstelling
అలంకార మొక్క	Sierplant
చుట్టే కాగితం	Vloeipapier (sigaret)
ఉష్ణమండల వర్షారణ్యం	Tropisch regenwoud
అరత్ని	Ellepijp
డెహ్రాడూన్	Dehradun (stad)
దురద	Jeuk (prikkel)
గౌహతి	Guwahati
మెదడువాపు	Hersenontsteking
స్టాఫిలోకోకస్	Stafylokokken
పాలపిట్ట	Blauwe gaai
లేజర్ ప్రింటర్	Laserprinter
వడిసెల	Slinger (wapen)
పొపాయ్	Popeye (personage)
ది జంగిల్ బుక్	Jungle Boek (1967)
తున్లే సాప్	Tonlé Sapmeer
విశాఖపట్నం	Visakhapatnam (stad)
విజయవాడ	Vijayawada
అజ్మీర్	Ajmer (stad)
జంషెడ్‌పూర్	Jamshedpur
జోనస్ సాల్క్	Jonas Salk
లిండా బి. బక్	Linda B. Buck
నాసిక్	Nashik (stad)
మీరట్	Meerut (stad)
పార్సీ ప్రజలు	Parsi
పిడి	Handvat
మథుర	Mathura (stad)
డెసీమీటరు	Decimeter
ఉదయపూర్	Udaipur (Rajasthan)
వీడియో కుదింపు	Videocompressie
బల్లకట్టు	Vlot
స్వేచ్చాయుత వాణిజ్యం	Vrijhandel
గౌను	Jurk
ఫరీదాబాద్	Faridabad (stad)
నాటింగ్ హిల్ (చిత్రం)	Notting Hill (film)
ఔరంగాబాద్, మహారాష్ట్ర	Aurangabad (stad in Maharashtra)
బికానెర్	Bikaner
సదిశ రాశుల విశ్లేషణ	Vectoranalyse
జబల్పూర్	Jabalpur (stad)
బ్యాంబి 2	Bambi II
జానపద నృత్యం	Volksdans
బుట్ట	Mand
విద్యుత్ చేప	Sidderaal
పబ్లిక్-కీ గూఢ లిపి శాస్త్రం	Asymmetrische cryptografie
ఆస్కార్ పిస్టోరియస్	Oscar Pistorius
బ్యూరెట్	Buret
మిల్క్ (సినిమా)	Milk (film)
రామసేతు	Adamsbrug
మురికివాడ	Sloppenwijk
ముల్లు	Doorn (plant)
స్నిపర్	Sluipschutter
కాప్సికమ్	Capsicum
అలీ లార్టర్	Ali Larter
అసన్సోల్	Asansol
క్రిమినల్ మైండ్స్	Criminal Minds
డై ఇథైల్ ఈథర్	Di-ethylether
తారు	Asfalt
జనవరి 2008	Januari 2008
చాడ్ మైఖేల్ ముర్రే	Chad Michael Murray
పారిశ్రామీకరణ	Industrialisatie
ఇవ్వబడిన పేరు	Voornaam
సాహిబ్ భగత్ సింగ్ నగర్ జిల్లా	Shahid Bhagat Singh Nagar
కేట్ విన్స్‌లెట్	Kate Winslet
అమృత్‌సర్ జిల్లా	Amritsar (district)
హృదయ స్తంభన	Hartstilstand
టర్నర్ సిండ్రోమ్	Syndroom van Turner
జాక్ స్పారో	Jack Sparrow
సంధి చేయుట	Onderhandeling
బ్రియాన్ లారా	Brian Lara
బ్రహ్మగుప్తుడు	Brahmagupta
శ్రీలంక క్రికెట్ జట్టు	Sri Lankaans cricketelftal
సియరా	Ciara
గురుగ్రంధ సాహిబ్	Goeroe Granth Sahib
నేపియర్, న్యూజిల్యాండ్	Napier (Nieuw-Zeeland)
బోయ	Bojaren
న్యూమోథొరాక్స్‌	Pneumothorax
జింజిబరేలిస్	Zingiberales
ద్రవ స్ఫటికం	Vloeibaar kristal
వేలుపిళ్ళై ప్రభాకరన్	Velupillai Prabhakaran
చీకటి	Duisternis
ఇట్స్ ఎ వండ్రఫుల్ లైఫ్	It's a Wonderful Life
సమాచార సంకరత (ఇన్ఫర్మేషన్ ఎంట్రొపీ)	Entropie (informatietheorie)
సైబర్‌స్పేస్	Cyberspace
ఆహారం మరియు ఔషధాల నిర్వహణ	Food and Drug Administration
బెంచి	Zitbank
అబ్రకదబ్ర	Abracadabra
బాలమేధావి	Wonderkind
గాలం	Vishaak
మానవ అంతర్గత లక్షణాలు	Tastzin
హౌరా	Haora (stad)
సిరోహి జిల్లా	Sirohi (district)
గురక	Snurken
మద్యం ప్రభావం	Dronkenschap
కొబ్బరి పీత	Kokoskrab
మాత్ర	Tablet
మానవ హక్కుల దినోత్సవం	Dag van de mensenrechten
బయో అణువులు	Biomolecuul
తన్ను	Schoppen (beweging)
గుల్మము	Kruid (keuken)
అశాబ్దిక సమాచార ప్రసారం	Non-verbale communicatie
ది లాస్ట్ సమురాయ్	The Last Samurai
క్లైనీఫెల్టర్ సిండ్రోమ్	Syndroom van Klinefelter
పాఠ్య ప్రణాళిక (కరికులం)	Curriculum
బోహేమియన్ మతం	Bohemien
మఫిన్	Muffin
తెప్ప నడపడం	Raften
కటక్	Cuttack (stad)
రసాయన పరిశ్రమ	Chemische industrie
గూగుల్ వేవ్	Google Wave
లోబోటోమి	Lobotomie
ఒలిక్ ఆమ్లం	Oliezuur
మసాయ్ మారా	Masai Mara
అబ్రక్సాస్‌	Abraxas (oude Egypte)
షిల్లాంగ్	Shillong
వృక్ష శ్రేణి	Boomgrens
గడ్డి	Gazon (grasveld)
పూరీ పట్టణం	Puri (stad)
అమీర్ ఖుస్రో	Amir Khusrow
ప్యాకేజింగ్	Verpakking
దేశాల జాబితా – తలసరి జిడిపి(పిపిపి) క్రమంలో	Lijst van landen naar KKP per capita
మహాబలిపురం	Mahabalipuram
ముద్ర	Mudra
లా-పెరౌసీ జల సంధి	Straat La Pérouse
సతీసహగమనం	Weduweverbranding
ఇంఫాల్	Imphal
లైకోపీన్	Lycopeen
సామాన్య శకం	Gangbare jaartelling
404 దోషం	Error 404
సన్ బర్డ్	Honingzuigers
రంగులరాట్నం	Draaimolen
స్నెల్ నియమం	Wet van Snellius
తస్లీమా నస్రీన్	Taslima Nasreen
తెడ్డుమూతి కొంగ	Platalea
సుత్తి తల సొరచేప	Hamerhaaien
బిబిసి వరల్డ్ న్యూస్	BBC World News
విశ్వసనీయాంతరం	Betrouwbaarheidsinterval
ఆల్ఫా వరల్డ్ సిటీ	Wereldstad
భారత్ చైనా యుద్ధం 1962	Sino-Indiase oorlog
జలియన్ వాలాబాగ్ దురంతం	Slachting van Amritsar
రసాయన గతి శాస్త్రం	Chemische kinetiek
డెల్టా ఫోర్స్	Delta Force (eenheid)
ఇమేజ్ సెన్సర్	Beeldsensor
ప్రపంచ వింతలు	Wereldwonderen
స్టియరిక్ ఆమ్లం	Stearinezuur
సర్	Sir (titel)
కొల్హాపూర్	Kolhapur (stad)
ఘ్రాణ నాడి	Nervus olfactorius
ఎక్స్‌ట్రీమ్ ప్రోగ్రామింగ్	Extreme programming
పట్టాభిషేకం	Kroning
అభిజ్ఞా వైరుధ్యం	Cognitieve dissonantie
పామిటిక్‌ ఆమ్లం	Palmitinezuur
క్రానిక్ ఫెటీగ్ సిండ్రోమ్	Chronischevermoeidheidssyndroom
తేనుపు	Boer (geluid)
రష్యా వైమానిక దళం	Russische luchtmacht
కాల్కేరియా	Kalksponzen
మజహబ్	Madhhab
పాయింట్-అండ్-షూట్ కెమెరా	Compact camera
అణుపరీక్ష	Kernproef
డెన్నిస్ టిటో	Dennis Tito
గంగా నది డాల్ఫిన్	Gangesdolfijn
చిరపుంజీ	Cherrapunji
ప్రసిద్ధుడు	Beroemdheid
మనోరోగ వైద్యుడు	Psychiater
కంసాలి	Goudsmid
మేత	Voer (voeding)
టైమ్ (పత్రిక)	Time
బెల్వెడెరే (ప్యాలెస్)	Slot Belvedere
కంపోస్టు	Compost
అండోత్పాదకాలు	Oviparie
నువ్వుల నూనె	Sesamolie
గ్లాక్సో స్మిత్ క్లైన్	GlaxoSmithKline
డాక్యుమెంట్ టైప్ డెఫినిషన్	Document Type Definition
కాంచి	Kanchipuram (stad)
ఎడారి మొక్కలు	Xerofyt
ఒమర్ ముఖ్తార్	Omar Mukhtar
హెచ్.264/ఎమ్పెగ్-4 ఎవిసి (H.264/MPEG-4 AVC)	H.264
లోరినాయె	Lori's (vogel)
కకురో	Kruissompuzzel
కోహినూరు వజ్రము	Koh-i-Noor
అరుంధతీ రాయ్	Arundhati Roy
డిజిటల్ గ్రంధాలయం	Digitale bibliotheek
కుహరాంతర దర్శనం	Endoscopie
నశ్యము	Snuiftabak
ప్యాంక్రియాటిక్ క్యాన్సర్	Alvleesklierkanker
మనస్తత్వవేత్త	Psycholoog
సక్సినిక్ ఆమ్లం	Barnsteenzuur
సూపర్‌మ్యాన్ (చలనచిత్రం)	Superman (film)
సినాప్టిక్	Synaptic
666 (సంఖ్య)	666 (getal)
స్టేక్	Biefstuk
వరంగల్ జిల్లా	Warangal (stad)
క్రాన్ క్విస్ట్ విధానము	Cronquist-systeem
తబలా	Tabla
టోక్యో డ్రిఫ్ట్	The Fast and the Furious: Tokyo Drift
వైన్‌ తయారీ	Vinificatie
భాస్కరాచార్యుడు	Bhāskara II
శ్రీలంక పౌర యుద్ధం	Sri Lankaanse Burgeroorlog
ప్రకృతి సిద్ధ ఔషధం	Natuurgeneeswijze
తినడం	Eten
బిగ్నోనియేసి	Trompetboomfamilie
టెడ్డీబేర్	Teddybeer
బాయ్‌జోన్	Boyzone
స్లీప్ అప్నియా	Slaapapneu
లింక్డ్‌ఇన్	LinkedIn
జన్యు చికిత్స	Gentherapie
ప్రవచనం	Profetie
కరోట ధమని	Arteria carotis
పనజీ	Panaji
అన్నభేది	IJzer(II)sulfaat
జీలం నది	Jhelum (rivier)
పీచు	Voedingsvezels
జాన్ మేయర్	John Mayer
జోజో (గాయని)	JoJo
రెడ్ హ్యాట్ ఎంటర్‌ప్రైజ్ లినక్స్	Red Hat Enterprise Linux
జాఫ్నా	Jaffna (stad)
జైగోమైకోటా	Lagere schimmels
శక్తి పానీయాలు	Energiedrank
ఆవిర్భావం	Emergentie
క్షేత్ర అగాథం	Scherptediepte
కొబ్బరి నూనె	Kokosolie
కావేరి నది	Kaveri
నలందా	Nalanda (stad)
కీళ్ళ సంబంధిత శస్త్రచికిత్స	Orthopedie
చీనాబ్ నది	Chenab
హర్షవర్థనుడు	Harsha
రాగం	Raga
హ్యారీ పాటర్ చలనచిత్ర సిరీస్	Harry Potter (filmserie)
అడ్వర్టైజింగ్ ఏజన్సీ	Reclamebureau
ఎఖోకార్డియోగ్రఫీ	Echocardiografie
లిడోకెయిన్	Lidocaïne
కుక్కగొడుగు మేఘం	Paddenstoelwolk
బ్రాడీకార్డియా	Bradycardie
శుక్రకోశం	Zaadblaas
ఆత్మాహుతి	Zelfmoordaanslag
నెపెంథిస్	Nepenthes
జోకర్ (కామిక్స్)	Joker (Batman)
సన్ గ్లాసెస్ (చలువ అద్దాలు)	Zonnebril
ఆక్స్‌ఫర్డ్ విశ్వవిద్యాలయ ముద్రణాలయం	Oxford University Press
పర్డ్యూ విశ్వవిద్యాలయం	Purdue-universiteit
ఓకే	Oké
దేవగన్నేరు	Plumeria
పొట్టేలు	Ram
అగవేసి	Agavaceae
అంగుళం	Inch
సగ్గుబియ్యం	Sago
వ్యాయామం	Fitness
సిటీ గ్రూప్	Citigroup
దళితులు	Dalit
గ్రేట్ ఎక్స్పెక్టేషన్స్	Grote verwachtingen
మిషనరీ భంగిమ	Missionarishouding
హోల్డింగ్ కంపెనీ	Holding
యూఫాలజీ	Ufologie
అల్-ఫాతిహా	Soera De Opening
అల్-బఖరా	Soera De Koe
ప్లైవుడ్	Multiplex (plaatmateriaal)
అనోనేసి	Annonaceae
గోల్డెన్ గేట్	Golden Gate (zeestraat)
హనీమూన్	Huwelijksreis
ఓపెన్ షార్టేస్ట్ పాత్ ఫస్ట్	Open Shortest Path First
రెడ్ హ్యాట్ లినక్స్	Red Hat Linux
చమురు చిందటం	Olievlek
పి.ఎమ్.ఎస్	Premenstrueel syndroom
ది పర్స్యూట్ ఆఫ్ హ్యాపీనెస్	The Pursuit of Happyness
బ్రాక్ లెస్నర్	Brock Lesnar
గూగుల్‌ ఎనలిటిక్స్	Google Analytics
ది కిల్లర్స్ (సంగీతపు బృందం)	The Killers (band)
గిరిజాప్రసాద్ కొయిరాలా	Girija Prasad Koirala
చిల్డ్రన్ ఆఫ్ మెన్	Children of Men
స్పైరోకీట్స్	Spirocheten
గోల్డెన్ కాఫ్	Gouden kalf (Hebreeuwse Bijbel)
పెల్లాగ్రా	Pellagra
కన్యాకుమారి	Kanyakumari (plaats)
సినిమాటోగ్రాఫర్	Director of photography
గ్రహణం మొర్రి	Schisis
నాక్డ్ అప్	Knocked Up
పేట్రిక్ మోడియానో	Patrick Modiano
అంటుకట్టుట	Enten
లాగు	Hotpants
ఒంటరితనం	Eenzaamheid
గ్యాస్ట్రో ఈసోఫేగల్ రిఫ్లెక్స్‌ వ్యాధి	Gastro-oesofageale reflux
కుబేరుడు	Kubera
వ్యక్తుల మధ్య సంబంధం	Relatie (personen)
శ్వేత పత్రం	Witboek (document)
ఎమ్మా	Emma (roman)
హోటల్ రువాండా	Hotel Rwanda
ఫేస్/ఆఫ్	Face/Off
మాయ	Maya (begrip)
నోకియా N95	Nokia N95
ముస్లిం లీగ్	Moslimliga
నేత్రీయ చాలక నాడి	Nervus oculomotorius
వణుకు	Tremor
సార్కోమా	Sarcoom
టామ్	Tom
శోషణము	Absorptie
నోబెల్	Nobel
సోర్స్	Source
స్వామి దయానంద సరస్వతి	Dayananda Saraswati
లీగ్	Liga
ప్రశ్నార్థక పదాలు	Who
ఫ్రెండ్	Friends
బెంజమిన్	Benjamin
మాస్టర్	Masters
సిజేరియన్ ఆపరేషన్	Keizersnede
తాళంకప్ప	Slot (sluiting)
బ్లాక్ జాక్	Blackjack
హోండా (అయోమయ నివృత్తి)	Honda (doorverwijspagina)
జోరీగ	Dazen
సంయోగము	Paren
మదురై	Madurai (stad)
కలియుగము	Kali Yuga
ముంజేయి	Onderarm
కిరణ్ దేశాయ్	Kiran Desai
మొబైల్	Mobile
థామస్	Thomas
హనఫీ	Hanafieten
భారతీయ అంతరిక్ష పరిశోధనా సంస్థ	Indian Space Research Organisation
జానుఫలకము	Knieschijf
కస్తూరి జింక	Muskusherten
కైలాస పర్వతం	Kailash
సితార్	Sitar
త్రిమితీయ ముద్రణ	3D-printer
ఢిల్లీ సల్తనత్	Sultanaat van Delhi
లోక్‌సభ	Lok Sabha
జిట్టంగి	Motacilla
టంగ్-ట్విస్టర్	Tongbreker
మిని	Minirok
అక్సాయ్ చిన్	Aksai Chin
పిల్లి గద్ద	Steppekiekendief
అన్నా హజారే	Anna Hazare
ఖాతా	Account
బిల్లీ రే సైరస్	Billy Ray Cyrus
పామాయిల్	Palmolie
పద్మసంభవుడు	Padmasambhava
పతంజలి	Patanjali
ముంతాజ్ మహల్	Mumtaz Mahal
జాన్ జేమ్స్ రికర్డ్ మెక్లియాడ్	John Macleod
దుప్పి	Axishert
జూన్ 2007	Juni 2007
క్వాంటం సంఖ్య	Kwantumgetal
మాధురీ దీక్షిత్	Madhuri Dixit
నేరేడు	Jambolan
సేవ	Service
గోల్డెన్	Golden
పిటాయ	Pitaja
బీరకాయ	Luffa
అస అకీరా	Asa Akira
లీసా అన్న్	Lisa Ann
రాబర్ట్ బ్రౌనింగ్	Robert Browning
అటల్ బిహారీ వాజపేయి	Atal Bihari Vajpayee
మెదడు కణితి	Hersentumor
త్రికము	Heiligbeen
పరంజా	Bouwsteiger
కోడ్ డివిజన్ మల్టిపుల్ యాక్సెస్	Code division multiple access
భారత్ పాక్ యుద్ధం 1965	Tweede Kasjmiroorlog
హృతిక్ రోషన్	Hrithik Roshan
భారత ఆర్ధిక వ్యవస్థ	Economie van India
మానస సరోవరం	Manasarovar
జామా మస్జిద్ (ఢిల్లీ)	Vrijdagmoskee van Delhi
అక్షయ్ కుమార్	Akshay Kumar
మార్చి 2009	Maart 2009
పంచతంత్రం	Pañcatantra
నర్మదా నది	Narmada (rivier)
మగధ సామ్రాజ్యము	Magadha
మారేడు	Slijmappel
మునగ	Moringa oleifera
సూరా	Soera
కమ్యూనిస్టు పార్టీ ఆఫ్ ఇండియా (మార్కిస్టు)	Communistische Partij van India (Marxistisch)
హదీసులు	Hadith
ఎలిజబెత్ బ్లాక్‌వెల్	Elizabeth Blackwell
ఆగష్టు 2007	Augustus 2007
షెరిల్ శాండ్‌బర్గ్	Sheryl Sandberg
అక్టోబర్ 2008	Oktober 2008
