આફ્રિકા	Afrika
કોંકણી ભાષા	Konkani (taal)
એલેક્ઝાન્ડર ગ્રેહામ બેલ	Alexander Graham Bell
જ્યોતિષવિદ્યા	Astrologie
સંગીત વાદ્ય	Muziekinstrument
હંસ	Cygnus (geslacht)
બેનઝિર ભુટ્ટો	Benazir Bhutto
ઓક્સફોર્ડ યુનિવર્સિટી	Universiteit van Oxford
માર્ગ	Weg
હેલિકોપ્ટર	Helikopter
હિપોપોટેમસ	Nijlpaard
ગુલાબ	Rozen
દિપડો	Luipaard
સાલ્ઝબર્ગ	Salzburg (stad)
ગ્રીસની પૌરાણિક માન્યતાઓ	Griekse mythologie
હોકાયંત્ર	Kompas
ક્ષ-કિરણો	Röntgenstraling
પપૈયાં	Papaja
વિશ્વ કુસ્તી મનોરંજન	WWE
ટીટીકાકા સરોવર	Titicacameer
કોલંબો	Colombo (stad)
મદીના	Medina (Arabië)
રેસલમેનિયા	WrestleMania
કેમ્બ્રિજ વિશ્વવિદ્યાલય	Universiteit van Cambridge
જરથુષ્ટ્ર	Zarathustra
રાઈટ બંધુઓ	Gebroeders Wright
હેક્ટર	Hectare
બાપ્તિસ્મા (બૅપ્ટિઝમ)	Doop (sacrament)
ફુગાવો	Inflatie
અરાલ સમુદ્ર	Aralmeer
લામ્બોરગીની	Lamborghini
લેન્ડ રોવર	Land Rover
વાંસ	Bamboe
સૌંદર્ય શાસ્ત્ર	Esthetica
કોકોસ (કીલીંગ) દ્વીપ	Cocoseilanden
પિસ્તા	Pistache
ક્વીન્સલેન્ડ	Queensland
મિનેપોલિસ	Minneapolis
મૈથિલી ભાષા	Maithili
અંજીર	Vijgenboom
માર્ક ઝકરબર્ગ	Mark Zuckerberg
મલયાલમ ભાષા	Malayalam
જીવનચરિત્ર	Biografie
રેશમ માર્ગ	Zijderoute
તાઈકવૉન્દો	Taekwondo
ઉંદર	Rattus
દ્વિપદ નામકરણ	Binominale nomenclatuur
પાલિ ભાષા	Pali (taal)
રોબર્ટ પેટિસન	Robert Pattinson
મુંગેર	Munger (stad)
સ્વાઇન ફ્લ્યુ	Varkensgriep
નખ	Nagel (anatomie)
ઓઝોન	Ozon (stof)
જાહેરાત	Reclame
સ્વતંત્રતા	Onafhankelijkheid (staatkunde)
એલેક્ઝાન્ડર ફ્લેમિંગ	Alexander Fleming
સોલોમન	Salomo
યાહૂ!	Yahoo!
ફેબ્રુઆરી ૩૦	30 februari
ઓકલેન્ડ	Auckland
એ કે-૪૭	AK-47
મિથેન	Methaan
મરિઉપોલ	Marioepol
ગીઝાનો મહાન પિરામિડ	Piramide van Cheops
સિંધ	Sindh
વર્તુળનો વ્યાસ	Diameter
શિક્ષક	Onderwijzer
ગો (પ્રોગ્રામિંગ ભાષા)	Go (programmeertaal)
સેન્ટ્રલ ઇન્ટેલિજન્સ એજન્સી	Central Intelligence Agency
રામાયણ	Ramayana
અક્રોતીરી અને ધેકેલીયા	Akrotiri en Dhekelia
મગફળી	Pinda
ધુમ્મસ	Mist
બહુકોણ	Veelhoek
વેલેન્ટાઇન્સ ડે	Valentijnsdag
ગલ્ફ વોર	Golfoorlog van 1990-1991
રેશમ	Zijde (textiel)
મિશ્રધાતુ	Legering
નિવસન તંત્ર	Ecosysteem
રેફ્રિજરેટર	Koelkast
ટપાલ ટિકિટ	Postzegel
શક્કરીયાં	Zoete aardappel
કાર્ટેન (Kärnten)	Karinthië (deelstaat)
સમુરાઇ	Samoerai
આશા ભોંસલે	Asha Bhosle
કોલંબિયા, દક્ષિણ કેરોલિના	Columbia (South Carolina)
દેવનાગરી	Devanagari
તરબૂચ	Watermeloen
પવનચક્કી	Windmolen
રિકટર મેગ્નીટયુડ સ્કેલ	Schaal van Richter
લેસર	Laser (licht)
તાવ	Koorts
આંતરરાષ્ટ્રીય મહિલા દિન	Internationale Vrouwendag
વોરાર્લબર્ગ	Vorarlberg
પીઝાનો ઢળતો મિનારો	Toren van Pisa
સૂક્ષ્મ અર્થશાસ્ત્ર	Micro-economie
લીડ્ઝ	Leeds
હડકવા	Hondsdolheid
કીટ વિજ્ઞાન	Entomologie
અતિવાસ્તવવાદ	Surrealisme
દીવાદાંડી	Vuurtoren
માર્કેટિંગ	Marketing
સ્ટીફન કિંગ	Stephen King (schrijver)
રેડિયો સ્ટુડિયો 54 નેટવર્કના	Radio Studio 54 Network
દાયકો	Decennium
બદામ	Amandelboom
વેદ	Veda's
સિલ્વેસ્ટર સ્ટેલોન	Sylvester Stallone
મેરેથોન	Marathon (sport)
ગુડફ્રાઈડે	Goede Vrijdag
રાશી	Dierenriem
ટેક્લોબેન	Tacloban
યોહાન	Johannes de Doper
ઝેર	Vergif
અતિસાર	Diarree
અંદામાન અને નિકોબાર દ્વીપસમૂહ	Andamanen en Nicobaren
પંડિત રામ નારાયણ	Ram Narayan
ઇટાનગર	Itanagar
રશિયાનાં ગણતંત્રો	Republieken van Rusland
બારપેટા જિલ્લો	Barpeta (district)
વેગમાન સંરક્ષણનો નિયમ	Impuls (natuurkunde)
બરેલી પ્રાંત	Bareilly (divisie)
અલીગઢ પ્રાંત	Aligarh (divisie)
આગ્રા પ્રાંત	Agra (divisie)
અલ્હાબાદ પ્રાંત	Allahabad (divisie)
નાઈટ્સ ટેમ્પ્લર	Tempeliers
તરંગલંબાઇ	Golflengte
સ્ટેનફોર્ડ યુનિવર્સિટી	Stanford-universiteit
ફ્રેન્ક લેમ્પાર્ડ	Frank Lampard
કોથમીર	Koriander
મનોવિષ્લેષણ	Psychoanalyse
રમઝાન	Ramadan
ભારતનો રાષ્ટ્રધ્વજ	Vlag van India
વંશીય જૂથ	Etniciteit
ઈમાન	Sjahada
એડનની ખાડી	Golf van Aden
મનમોહન સિંહ	Manmohan Singh
રાતો પાંડા	Kleine panda
ભિલવાડા જિલ્લો	Bhilwara (district)
સુરખાબ	Phoenicopterus
સાર્વભૌમત્વ	Soevereiniteit
બકિંગહામ પેલેસ	Buckingham Palace
બોંગાઇગાંવ જિલ્લો	Bongaigaon (district)
કછર જિલ્લો	Cachar (district)
યુનિફોર્મ રિસોર્સ લોકેટર	Uniform Resource Locator
ગૂગલ અર્થ	Google Earth
ફાઇલ ટ્રાન્સ્ફર પ્રોટોકોલ	File Transfer Protocol
અંતરનું વિશ્લેષણ	Variantieanalyse
ઊન	Wol
પીડીએફ	Portable Document Format
નિહારિકા	Nevels en gaswolken
યુનિવર્સલ સીરિયલ બસ	Universal Serial Bus
તાલિબાન	Taliban
દારાંગ જિલ્લો	Darrang
ધેમાજી જિલ્લો	Dhemaji (district)
પર્લ	Perl (programmeertaal)
ઈંધણ (બળતણ)	Brandstof
હૈલાકાંડી જિલ્લો	Hailakandi (district)
ગોલાઘાટ જિલ્લો	Golaghat (district)
ગોલપારા જિલ્લો	Goalpara (district)
કરીમગંજ જિલ્લો	Karimganj (district)
કાર્બી ઓન્ગલોન્ગ જિલ્લો	Karbi Anglong (district)
હળદર	Curcuma longa
રણ બિલાડી	Afrikaanse wilde kat
એમપીથ્રી	MP3
કોકરાઝાર જિલ્લો	Kokrajhar (district)
જંગલી બિલાડી	Moeraskat
ચક્તાવાળી બિલાડી	Bengaalse tijgerkat
ભેંસ	Waterbuffel
મારિગાંવ જિલ્લો	Marigaon (district)
લખિમપુર જિલ્લો	Lakhimpur (district)
શોણિતપુર જિલ્લો	Sonitpur
શિવસાગર જિલ્લો	Sibsagar (district)
ઉત્તર કછર જિલ્લો	North Cachar Hills
દાઢી	Baard (haargroei)
સૈગોન એરપોર્ટ	Internationale Luchthaven Long Thành
મેજર ડિપ્રેસિવ ડિસઓર્ડર	Depressie (klinisch)
કૃષ્ણ	Krishna (god)
અરરિયા જિલ્લો	Araria (district)
નિર્વાણ	Nirwana
આગ્રા	Agra (India)
ચોમાસુ	Moesson (regentijd)
એલર્જી	Allergie
સંક્ષિપ્ત સંદેશ સેવા	Sms
દુકાળ	Droogte
કાળા મરી	Peper
કાશ્મીર	Jammu en Kasjmir (gebied)
વિકિપીડિયા:જાણીતા પ્રશ્નો	Help:Veelgestelde vragen
સ્વર્ગીય ગુફા	Thiên Đường-grot
હરિતદ્રવ્ય	Bladgroen
વીમો	Verzekering
ફ્રાન્સનો રાષ્ટ્રધ્વજ	Vlag van Frankrijk
સંસ્થા	Organisatie
ગેસ્ટાપો	Gestapo
પ્રિન્સ ચાર્લ્સ	Charles, prins van Wales
ટાઇમ (સામયિક)	Time (tijdschrift)
લોકગીત	Folk
કાગડો	Corvus (geslacht)
ડિસ્કવરી ચેનલ	Discovery Channel
ચંડીગઢ	Chandigarh (unieterritorium)
વરિયાળી	Venkel
સ્ફટિક	Kristal (natuurwetenschappen)
મમી	Mummie
હાઇડ્રોકાર્બન	Koolwaterstof
એપોલો ૧૧	Apollo 11
બર્મુડા ત્રિકોણ	Bermudadriehoek
રણદ્વીપ	Oase
ટર્કી	Meleagris
બ્રેમ્પ્ટન, ઓન્ટારીયો	Brampton (Ontario)
નાગોર્નો-કરબાખ ગણરાજ્ય	Nagorno-Karabach
ધ અંડરટેકર	Mark Calaway
જિહાદ	Jihad
ઉષ્મા	Warmte
મંદિર	Tempel
એલેક્સ ફર્ગ્યુસન	Alex Ferguson
કલકલિયો	IJsvogels
ઝડપી ગોલંદાજી	Fast-bowling
અળસી	Vlas (gewas)
કોલ્ડપ્લે	Coldplay
સ્વસ્તિક	Swastika (symbool)
કંદહાર	Kandahar (stad)
નીલગિરી	Eucalyptus
એનફિલ્ડ	Anfield
ફણસ	Nangka
માછલીઘર	Aquarium
રાજા આર્થર	Koning Arthur
લાલ કિલ્લો	Rode Fort (Delhi)
દાદરા અને નગરહવેલી	Dadra en Nagar Haveli
વિદ્યુત ક્ષેત્ર	Elektrisch veld
કાળો કોશી	Koningsdrongo
ચાર્લ્સ બૅબેજ	Charles Babbage
ફીજી હિન્દી	Fijisch Hindoestani
હેરી પોટર એન્ડ ધ ડેથલી હેલોઝ	Harry Potter en de Relieken van de Dood (boek)
શ્રીમદ્ ભગવદ્ ગીતા	Bhagavad Gita
ઑસ્ટ્રિયાનો રાષ્ટ્રધ્વજ	Vlag van Oostenrijk
અખરોટ	Walnoot (boom)
પાલી જિલ્લો	Pali (district)
ઐશ્વર્યા રાય	Aishwarya Rai
કુ ક્લક્સ ક્લાન	Ku Klux Klan
બ્રાહ્મણ	Brahmaan
વોરન બફેટ	Warren Buffett
કામસૂત્ર	Kamasutra
સ્વામી વિવેકાનંદ	Vivekananda
એકમ	Natuurkundige eenheid
ફિબોનાકિ	Rij van Fibonacci
રક્તના પ્રકાર	Bloedgroep
કેથરિન ઝેટા-જોન્સ	Catherine Zeta-Jones
બ્લેક સબાથ	Black Sabbath
પ્રમબનન	Prambanan
મુસલમાન	Moslim
પ્રતિભા પાટીલ	Pratibha Patil
પત્તા	Speelkaart
ફીનલેંડનો રાષ્ટ્રધ્વજ	Vlag van Finland
લખનૌ	Lucknow (stad)
ઢાંચો:Commons category	Sjabloon:Commonscat
સિટી ઓફ માન્ચેસ્ટર સ્ટેડિયમ	Etihad Stadium
જર્મનીનો રાષ્ટ્રધ્વજ	Vlag van Duitsland
યુરિયા	Ureum
અમૃતસર	Amritsar (stad)
આલ્બેનિયાનો રાષ્ટ્રધ્વજ	Vlag van Albanië
ડેડમાઉસ	Deadmau5
ચંદ્રયાન-૧	Chandrayaan-1
ભોજપુર જિલ્લો	Bhojpur (district in Bihar)
ભાગલપુર જિલ્લો	Bhagalpur (district)
બેગૂસરાય જિલ્લો	Begusarai (district)
દરભંગા જિલ્લો	Darbhanga (district)
બક્સર જિલ્લો	Buxar (district)
જમુઈ જિલ્લો	Jamui (district)
ગોપાલગંજ જિલ્લો	Gopalganj (district)
ગયા જિલ્લો	Gaya (district)
ખગડિયા જિલ્લો	Khagaria (district)
જહાનાબાદ જિલ્લો	Jehanabad (district)
ઓર્લાન્ડો, ફ્લોરિડા	Orlando (Florida)
ગજહ મદ	Gajah Mada
પર્યટન	Toerisme
કવિ	Dichter
દ્વિસંગી તારો	Dubbelster
માન્ચેસ્ટર સિટી ફૂટબૉલ ક્લબ	Manchester City FC
ચલ	Variabele
અવયવ	Deler
ઢાંચો:Chembox	Sjabloon:Infobox chemische stof
ઢાંચો:Taxobox	Sjabloon:Taxobox
ઈથેન	Ethaan
ઢાંચો:Infobox legislature	Sjabloon:Infobox legislatuur
હોલો	Turkse tortel
સુનીતા વિલિયમ્સ	Sunita Williams
પ્રણવ મુખર્જી	Pranab Mukherjee
શ્રુતિ	Shruti (muziek)
પંજાબી ભાષા	Punjabi
આદમ અને હવા	Adam en Eva
અરબી સમુદ્ર	Arabische Zee
પ્રદૂષણ	Milieuverontreiniging
સરસ્વતી દેવી	Sarasvati (godin)
ઉંબરો (વૃક્ષ)	Ficus
હેઇદી ક્લુમ	Heidi Klum
રજનીકાંત	Rajinikanth
ડેનમાર્કનો રાષ્ટ્રધ્વજ	Vlag van Denemarken
સી. વી. રામન	Chandrasekhara Raman
નવી મુંબઈ	Navi Mumbai
ટાવર ઓફ લંડન	Tower of London (gebouw)
આરમીન વન બ્યુરન	Armin van Buuren
મૌર્ય વંશ	Mauryadynastie
પિત્તાશય	Galblaas
વિદ્યુત વિચ્છેદન-વિશ્લેષણ (ઇલેક્ટ્રોલિસિસ)	Elektrolyse
વિનિમય દર	Wisselkoers
જયપુર	Jaipur (stad)
કાનપુર	Kanpur (stad)
ઈંદોર	Indore (stad)
દમણ અને દીવ	Daman en Diu
પૉંડિચેરી	Puducherry (unieterritorium)
અસ્થિભંગ	Botbreuk
હેલ-બોપ ધૂમકેતુ	Komeet Hale-Bopp
ટેટ્રીસ (રમત)	Tetris
નાનો જળ કાગડો	Indische dwergaalscholver
મખમલી થડચડ	Pluchekapboomklever
ડેલ્ફી	Delphi (Griekenland)
સેમ્યુઅલ મોર્સ	Samuel Morse
બોરિસ બેકર	Boris Becker
૨૦૦૮ મુંબઈ હુમલો	Aanslagen in Bombay van november 2008
કૈમૂર જિલ્લો	Kaimur
કિશનગંજ જિલ્લો	Kishanganj (district)
મુંગેર જિલ્લો	Munger (district)
મધુબની જિલ્લો	Madhubani (district)
લખીસરાય જિલ્લો	Lakhisarai (district)
કટિહાર જિલ્લો	Katihar (district)
નાલંદા જિલ્લો	Nalanda (district)
મુજફ્ફરપુર જિલ્લો	Muzaffarpur (district)
મધેપુરા જિલ્લો	Madhepura (district)
એમિથિસ્ટ	Amethist
૩જી	3G
૪જી મોબાઇલ સેવા	4G
બેરોમીટર	Barometer
ગિનિ પિગ	Huiscavia
અફઘાનિસ્તાનનો રાષ્ટ્રધ્વજ	Vlag van Afghanistan
મોર્સ કોડ	Morse
વિકિપીડિયા:ચકાસણીયોગ્યતા	Wikipedia:Verifieerbaarheid
ક્રાઇસ્ટ ધ રિડીમર	Christus de Verlosser
વારાણસી	Benares (stad)
ઇથરનેટ	Ethernet
ઓઝોન સ્તર	Ozonlaag
કુંવારપાઠું	Aloë vera
કેનેડાનો રાષ્ટ્રધ્વજ	Vlag van Canada
ખાટી આમલી	Tamarinde
કોર્ન	Korn (band)
પટના	Patna (stad)
ભારતીય રૂપિયો	Indiase roepie
ભીંડા	Okra (plant)
એપ્રિલ ફૂલ્સ ડે	1 aprilgrap
પશુપાલન	Veeteelt
ભોપાલ	Bhopal (stad)
વાકછટા	Retorica
જળ ચક્ર	Waterkringloop
હોમિયોપેથી	Homeopathie
મગર	Moeraskrokodil
સ્વચાલિત ગણક યંત્ર (ATM)	Geldautomaat
હેરિસન ફોર્ડ	Harrison Ford
ચણા	Kikkererwt
ઈન્ટરનેટ પ્રોટોકોલ સ્યુટ	TCP/IP
પાલક (ભાજી)	Spinazie
ઈસ્ટોનિયાનો રાષ્ટ્રધ્વજ	Vlag van Estland
એન્ડોરાનો રાષ્ટ્રધ્વજ	Vlag van Andorra
ઑસ્ટ્રેલિયાનો રાષ્ટ્રધ્વજ	Vlag van Australië
ફાસ્ટ ફૂડ	Fastfood
કાતરા (ઈયળ)	Rups
માંસાહારી	Carnivoor
હંગેરીનો રાષ્ટ્રધ્વજ	Vlag van Hongarije
કાંચનજંઘા	Kangchenjunga
અઝેરબીજાનનો રાષ્ટ્રધ્વજ	Vlag van Azerbeidzjan
વિરામચિહ્નો	Interpunctie
પર્યાવરણ સંરક્ષણ સ્થિતિ	Beschermingsstatus
ઇમેજ સ્કેનર	Scanner (grafisch)
નારાયણ કાર્તિકેયન	Narain Karthikeyan
ચીનનો ઇતિહાસ	Geschiedenis van China
પેટ્રોનાસ જોડિયા ટાવર	Petronas Twin Towers
જન ગણ મન	Jana-Gana-Mana
શ્રીનિવાસ રામાનુજન	Srinivasa Aaiyangar Ramanujan
જાયફળ	Nootmuskaat
ઘર ઉંદર	Huismuis
ટાઇફોઇડ	Buiktyfus
ગુરુનાનક	Goeroe Nanak
લિક્વિડ ક્રિસ્ટલ ડિસ્પ્લે	Liquid crystal display
અંગુષ્ઠ	Duim (vinger)
શાકાહારી	Vegetarisme
અલ્જીરીયાનો રાષ્ટ્રધ્વજ	Vlag van Algerije
મનાલી	Manali (Kullu)
ઓલ્ડ ટ્રેફોર્ડ	Old Trafford
પર્યાયોક્તિ	Eufemisme
જુડાસ પ્રિસ્ટ	Judas Priest
સુસાન બોયલ	Susan Boyle
શાહજહાં	Shah Jahan
શિમલા	Shimla (stad in Himachal Pradesh)
કાર્લ લેન્ડસ્ટેઇનર	Karl Landsteiner
ધ્વનિ પ્રદૂષણ	Geluidshinder
ઢાંચો:Cite book	Sjabloon:Citeer boek
એલિસેઝ એડવેન્ચર્સ ઇન વન્ડરલેન્ડ	Alice's Adventures in Wonderland
એરિક શ્મિટ	Eric Schmidt
લેરી એલિસન	Larry Ellison
સેર્ગેઈ બ્રિન	Sergey Brin
બોલીવુડ	Bollywood
ટ્યૂલિપ	Tulp
ઇમુ	Emoe
ઓએસઆઈ મોડેલ	OSI-model
આઈસલેંડનો રાષ્ટ્રધ્વજ	Vlag van IJsland
ધ હૂ	The Who
ગ્રાન્ડ થેફ્ટ ઓટો ૪	Grand Theft Auto IV
રોહતાસ જિલ્લો	Rohtas (district)
શેખપુરા જિલ્લો	Sheikhpura (district)
શિવહર જિલ્લો	Sheohar (district)
સમસ્તીપુર જિલ્લો	Samastipur (district)
સહરસા જિલ્લો	Saharsa (district)
વૈશાલી જિલ્લો	Vaishali (district)
સીવાન જિલ્લો	Siwan (district)
સુપૌલ જિલ્લો	Supaul (district)
સીતામઢી જિલ્લો	Sitamarhi (district)
સારન જિલ્લો	Saran (district)
બસ્તર જિલ્લો	Bastar (district)
બિલાસપુર જિલ્લો, છત્તીસગઢ	Bilaspur (district in Chhattisgarh)
દુર્ગ જિલ્લો	Durg (district)
ધમતરી જિલ્લો	Dhamtari (district)
દંતેવાડા જિલ્લો	Dantewada (district)
સ્વાઈન ફલૂ	Mexicaanse griep
ઈંડોનેશિયાનો રાષ્ટ્રધ્વજ	Vlag van Indonesië
ગાબોનનો રાષ્ટ્રધ્વજ	Vlag van Gabon
જિબુટીનો રાષ્ટ્રધ્વજ	Vlag van Djibouti
બાઇનૉક્યુલર	Verrekijker
સંક્ષિપ્ત શબ્દ	Afkorting
હોન્ડુરાસનો રાષ્ટ્રધ્વજ	Vlag van Honduras
કેપ વર્દુનો રાષ્ટ્રધ્વજ	Vlag van Kaapverdië
ગિની-બિસ્સાઉનો રાષ્ટ્રધ્વજ	Vlag van Guinee-Bissau
હૈતીનો રાષ્ટ્રધ્વજ	Vlag van Haïti
વી ફોર વેન્ડેટા	V for Vendetta (strip)
ગ્રેનેડાનો રાષ્ટ્રધ્વજ	Vlag van Grenada
બહામાનો રાષ્ટ્રધ્વજ	Vlag van de Bahama's
રવિ શંકર	Ravi Shankar (musicus)
પલ્‍પ ફિક્શન (ફિલ્‍મ)	Pulp Fiction
બાર્બાડોસનો રાષ્ટ્રધ્વજ	Vlag van Barbados
અર્ધ વિરામ	Puntkomma
હુક્કો	Waterpijp
શોર્ટ સેલ	Short gaan
છાશ	Karnemelk
માર્કની લખેલી સુવાર્તા	Evangelie volgens Marcus
રાજ્ય	Deelstaat
કીટલી	Fluitketel
ડો. હરગોવિંદ ખુરાના	Har Gobind Khorana
સટ્ટાખોરી	Speculatie (handel)
ઉત્તર ગોઆ જિલ્લો	Noord-Goa
દક્ષિણ ગોઆ જિલ્લો	Zuid-Goa
એ. આર. રહેમાન	A.R. Rahman
હિંગ	Duivelsdrek
ગિરનારી કાગડો	Dikbekkraai
રાધા	Radha
કાબર	Treurmaina
મોર બાજ	Indische kuifarend
લેધરબેક કાચબો	Lederschildpad
અલિસિયા કીઝ	Alicia Keys
ગર્ભનિરોધ	Anticonceptie
સીસમ	Palissander
ગોલ્ડફિશ	Goudvis (dier)
વેનેસા હજિન્સ	Vanessa Hudgens
વિલુપ્ત જાતિ	Uitsterven
અવાજની ઝડપ	Geluidssnelheid
ઝકાત	Zakat
નીલ્સ હેન્રીક અબૅલ	Niels Henrik Abel
સ્કોર્પિયન્સ (બેન્ડ)	Scorpions
અંગોલાનો રાષ્ટ્રધ્વજ	Vlag van Angola
મીણ	Was (substantie)
સ્લમડોગ મિલિયોનેર	Slumdog Millionaire
અવાક	Kwak (vogel)
ઈરાનનો રાષ્ટ્રધ્વજ	Vlag van Iran
સગર્ભાવસ્થા દરમિયાન ડાયાબિટીસ	Zwangerschapsdiabetes
આંગણવાડી	Kleuterschool
ઍરોસ્મિથ	Aerosmith
મેંગલોર	Mangalore
ઝેક ગણરાજ્યનો રાષ્ટ્રધ્વજ	Vlag van Tsjechië
બાંગ્લાદેશનો રાષ્ટ્રધ્વજ	Vlag van Bangladesh
સંત રવિદાસ નગર જિલ્લો	Sant Ravidas Nagar
સમઘટકતા	Isomeer
ચરબી	Vet
શિયાળ	Gewone jakhals
ઇન્દ્ર	Indra (mythologie)
ભારતના ભાગલા	Deling van Brits-Indië
ગ્રીસનો રાષ્ટ્રધ્વજ	Vlag van Griekenland
મિથુન રાશી	Tweelingen (astrologie)
હ્યુજ જેકમેન	Hugh Jackman
યતી (હિમ માનવ)	Verschrikkelijke sneeuwman
૧૮૫૭નો ભારતીય વિપ્લવ	Indiase opstand van 1857
જ્યોર્જ માઇકલ	George Michael
જાપાનનો ઇતિહાસ	Geschiedenis van Japan
ઇજિપ્તનો રાષ્ટ્રધ્વજ	Vlag van Egypte
બહેરીનનો રાષ્ટ્રધ્વજ	Vlag van Bahrein
આર્જેન્ટીનાનો રાષ્ટ્રધ્વજ	Vlag van Argentinië
અન્ના કુર્નિકોવા	Anna Koernikova
વાયુનું પ્રદૂષણ	Luchtvervuiling
ચીનનો રાષ્ટ્રધ્વજ	Vlag van de Volksrepubliek China
શરીર વજન અનુક્રમ	Queteletindex
અક્ષય વિકાસ	Duurzame ontwikkeling
સૌંદર્ય પ્રસાધનો	Cosmetica
મસુર	Linze
લક્ષ્મી	Lakshmi
વિદ્યુતજનીન	Generator (energietechniek)
એસોટેરિક (અમુક વ્યક્તિઓ જ સમજી શકે તેવું)	Esoterie
મંત્ર	Mantra
બૂમરેંગ	Boemerang
ભારતનાં રાજ્યો અને કેન્દ્રશાસિત પ્રદેશો	Lijst van staten en territoria van India
ઉચિત વપરાશ	Fair use
જંતુનાશક	Chemisch bestrijdingsmiddel
રબર	Rubber
કાલિ	Kali (godin)
સાનિયા મિર્ઝા	Sania Mirza
ઉત્સવ	Festival
આયુર્વેદ	Ayurveda
અમર્ત્ય સેન	Amartya Sen
રિસાયક્લિંગ	Recycling
જંગલી કૂતરો	Aziatische wilde hond
જીરું	Komijn
બેલારુસનો રાષ્ટ્રધ્વજ	Vlag van Wit-Rusland
યમુના	Yamuna
ડિસ્લેક્સીયા	Dyslexie
ક્રોએશિયાનો રાષ્ટ્રધ્વજ	Vlag van Kroatië
પગ	Been (ledemaat)
ભારતનો ઇતિહાસ	Geschiedenis van Zuid-Azië
અંધવિશ્વાસ	Bijgeloof
મેથી	Fenegriek
કસિનો	Casino (gokken)
કમળો	Geelzucht
મરકી	Pest (ziekte)
આધાસિસિ બિમારિ	Migraine
વાઇમેક્સ (WiMAX)	WiMAX
પ્રાથમિક સારવાર	Eerste Hulp bij Ongevallen
લિંગ ઉત્થાન	Erectie
હીમોફીલિયા	Hemofilie
કન્યા રાશી	Maagd (astrologie)
માઇક્રોસોફ્ટ વિઝ્યુઅલ સ્ટુડિયો	Microsoft Visual Studio
રચેલ વેઇઝ	Rachel Weisz
તુલા રાશી	Weegschaal (astrologie)
વૃશ્ચિક રાશી	Schorpioen (astrologie)
તાઓ તે ચીંગ	Tao Te Ching
ગેમ્બિયાનો રાષ્ટ્રધ્વજ	Vlag van Gambia
એન્ટિગુઆ એન્ડ બાર્બુડાનો રાષ્ટ્રધ્વજ	Vlag van Antigua en Barbuda
ભારતની ભાષાઓની સૂચી	Talen in India
ગૂગલ અનુવાદ	Google Translate
ઝીપ કોડ	Postcodes in de Verenigde Staten
ચિત્રલિપિ	Ideogram
અંકશાસ્ત્ર	Numerologie
દાંતનું ચોકઠું	Prothese (tandheelkunde)
ડૉ. ઝાકીર હુસૈન	Zakir Hussain
વિકિપીડિયા:સ્ટબ	Netwerktopologie
સાર્ક	Zuid-Aziatische Associatie voor Regionale Coöperatie
કઠોળ	Peul (vrucht)
બ્રાન્ડી	Brandewijn (drank)
ઘાબાજરીયુ	Kleine lisdodde
ગુરદાસપુર જિલ્લો	Gurdaspur (district)
હાઉ આઇ મેટ યોર મધર	How I Met Your Mother
હોર્નેડ ગુઆન	Hoorngoean
સુબ્રમણ્યન ચંદ્રશેખર	Subramanyan Chandrasekhar
કબડ્ડી	Kabaddi
પેટ બ્યુકેનન	Pat Buchanan
જિલ્લો	District
ચોલ સામ્રાજ્ય	Chola's
સૂરણ	Olifantenyam
મદદ:સંપાદન	Help:Uitleg
પાન્ડુ શામા	Blauwe rotslijster
ટાટા નેનો	Tata Nano
લાઇફ ઓફ પાઇ	Life of Pi
ઇમરાન ખાન	Imran Khan
ઉઝી	Uzi-pistoolmitrailleur
કરેણ	Oleander
દિવેલી	Wonderboom
એમ.પી.૫	Heckler & Koch MP5
રજકો	Luzerne
પેન્શન	Pensioen
એકેએસ-૭૪યુ	AK-74
લતા મંગેશકર	Lata Mangeshkar
ડૉ. સર્વપલ્લી રાધાકૃષ્ણન	Sarvepalli Radhakrishnan
માંકડું	Resusaap
મોહમ્મદ રફી	Mohammed Rafi
કફોત્પાદક ગ્રંથિ	Hypofyse
ઇંગ્લીશ વીલો	Schietwilg
સાગ	Teakboom
યુનિલિવર	Unilever
ચાર્લ્સ લુસિઅન બોનાપાર્ટ	Karel Lucien Bonaparte
રૂખડો (વનસ્પતિ)	Baobab
ડેઝા વુ	Déjà vu
ગ્વાલિયર	Gwalior (stad)
પ્રિયંકા ચોપરા	Priyanka Chopra
દીપિકા પદુકોણે	Deepika Padukone
ડચ ઇસ્ટ ઇંડિયા કંપની	Vereenigde Oostindische Compagnie
સિંહ રાશી	Leeuw (astrologie)
કેમરૂનનો રાષ્ટ્રધ્વજ	Vlag van Kameroen
સંયુક્ત રાષ્ટ્રસંઘના સભ્ય દેશોની યાદી	Lidstaten van de Verenigde Naties
બોલપેન	Balpen
રામ	Rama
કોલમ્બિયાનો રાષ્ટ્રધ્વજ	Vlag van Colombia
મહમદ અલી ઝીણા	Mohammed Ali Jinnah
ફુદીનો	Akkermunt
લંડન આઇ (વિરાટ ચકડોળ)	London Eye
ઘાનાનો રાષ્ટ્રધ્વજ	Vlag van Ghana
ચિત્તભ્રમણા	Delier
ચીલીનો રાષ્ટ્રધ્વજ	Vlag van Chili
પેચીયું (સ્ક્રૂ ડ્રાઇવર)	Schroevendraaier
શહેરીકરણ	Verstedelijking
ગરમાળો (વૃક્ષ)	Indische goudenregen
