Afrik	Afrika
Elk Ridge, Utah	Elk Ridge
Toquerville, Utah	Toquerville
Salem, Utah	Salem (Utah)
Lewiston, Utah	Lewiston (Utah)
Highland, Utah	Highland (Utah)
Garland, Utah	Garland (Utah)
Loa, Utah	Loa
Huntington, Utah	Huntington (Utah)
Richfield, Utah	Richfield (Utah)
Kamas, Utah	Kamas
Cleveland, Utah	Cleveland (Utah)
Cedar Fort, Utah	Cedar Fort
Orderville, Utah	Orderville
North Ogden, Utah	North Ogden
Minersville, Utah	Minersville (Utah)
Kingston, Utah	Kingston (Utah)
Goshen, Utah	Goshen (Utah)
Green River, Utah	Green River (Utah)
Boulder, Utah	Boulder (Utah)
Salina, Utah	Salina (Utah)
Amalga, Utah	Amalga
Portage, Utah	Portage (Utah)
Glenwood, Utah	Glenwood (Utah)
East Carbon, Utah	East Carbon
Henefer, Utah	Henefer
Circleville, Utah	Circleville (Utah)
Garden City, Utah	Garden City (Utah)
Big Water, Utah	Big Water
Genola, Utah	Genola (Utah)
Kanosh, Utah	Kanosh
Oakley, Utah	Oakley (Utah)
Marysvale, Utah	Marysvale
Fayette, Utah	Fayette (Utah)
Alton, Utah	Alton (Utah)
Hatch, Utah	Hatch (Utah)
Charleston, Utah	Charleston (Utah)
Leamington, Utah	Leamington
Ophir, Utah	Ophir (Utah)
Meadow, Utah	Meadow (Utah)
Atis	Kunstenaar
Aliud	Aliud
Anaconda, Montana	Anaconda (Montana)
Hinckley, Utah	Hinckley (Utah)
Koosharem, Utah	Koosharem
New Harmony, Utah	New Harmony (Utah)
Mantua, Utah	Mantua (Utah)
Anacortes, Washington	Anacortes
Annabella, Utah	Annabella (Utah)
Oak City, Utah	Oak City (Utah)
Stockton, Utah	Stockton (Utah)
Anadarko, Oklahoma	Anadarko
Elsinore, Utah	Elsinore (Utah)
Sigurd, Utah	Sigurd (Utah)
Holden, Utah	Holden (Utah)
Snowville, Utah	Snowville
Deweyville, Utah	Deweyville (Utah)
Kanarraville, Utah	Kanarraville
Fielding, Utah	Fielding (Utah)
Mona, Utah	Mona (Utah)
Escalante, Utah	Escalante (Utah)
Laketown, Utah	Laketown
Clearfield, Utah	Clearfield (Utah)
Bicknell, Utah	Bicknell (Utah)
Enèji iyonizasyon	Ionisatiepotentiaal
Adaptasyon	Adaptatie (biologie)
Lwa konsèvasyon mas	Wet van behoud van massa
Azərbaycan Respublikasının Dövlət Himni	Volkslied van Azerbeidzjan
Baraona	Baraona
Degre oksidasyon	Oxidatietoestand
Medinaceli	Medinaceli
Berkeley, Kalifòni	Berkeley (Californië)
Marbella (Málaga)	Marbella
Láchar (Grenad)	Láchar
El Burgo de Osma-Ciudad de Osma	Burgo de Osma-Ciudad de Osma
Pasadena, Kalifòni	Pasadena (Californië)
Key West, Florid	Key West
Midway, Utah	Midway (Utah)
Odè	Geur
Duluth, Minnesota	Duluth (Minnesota)
Glendale, Kalifòni	Glendale (Californië)
Suellacabras	Suellacabras
Yanguas	Yanguas
Get Heavy	Get Heavy
San Bernardino, Kalifòni	San Bernardino (Californië)
Pensacola, Florid	Pensacola (Florida)
The Arockalypse	The Arockalypse
Deriv jenetik	Genetische drift
Cedar Rapids, Iowa	Cedar Rapids (Iowa)
Evansville, Indiana	Evansville (Indiana)
Kansas City, Kansas	Kansas City (Kansas)
Rochester, Minnesota	Rochester (Minnesota)
Mountain View, Kalifòni	Mountain View (Santa Clara County)
Pomona, Kalifòni	Pomona (Californië)
South Bend, Indiana	South Bend (Indiana)
Michio Kaku	Michio Kaku
Kondiksyon	Thermische geleidbaarheid
Compton, Kalifòni	Compton (Californië)
Minot	Minot (North Dakota)
Cedar City, Utah	Cedar City
Monterey, Kalifòni	Monterey (Californië)
San Esteban de Gormaz	San Esteban de Gormaz
The Monsterican Dream	The Monsterican Dream
Saint Marys, Iowa	Pottawattamie County
Yakutat (Alaska)	Yakutat City and Borough
Pratt, Minnesota	Steele County (Minnesota)
Sunbury, Georgie	Liberty County (Georgia)
Iowa City, Iowa	Iowa City
Saint Augustine, Florid	St. Augustine (Florida)
Gainesville, Florid	Gainesville (Florida)
Frakti	Breuk (mineraal)
Palm Springs, Kalifòni	Palm Springs (Californië)
Salinas, Kalifòni	Salinas (Californië)
Ontario, Kalifòni	Ontario (Californië)
Anteryè	Anatomische termen van positie
Baeza (Jaén)	Baeza
Eureka, Kalifòni	Eureka (Californië)
Comares (Málaga)	Comares
Oceanside, Kalifòni	Oceanside
Palmdale, Kalifòni	Palmdale
Downey, Kalifòni	Downey (Californië)
Torrance, Kalifòni	Torrance
Sioux City, Iowa	Sioux City
Andalusia, Alabama	Andalusia (Alabama)
Bloomington, Indiana	Bloomington (Indiana)
Ventura, Kalifòni	Ventura
Concord, Kalifòni	Concord (Californië)
Baza (Grenad)	Baza
Gulfport, Mississippi	Gulfport (Mississippi)
Daytona Beach, Florid	Daytona Beach
Indian Wells, Kalifòni	Indian Wells (Californië)
Biloxi, Mississippi	Biloxi
Astoria, Oregon	Astoria (Oregon)
Fort Collins, Kolorado	Fort Collins
Bloomington, Minnesota	Bloomington (Minnesota)
Alameda, Kalifòni	Alameda (Californië)
Carlsbad, Kalifòni	Carlsbad (Californië)
Hayward, Kalifòni	Hayward (Californië)
Fontana, Kalifòni	Fontana (Californië)
Santa Clarita, Kalifòni	Santa Clarita
Canton, Ohio	Canton (Ohio)
Robert Smith	Robert Smith (musicus)
Roseville, Kalifòni	Roseville (Californië)
Orange, Kalifòni	Orange (Californië)
Anderson, Indiana	Anderson (Indiana)
Anderson, Texas	Anderson (Texas)
Anderson, Kalifòni	Anderson (Californië)
Sarasota, Florid	Sarasota
Berja (Almería)	Berja
Fredericksburg, Vijini	Fredericksburg (Virginia)
Williamsburg, Vijini	Williamsburg (Virginia)
Winchester, Vijini	Winchester (Virginia)
Centralia, Pennsilvani	Centralia (Pennsylvania)
Terre Haute, Indiana	Terre Haute
Fuengirola (Málaga)	Fuengirola
Torremolinos (Málaga)	Torremolinos
Vélez-Málaga (Málaga)	Vélez-Málaga
Mijas (Málaga)	Mijas
Estepona (Málaga)	Estepona
Wapakoneta, Ohio	Wapakoneta
Andover, Iowa	Andover (Iowa)
Andover, Kansas	Andover (Kansas)
Broomfield, Kolorado	Broomfield (Colorado)
Andover, Minnesota	Andover (Minnesota)
Andover, New Jersey	Andover (New Jersey)
Walnut Creek, Kalifòni	Walnut Creek
Culver City, Kalifòni	Culver City
Yorba Linda, Kalifòni	Yorba Linda
Vicksburg, Mississippi	Vicksburg (Mississippi)
Dubuque, Iowa	Dubuque
Lawrence, Kansas	Lawrence (Kansas)
El Ejido (Almería)	El Ejido
Owensboro, Kentucky	Owensboro
Carson, Kalifòni	Carson (Californië)
Corona, Kalifòni	Corona (Californië)
Lancaster, Kalifòni	Lancaster (Californië)
Norwalk, Kalifòni	Norwalk (Californië)
Moreno Valley, Kalifòni	Moreno Valley
Fullerton, Kalifòni	Fullerton (Californië)
West Covina, Kalifòni	West Covina
Alcalá de Guadaira (Seville)	Alcalá de Guadaíra
Victorville, Kalifòni	Victorville
Antioch, Kalifòni	Antioch (Californië)
Redding, Kalifòni	Redding (Californië)
Rancho Cucamonga, Kalifòni	Rancho Cucamonga
El Centro, Kalifòni	El Centro
Visalia, Kalifòni	Visalia (Californië)
Richmond, Kalifòni	Richmond (Californië)
Idaho Falls, Idaho	Idaho Falls
Waterloo, Iowa	Waterloo (Iowa)
Andreas Cellarius	Andreas Cellarius
Mojácar (Almería)	Mojácar
Sikilasyon kowonè	Kransslagader
Tyler, Texas	Tyler (Texas)
Barstow, Kalifòni	Barstow (Californië)
Emeryville, Kalifòni	Emeryville
Roquetas de Mar (Almería)	Roquetas de Mar
Merced, Kalifòni	Merced (Californië)
Onn pòtez	Draaggolf
Costa Mesa, Kalifòni	Costa Mesa
Yakima, Washington	Yakima
Lyezon kovalan kouwòdinasyon	Donor-acceptorbinding
Coeur d'Alene, Idaho	Coeur d'Alene
Elgin, Ilinwa	Elgin (Illinois)
Moscow, Idaho	Moscow (Idaho)
Pòmsitè	Ambarella
Overland Park, Kansas	Overland Park
Lepe (Huelva)	Lepe
Lexington, Vijini	Lexington (Virginia)
Murfreesboro, Tennessee	Murfreesboro (Tennessee)
Waynesboro, Vijini	Waynesboro (Virginia)
Fairfax, Vijini	Fairfax (Virginia)
Colonial Heights, Vijini	Colonial Heights (Virginia)
Roanoke, Vijini	Roanoke (Virginia)
Seminole, Texas	Seminole (Texas)
Salem, Vijini	Salem (Virginia)
Hopewell, Vijini	Hopewell (Virginia)
Martinsville, Vijini	Martinsville (Virginia)
Staunton, Vijini	Staunton (Virginia)
Manassas Park, Vijini	Manassas Park
Katilaj	Kraakbeen
Endis fosil	Gidsfossiel
Norton, Vijini	Norton (Virginia)
Galax, Vijini	Galax
Buena Vista, Vijini	Buena Vista (Virginia)
Lawton, Oklahoma	Lawton (Oklahoma)
Bristol, Vijini	Bristol (Virginia)
Lucena (Cordoue)	Lucena (Spanje)
Dèm	Dermis
Sistèm nève somatik	Somatisch zenuwstelsel
Lewiston, Idaho	Lewiston (Idaho)
Batonè retinyen	Staafje
Redwood City, Kalifòni	Redwood City
Coral Springs, Florid	Coral Springs
Bedford, Vijini	Bedford (Virginia)
East Peoria, Ilinwa	East Peoria
Decatur, Ilinwa	Decatur (Illinois)
Sunrise, Florid	Sunrise (Florida)
Chino, Kalifòni	Chino (Californië)
Claremont, Kalifòni	Claremont (Californië)
Truckee, Kalifòni	Truckee (Californië)
San Marcos, Kalifòni	San Marcos (Californië)
Mission Viejo, Kalifòni	Mission Viejo
Martinez, Kalifòni	Martinez (Californië)
Rancho Mirage, Kalifòni	Rancho Mirage
Fort Myers, Florid	Fort Myers
Newark, Delaware	Newark (Delaware)
Andrew Odlyzko	Andrew Odlyzko
Maladi andemik	Endemie (geneeskunde)
Foreston, Minnesota	Foreston
Morning Sun, Iowa	Morning Sun (Iowa)
Greenville, Indiana	Greenville (Indiana)
Huron, Ohio	Huron (Ohio)
Coudersport, Pennsilvani	Coudersport
Crooksville, Ohio	Crooksville
Smethport, Pennsilvani	Smethport
Indian Hills, Kentucky	Indian Hills (Kentucky)
Front Royal, Vijini	Front Royal
Rea, Missouri	Rea (Missouri)
Palmetto, Georgie	Palmetto (Georgia)
Garwood, New Jersey	Garwood
La Joya, Texas	La Joya (Texas)
Canonsburg, Pennsilvani	Canonsburg
Cranesville, Pennsilvani	Cranesville
Lakewood, Tennessee	Lakewood (Tennessee)
Andrews, Texas	Andrews (Texas)
Fortuna, Kalifòni	Fortuna (Californië)
Palisades Park, New Jersey	Palisades Park
Leyogàn (awondisman)	Léogâne (arrondissement)
Venango, Nebraska	Venango (Nebraska)
Sismogram	Seismogram
Ulysses, Kansas	Ulysses (Kansas)
Warren Weaver	Warren Weaver
Ochlocknee, Georgie	Ochlocknee
Storm Lake, Iowa	Storm Lake
Red Lion, Pennsilvani	Red Lion
Rosendale, Missouri	Rosendale (Missouri)
Manassas, Vijini	Manassas (Virginia)
Covington, Vijini	Covington (Virginia)
Danville, Vijini	Danville (Virginia)
Harrisonburg, Vijini	Harrisonburg (Virginia)
Petersburg, Vijini	Petersburg (Virginia)
Cambridge, Ilinwa	Cambridge (Illinois)
Lahoma, Oklahoma	Lahoma
Thatcher, Arizona	Thatcher (Arizona)
North Barrington, Ilinwa	North Barrington
Botkins, Ohio	Botkins
Jean Henri van Swinden	Jean Henri van Swinden
Le Grand, Iowa	Le Grand (Iowa)
Cañamaque	Cañamaque
Esto, Florid	Esto
Bremen, Georgie	Bremen (Georgia)
Floodwood, Minnesota	Floodwood
Warner, Oklahoma	Warner (Oklahoma)
Verdigre, Nebraska	Verdigre
Sun Valley, Nevada	Sun Valley (Nevada)
Hudson Bend, Texas	Hudson Bend
Weiser, Idaho	Weiser
Atlantic Beach, Florid	Atlantic Beach (Florida)
Stevenson, Washington	Stevenson (Washington)
Algona, Washington	Algona (Washington)
Ely, Minnesota	Ely (Minnesota)
Phillips, Oklahoma	Phillips (Oklahoma)
Anson, Maine	Anson (Maine)
Winfield, Indiana	Winfield (Indiana)
Califon, New Jersey	Califon
Granby, Missouri	Granby (Missouri)
Jèn dominant	Recessief (genetica)
Andre-Louis Cholesky	André-Louis Cholesky
Rodman, Iowa	Rodman
Navaleno	Navaleno
Mòl Sen Nikola (awondisman)	Môle-Saint-Nicolas (arrondissement)
Albany, Oregon	Albany (Oregon)
Andre Bloch	André Bloch (wiskundige)
Horseshoe Bend, Idaho	Horseshoe Bend (Idaho)
La Mirada, Kalifòni	La Mirada
Helena, Oklahoma	Helena (Oklahoma)
Newbern, Tennessee	Newbern (Tennessee)
Komin	Commune
Pioneer, Lwizyana	Pioneer (Louisiana)
Cazorla (Jaén)	Cazorla
Brunswick, Maine	Brunswick (Maine)
Bonne Terre, Missouri	Bonne Terre
Mancos, Kolorado	Mancos
Sheffield, Ilinwa	Sheffield (Illinois)
Eldora, Iowa	Eldora (Iowa)
Jasper, Georgie	Jasper (Georgia)
Pine Springs, Minnesota	Pine Springs
Roman Forest, Texas	Roman Forest
Arden Hills, Minnesota	Arden Hills
Willow, Oklahoma	Willow (Oklahoma)
Antioch, Ilinwa	Antioch (Illinois)
North Webster, Indiana	North Webster
Greenwood, Kawolin disid	Greenwood (South Carolina)
Sorento, Ilinwa	Sorento
Wesley, Iowa	Wesley (Iowa)
Wautoma, Wisconsin	Wautoma
New Baltimore, Pennsilvani	New Baltimore (Pennsylvania)
Inwood, Iowa	Inwood (Iowa)
Kingsford Heights, Indiana	Kingsford Heights
Economy, Pennsilvani	Economy (Pennsylvania)
Sheboygan Falls, Wisconsin	Sheboygan Falls
Ryan, Iowa	Ryan (Iowa)
Appleton City, Missouri	Appleton City
Alexandria, Indiana	Alexandria (Indiana)
137 (nonm)	137 (getal)
New Waverly, Texas	New Waverly
Melba, Idaho	Melba (Idaho)
Jacob City, Florid	Jacob City
Otis, Kolorado	Otis (Colorado)
Ecru, Mississippi	Ecru (Mississippi)
Lockhart, Texas	Lockhart (Texas)
Craigsville, Vijini	Craigsville (Virginia)
56 (nonm)	56 (getal)
Folkston, Georgie	Folkston
Concord, Massachusetts	Concord (Massachusetts)
Lizton, Indiana	Lizton
Pitsburg, Ohio	Pitsburg
Talmage, Nebraska	Talmage (Nebraska)
Muskogee, Oklahoma	Muskogee
Lyndhurst, New Jersey	Lyndhurst (New Jersey)
Kerrville, Texas	Kerrville
Modena, Pennsilvani	Modena (Pennsylvania)
Larwill, Indiana	Larwill
Benbrook, Texas	Benbrook
Lagro, Indiana	Lagro
Gibsonville, Kawolin dinò	Gibsonville
Eastlake, Ohio	Eastlake (Ohio)
Elmwood, Nebraska	Elmwood (Nebraska)
Cesare Arzelà	Cesare Arzelà
Belleville, New Jersey	Belleville (New Jersey)
Feyte	Foliatie
Hollis, Oklahoma	Hollis (Oklahoma)
Elizabeth, Pennsilvani	Elizabeth (Pennsylvania)
Stanhope, New Jersey	Stanhope (New Jersey)
Plymouth, Ilinwa	Plymouth (Illinois)
Gearhart, Oregon	Gearhart
Bee, Nebraska	Bee (Nebraska)
Artesia, Kalifòni	Artesia (Californië)
Morristown, Ohio	Morristown (Ohio)
Fincastle, Vijini	Fincastle (Virginia)
Funston, Georgie	Funston
Ne	Knoop (touw)
Blanchester, Ohio	Blanchester
Broadview, Montana	Broadview (Montana)
Callisburg, Texas	Callisburg
Pèch (menm non)	Durazno
Medina, Ohio	Medina (Ohio)
Ellisville, Mississippi	Ellisville (Mississippi)
Shelby, Ohio	Shelby (Ohio)
Big Springs, Nebraska	Big Springs
Leesport, Pennsilvani	Leesport
Saint Anthony, Idaho	St. Anthony (Idaho)
Smoke Rise (Alabama)	Smoke Rise
Andújar (Jaén)	Andújar
Grand View, Idaho	Grand View
230 (nonm)	230 (getal)
West Reading, Pennsilvani	West Reading
Fieldsboro, New Jersey	Fieldsboro
Jenkins, Minnesota	Jenkins (Minnesota)
West Melbourne, Florid	West Melbourne
Espaillat	Espaillat
Center, Missouri	Center (Missouri)
Cordova, Ilinwa	Cordova (Illinois)
Clermont, Florid	Clermont (Florida)
Medford, Wisconsin	Medford (Wisconsin)
Dugger, Indiana	Dugger
Cuyahoga Falls, Ohio	Cuyahoga Falls
New Freedom, Pennsilvani	New Freedom
Centerport, Pennsilvani	Centerport (Pennsylvania)
Diagonal, Iowa	Diagonal (Iowa)
Connersville, Indiana	Connersville
160 (nonm)	160 (getal)
Encinitas, Kalifòni	Encinitas
Rolling Fields, Kentucky	Rolling Fields
Sisters, Oregon	Sisters (Oregon)
Almonaster la Real (Huelva)	Almonaster la Real
Newry, Pennsilvani	Newry (Pennsylvania)
Wellesley, Massachusetts	Wellesley (Massachusetts)
Rowan, Iowa	Rowan
Enterprise, Oregon	Enterprise (Oregon)
Orient, Dakota disid	Orient (South Dakota)
Airport Road Addition, Texas	Airport Road Addition
Langston, Oklahoma	Langston (Oklahoma)
Vernon Center, Minnesota	Vernon Center
Arcadia, Kalifòni	Arcadia (Californië)
Copperhill, Tennessee	Copperhill
Denison, Texas	Denison (Texas)
Chagrin Falls, Ohio	Chagrin Falls
Cleburne, Texas	Cleburne
Escobares, Texas	Escobares
89 (nonm)	89 (getal)
Sellersville, Pennsilvani	Sellersville
Kenneth Alan Ribet	Kenneth Alan Ribet
Wenonah, Ilinwa	Wenonah (Illinois)
Paul Davies	Paul Davies
Hendrik Casimir	Hendrik Casimir
Richie Spice	Richie Spice
Samuel Eilenberg	Samuel Eilenberg
Edwin Hall	Edwin Hall
Waterloo, Ilinwa	Waterloo (Illinois)
Jacques Philippe Marie Binet	Jacques Philippe Marie Binet
Wynton Kelly	Wynton Kelly
Marcus du Sautoy	Marcus du Sautoy
George Francis FitzGerald	George FitzGerald
Richard Montague	Richard Montague
Oswald Veblen	Oswald Veblen
Capleton	Capleton
Angelo Genocchi	Angelo Genocchi
Manitowoc, Wisconsin	Manitowoc
Lake Barrington, Ilinwa	Lake Barrington
New Oxford, Pennsilvani	New Oxford
Rosal de la Frontera (Huelva)	Rosal de la Frontera
Carmel, Indiana	Carmel (stad)
Hunnewell, Kansas	Hunnewell (Kansas)
Kratè	Krater
Charles City, Iowa	Charles City
Ida, Lwizyana	Ida (Louisiana)
Alexandria, Minnesota	Alexandria (Minnesota)
Middleburg Heights, Ohio	Middleburg Heights
South Amherst, Ohio	South Amherst (Ohio)
Peligros (Grenad)	Peligros
Garrett Birkhoff	Garrett Birkhoff
Wellford, Kawolin disid	Wellford
Oxford, Maine	Oxford (Maine)
Savanna, Ilinwa	Savanna (Illinois)
Prentiss, Mississippi	Prentiss (Mississippi)
Winnsboro, Texas	Winnsboro (Texas)
Kirbyville, Texas	Kirbyville
Wentworth, Missouri	Wentworth (Missouri)
Asbury, Iowa	Asbury (Iowa)
Eldon, Missouri	Eldon (Missouri)
Harlem, Montana	Harlem (Montana)
Waynesboro, Mississippi	Waynesboro (Mississippi)
Atajate (Málaga)	Atajate
Millburn, New Jersey	Millburn
Navarro, Texas	Navarro (Texas)
Poway, Kalifòni	Poway
Clinton, Mississippi	Clinton (Mississippi)
Fòs nòmal	Normaalkracht
Clinton, Indiana	Clinton (Indiana)
Malta Bend, Missouri	Malta Bend
Lovington, Ilinwa	Lovington (Illinois)
Bardolph, Ilinwa	Bardolph
Etna, Kalifòni	Etna (Californië)
76 (nonm)	76 (getal)
Hopedale, Massachusetts	Hopedale (Massachusetts)
Mentor, Ohio	Mentor (Ohio)
Prosser, Washington	Prosser (Washington)
Perry, Iowa	Perry (Iowa)
29 (nonm)	29 (getal)
Lowell, Indiana	Lowell (Indiana)
Erasmus Reinhold	Erasmus Reinhold
Powhatan Point, Ohio	Powhatan Point
Binger, Oklahoma	Binger
Chilo, Ohio	Chilo (Ohio)
Hamilton, Ilinwa	Hamilton (Illinois)
Plainfield, New Jersey	Plainfield (New Jersey)
Clifford Taubes	Clifford Taubes
New Ulm, Minnesota	New Ulm
Riverside, Georgie	Riverside (Georgia)
Old Brownsboro Place, Kentucky	Old Brownsboro Place
Geneva, Indiana	Geneva (Indiana)
Ugíjar (Grenad)	Ugíjar
Springfield, Kawolin disid	Springfield (South Carolina)
Red Bluff, Kalifòni	Red Bluff
Tèmit	Termieten
Benton, Kansas	Benton (Kansas)
Wheatland, Wyoming	Wheatland (Wyoming)
Hodgenville, Kentucky	Hodgenville
Hermleigh, Texas	Hermleigh
Thornville, Ohio	Thornville
Summerfield, Ohio	Summerfield (Ohio)
Sparta, Kentucky	Sparta (Kentucky)
Gregorio Ricci-Curbastro	Gregorio Ricci-Curbastro
Custer, Washington	Custer (Washington)
Millerton, Iowa	Millerton (Iowa)
Luigi Cremona	Luigi Cremona
Albert Girard	Albert Girard
Twin Falls, Idaho	Twin Falls
Kremlin, Oklahoma	Kremlin (Oklahoma)
Cijuela (Grenad)	Cijuela
Clarion, Iowa	Clarion (Iowa)
Richmond, Indiana	Richmond (Indiana)
Niles, Ohio	Niles (Ohio)
Slaton, Texas	Slaton
Williamsville, Ilinwa	Williamsville (Illinois)
Merrillville, Indiana	Merrillville
Abie, Nebraska	Abie
Salcedo (provens)	Hermanas Mirabal (provincie)
Uniondale, Indiana	Uniondale (Indiana)
Mount Carbon, Pennsilvani	Mount Carbon
Junction City, Ohio	Junction City (Ohio)
South English, Iowa	South English
Brookhaven, New York	Brookhaven (New York)
Callahan, Florid	Callahan (Florida)
Mosby, Missouri	Mosby
Atarfe (Grenad)	Atarfe
Armilla (Grenad)	Armilla
Jacques Pelletier du Mans	Jacques Pelletier du Mans
Fil	IJzerdraad
Busquístar (Grenad)	Busquístar
Cádiar (Grenad)	Cádiar
La Push, Washington	La Push
Cáñar (Grenad)	Cáñar
Cástaras (Grenad)	Cástaras
Ankeny, Iowa	Ankeny
Linton Kwesi Johnson	Linton Kwesi Johnson
Chan gravitasyon	Zwaartekrachtsveld
PID	Eileiderontsteking
Anna, Ilinwa	Anna (Illinois)
Darro (Grenad)	Darro
Dani Rodrik	Dani Rodrik
UB40	UB40
Adhemar Jean Claude Barre de Saint-Venant	Adhémar Jean Claude Barré de Saint-Venant
Jan Zaanen	Jan Zaanen
Buju Banton	Buju Banton
Juan Martín Maldacena	Juan Maldacena
Edmond Laguerre	Edmond Laguerre
Samuel Goudsmit	Samuel Goudsmit
Anouvong	Anouvong
Johannes Campanus	Campanus van Novara
Francesco Cetti	Francesco Cetti
Gerard Latortue	Gérard Latortue
Igor Ansoff	Igor Ansoff
Joan Fuster	Joan Fuster i Ortells
Richard Hunt	Richard Hunt
Anna Maria, Florid	Anna Maria (stad)
Jorgen Leth	Jørgen Leth
Annandale, Minnesota	Annandale (Minnesota)
Albolote (Grenad)	Albolote
Anoka, Minnesota	Anoka (Minnesota)
Clear Lake, Minnesota	Clear Lake (Minnesota)
Montgomery, Indiana	Montgomery (Indiana)
Randolph, Kansas	Randolph (Kansas)
Sinai, Dakota disid	Sinai (South Dakota)
Lyndon, Kansas	Lyndon (Kansas)
Lincoln, Ilinwa	Lincoln (Illinois)
Manhattan Beach, Kalifòni	Manhattan Beach (Californië)
Spearfish, Dakota disid	Spearfish
Bristol, Florid	Bristol (Florida)
Ansagalèt (komin)	Anse-à-Galets
Bozeman, Montana	Bozeman
Cuba, Missouri	Cuba (Missouri)
Anson, Texas	Anson (Texas)
Durand, Ilinwa	Durand (Illinois)
Ansonia, Connecticut	Ansonia (Connecticut)
Le Mars, Iowa	Le Mars
Pismo Beach, Kalifòni	Pismo Beach
Piedmont, Kalifòni	Piedmont (Californië)
Sibstra woche	Bedrock
Plenn abisal	Abyssale vlakte
Highland Park, New Jersey	Highland Park (New Jersey)
Colcord, Oklahoma	Colcord
Northbrook, Ilinwa	Northbrook (Illinois)
Lakewood, Ohio	Lakewood (Ohio)
Blakesburg, Iowa	Blakesburg
Kipton, Ohio	Kipton
Heppner, Oregon	Heppner (Oregon)
East Dubuque, Ilinwa	East Dubuque
Antelope, Oregon	Antelope (Oregon)
South Amboy, New Jersey	South Amboy
Antequera (Málaga)	Antequera (Spanje)
Lamar, Missouri	Lamar (Missouri)
Henri Brocard	Henri Brocard
Jakow Trachtenberg	Jakov Trachtenberg
Fruitland, Iowa	Fruitland (Iowa)
Anthony B	Anthony B
Desert Hot Springs, Kalifòni	Desert Hot Springs
Anthony Zee	Anthony Zee
Greenville, Kawolin disid	Greenville (South Carolina)
Pwofaz	Profase
Gor (Grenad)	Gor (plaats)
Allenbach	Allenbach (Birkenfeld)
New Braunfels, Texas	New Braunfels
Don Zagier	Don Zagier
Princeton, Ilinwa	Princeton (Illinois)
Pittsfield, Ilinwa	Pittsfield (Illinois)
Carmi, Ilinwa	Carmi
Red Bud, Ilinwa	Red Bud
Yorkville, Ilinwa	Yorkville (Illinois)
Pontiac, Ilinwa	Pontiac (Illinois)
Prophetstown, Ilinwa	Prophetstown
Wyoming, Ilinwa	Wyoming (Illinois)
Plano, Ilinwa	Plano (Illinois)
Winnebago, Minnesota	Winnebago (Minnesota)
Centreville, Ilinwa	Centreville (Illinois)
Clinton, Ilinwa	Clinton (Illinois)
Olney, Ilinwa	Olney (Illinois)
Centralia, Ilinwa	Centralia (Illinois)
Carlinville, Ilinwa	Carlinville
Eureka, Ilinwa	Eureka (Illinois)
Washington, Ilinwa	Washington (Illinois)
Sullivan, Ilinwa	Sullivan (Illinois)
Creal Springs, Ilinwa	Creal Springs
Grafton, Ilinwa	Grafton (Illinois)
Fairview Heights, Ilinwa	Fairview Heights
Mount Pulaski, Ilinwa	Mount Pulaski
Maroa, Ilinwa	Maroa (Illinois)
Cuba, Ilinwa	Cuba (Illinois)
Farmington, Ilinwa	Farmington (Illinois)
