Āfrika	Afrika
Placebo	Placebo (band)
E-komercija	Electronic commerce
Macklemore	Macklemore
Erasure	Erasure
Klarenss Zēdorfs	Clarence Seedorf
Izoleicīns	Isoleucine
2011.—2012. gada UEFA Čempionu līgas sezona	UEFA Champions League 2011/12
Kolhozs	Kolchoz
Sergejs Bagapšs	Sergej Bagapsj
Deftones	Deftones
FIFA 100	FIFA 100
Akmolas apgabals	Oblast Aqmola
Ziemeļkazahstānas apgabals	Oblast Noord-Kazachstan
Mayhem	Mayhem
Ziemeļkaukāza federālais apgabals	Federaal District Noordelijke Kaukasus
Enārbora	Ann Arbor
Lasana Diarrā	Lassana Diarra
Good Charlotte	Good Charlotte
Cannibal Corpse	Cannibal Corpse
Brazīlijas štati	Staten van Brazilië
Histidīns	Histidine
Leobene	Leoben (stad)
Džiliana Andersone	Gillian Anderson
Nīls Patriks Heriss	Neil Patrick Harris
Kizilordas apgabals	Oblast Qızılorda
Bērs Grillss	Bear Grylls
Bullet for My Valentine	Bullet For My Valentine
Gotiskais roks	Gothic rock
Skūtgalvji	Skinhead
Karaghandi apgabals	Oblast Karaganda
Aktebes apgabals	Oblast Aqtöbe
Džons Bonems	John Bonham
Šimkenta	Şımkent
Čārlzs Mensons	Charles Manson
Enigma (mūzikas projekts)	Enigma (band)
Aleksandrs Dedjuško	Aleksandr Dedjoesjko
Smarža	Geur
Kostanajas apgabals	Oblast Qostanay
Handža	Hanja
Pet Shop Boys	Pet Shop Boys
Klientu attiecību pārvaldība	Customer relationship management
Dakterīši	Scrubs
Garbage	Garbage
The Rasmus	The Rasmus
Pepi	Pepe (voetballer)
Toponīmija	Toponymie
Blur	Blur
Simple Plan	Simple Plan
Marilyn Manson (grupa)	Marilyn Manson (band)
Smells Like Teen Spirit	Smells Like Teen Spirit
Itamars Franku	Itamar Franco
2012.—2013. gada UEFA Čempionu līgas sezona	UEFA Champions League 2012/13
Šreks 2	Shrek 2
Rietumkazahstānas apgabals	Oblast Batıs Qazaqstan
Pasaules garākās upes	Lijst van langste rivieren ter wereld
MacBook	MacBook
Anete Olzona	Anette Olzon
Ulugbeks	Ulug Bey
Lara Flinna Boila	Lara Flynn Boyle
Get Heavy	Get Heavy
Pavlodaras apgabals	Oblast Pavlodar
GLONASS	GLONASS
Pavlodara	Pavlodar
Islāmfobija	Islamofobie
Pensakola	Pensacola (Florida)
Menijs Pakjao	Manny Pacquiao
The Arockalypse	The Arockalypse
Simfoniskais metāls	Symfonische metal
Bādene pie Vīnes	Baden bei Wien
Taraza	Taraz
Šreks Trešais	Shrek the Third
Ātrās kārtošanas algoritms	Quicksort
Turkmenistānas futbola izlase	Turkmeens voetbalelftal
Žambilas apgabals	Oblast Jambıl
Galapagu bruņurupucis	Galapagosreuzenschildpad
Mötley Crüe	Mötley Crüe
Boriss Gelfands	Boris Gelfand
Prinča Viljama un Katrīnas Midltones kāzas	Huwelijk van prins William en Catherine Middleton
Three Days Grace	Three Days Grace
Audioslave	Audioslave
Atirau	Atıraw
Lielais Kaukāzs	Grote Kaukasus
Siltumvadītspēja	Thermische geleidbaarheid
Desava	Dessau
Viktors Cojs	Viktor Tsoi
Bezgalīgā pērtiķu teorēma	Stelling van de eindeloos typende apen
Anastasija Pavļučenkova	Anastasia Pavljoetsjenkova
Stobrs	Loop (vuurwapen)
Uzbekistānas futbola izlase	Oezbeeks voetbalelftal
Cietvielu disks	Solid state drive
Vārteja	Gateway (netwerk)
Orala	Oral
Cradle of Filth	Cradle of Filth
Tesco	Tesco
Sidnejas universitāte	Universiteit van Sydney
Anatolijs Ivaņišins	Anatoli Ivanisjin
Caurspīdīgums (optika)	Transparantie (optiek)
The Monsterican Dream	The Monsterican Dream
.ni	.ni
Pilsētu mēru pakts	Burgemeestersconvenant
Parīze—Nica	Parijs-Nice
Bank of America	Bank of America
Poppanks	Poppunk
Industriālā mūzika	Industrial (muziekstijl)
Kolumbijas pilsētu uzskaitījums	Lijst van grote Colombiaanse steden
Tour de Romandie	Ronde van Romandië
Austin Powers: The Spy Who Shagged Me	Austin Powers: The Spy Who Shagged Me
Brēmenes arhibīskapi	Lijst van bisschoppen van Bremen
Lūzums (mineraloģija)	Breuk (mineraal)
Tirreno—Adriatico	Tirreno-Adriatico
Filozofiskā antropoloģija	Wijsgerige antropologie
Pornoaktieris	Pornoacteur
Anatolijs Kinahs	Anatolij Kinach
Jefferson Airplane	Jefferson Airplane
Petropavla	Petropavl
Anklama	Anklam
The Verve	The Verve
Deivs Gāns	David Gahan
Tomass Holopainens	Tuomas Holopainen
Rustams Kosimdžonovs	Rustam Kasimdzjanov
Rafaels Varāns	Raphaël Varane
Antonio Adans	Antonio Adán
Harijs Harisons	Harry Harrison
Oberhofa	Oberhof (Duitsland)
Gotye	Gotye
Septiņi pasaules brīnumi	Zeven wereldwonderen van de antieke wereld
Andalūzijas zirgs	Andalusiër (paard)
Heilijs Džoels Osments	Haley Joel Osment
2014. gada FIFA Pasaules kausa kvalifikācija — AFC zona	Wereldkampioenschap voetbal 2014 (kwalificatie AFC)
Čīles pilsētu uzskaitījums	Lijst van steden in Chili
Molīna cūkšņukura skunkss	Chileense varkenssnuitskunk
Liesmas miglājs	Vlamnevel
Blūmingtona (Indiāna)	Bloomington (Indiana)
Pēneminde	Peenemünde
Kekšetau	Kökşetaw
Remipēdijas	Remipedia
Andešs Frisks	Anders Frisk
Hermans Keins	Herman Cain
Kizilorda	Qızılorda
Roberts Smits	Robert Smith (musicus)
Krepjēra	Crespières
Autobuss (riteņbraukšana)	Bus (wielrennen)
Andersen	Andersen
Martins Gors	Martin Gore
Guano Apes	Guano Apes
Static-X	Static-X
Pasaules laikapstākļu rekordu uzskaitījums	Lijst van weerrecords
Zvaigžņu kuģa kareivji	Troepen voor de sterren
Dramaturģija	Dramaturgie
Bergene Rīgenē	Bergen auf Rügen
Volgaste	Wolgast
Kīfa	Kiffa
Hurts	Hurts
Māķāša katedrāle	Matthiaskerk (Boedapest)
.nl	.nl
Spānijas Līgas kauss	Copa de la Liga
Draudzības spēle	Vriendschappelijke wedstrijd
Jorbalinda	Yorba Linda
Pēdējais mohikānis	De laatste der Mohikanen (boek)
Pulkvežleitnants	Luitenant-kolonel
Pāzevalka	Pasewalk
Sojuz TMA-12	Sojoez TMA-12
Chevrolet Lacetti	Chevrolet Lacetti
MU Online	MU Online
Naro-1	Naro-1
Klusā gaisma	Stellet licht
Balsīgums	Stemhebbend
Filips Kirkorovs	Filipp Kirkorov
Zasnica	Sassnitz
Selims I	Selim I
Gelnhauzene	Gelnhausen
Alkoja	Alcoy (Spanje)
2009. gada Pasaules čempionāts biatlonā	Wereldkampioenschappen biatlon 2009
Fox Life	FOXlife
Trihineloze	Trichinose
Stambulas @@@u0026Galatasaray"	Galatasaray SK
Windows 3.1x	Windows for Workgroups 3.1
Edvīns Ķeņģis	Edvins Kengis
Jānis Klovāns	Janis Klovans
Valodu uzskaitījums pēc nosaukuma	Lijst van talen van de wereld
Samsung Galaxy Ace	Samsung Galaxy Ace
Čans Sontheks	Jang Song-thaek
Bushmaster ACR	Bushmaster ACR
Lāsteka	IJspegel
Ekibastuza	Ekibastuz
1995. gada Eiropas čempionāts basketbolā sievietēm	Europees kampioenschap basketbal vrouwen 1995
Briesmīgais vilks	Reuzenwolf
Sausais piens	Melkpoeder
Hasmoneji	Hasmoneeën
Levenšteina attālums	Levenshteinafstand
Fromborka	Frombork (stad)
Darlovo	Darłowo
Lemborka	Lębork
Jastarņa	Jastarnia
Hokinga radiācija	Hawkingstraling
Komoru futbola izlase	Comorees voetbalelftal
Daiļlēkšana 2008. gada Vasaras Olimpiskajās spēlēs	Schoonspringen op de Olympische Zomerspelen 2008
Īrijas Futbola asociācija	Ierse voetbalbond
¡Tré!	¡Tré!
Marmaraja	Marmaray
Vseslavs Bračislavičs	Vseslav van Polotsk
All Eyez On Me	All Eyez on Me
Izerlonas @@@u0026Roosters"	Iserlohn Roosters
Edinburga Septiņās Jūrās	Edinburgh-of-the-Seven-Seas
Bauska	Bauska (stad)
Ziņu agregators	Feedreader
FN F2000	FN F2000
Madonnas albumu diskogrāfija	Discografie van Madonna
Mercury-Redstone 4	Mercury MR-4
Latvijas Universitāte	Universiteit van Letland
Dienvidāfrikas regbija izlase	Zuid-Afrikaans rugbyteam
Mercury-Atlas 6	Mercury MA-6
Gickova	Gützkow
Makmerdo	Station McMurdo
Gente—Vevelgema	Gent-Wevelgem
Mercury-Atlas 7	Mercury MA-7
Mercury-Atlas 8	Mercury MA-8
Mercury-Atlas 9	Mercury MA-9
Nokia 1100	Nokia 1100
Dienvidkorejas pilsētu uzskaitījums	Lijst van grote Zuid-Koreaanse steden
Abstinences sindroms	Ontwenningsverschijnselen
Panamas kanāla zona	Panamakanaalzone
Eirāzijas eži	Erinaceus
Somijas sociāldemokrātiskā partija	Sociaaldemocratische Partij van Finland
Brokastu klubs	The Breakfast Club (film)
La Flèche Wallonne	Waalse Pijl
Prieni	Prienai
Slovēnijas basketbola izlase	Sloveens basketbalteam
Francijas basketbola izlase	Frans basketbalteam
Horvātijas basketbola izlase	Kroatisch basketbalteam
Parīze—Tūra	Parijs-Tours
Argentīnas basketbola izlase	Argentijns basketbalteam
Indijas plātne	Indische Plaat
Slēptkakla bruņurupuči	Halsbergers
Svešinieki vilcienā	Strangers on a Train (film)
Riteņbraukšana Olimpiskajās spēlēs	Wielersport op de Olympische Zomerspelen
Natula	Nathu La
Brazīlijas pilsētu uzskaitījums	Lijst van grote Braziliaanse steden
Vodzislava Slonska	Wodzisław Śląski
2003. gada FIFA Pasaules kauss sievietēm	Wereldkampioenschap voetbal vrouwen 2003
Nanna	Nanna (godin)
Uņejova	Uniejów
Volkswagen Eos	Volkswagen Eos
Freaks and Geeks	Freaks and Geeks
Tiksi	Tiksi
Turcijas bruņotie spēki	Turkse strijdkrachten
Endrū Flečers	Andrew Fletcher
Rūzvelta sala	Roosevelt (Antarctica)
Sibīrijas stirna	Siberische ree
Vācijas ķeizars	Duits keizer
Zibens zaglis	De Bliksemdief
Latviešu gambīts	Lettisch gambiet
Ostins Pauerss: Slepenais starptautiskais aģents	Austin Powers: International Man of Mystery
Pilā kāpa	Dune du Pyla
Galata	Galata
Dānijas Futbola asociācija	Deense voetbalbond
Andrejs Kiviļevs	Andrej Kivilev
Humenne	Humenné
Ziemeļu reģions	Nord (Kameroen)
Andrejs Sokolovs (Francijas šahists)	Andrei Sokolov (Frankrijk)
Krāšņspāru dzimta	Waterjuffers (familie)
Skrimslis	Kraakbeen
Starpskriemeļu diski	Tussenwervelschijf
Uherske Hradište	Uherské Hradiště
Natura 2000	Natura 2000
Pirms mūsdienām	Before Present
Aleksanders Stubs	Alexander Stubb
Starogarda Gdaņska	Starogard Gdański
Andrejevs	Andrejev
Andrejs Rastorgujevs	Andrejs Rastorgujevs
ASV Slepenais dienests	United States Secret Service
Smailā kailgalve	Puntig kaalkopje
Deitrons	Deuteron
Tetragonālā singonija	Tetragonaal kristalstelsel
Kriss Prats	Chris Pratt
Nabisti	Les Nabis
Antipodu salas	Antipodeneilanden
Zilspārnu žagata	Aziatische blauwe ekster
Krāšņvaboļu dzimta	Prachtkevers
Birmieši	Bamar (volk)
Lielais meža raibenis	Keizersmantel
Bērzu raibenis	Rouwmantel
Trafarets	Stencil
Grieķijas militārā hunta	Kolonelsregime
Parastā krustaine	Klein kruiskruid
Labākais literatūras oriģinālavots (Amerikas Kinoakadēmijas balva)	Oscar voor Beste Verhaal
Sentluisas @@@u0026Cardinals"	St. Louis Cardinals
Oklendas @@@u0026Athletics"	Oakland Athletics
Čiloje	Chiloé
Mozambikas Atbrīvošanas fronte	FRELIMO
Citroën Xsara	Citroën Xsara
Ford Escort	Ford Escort
Sareptas sinepe	Sareptamosterd
77. Kinoakadēmijas balva	77ste Oscaruitreiking
Lielais Munameģis	Suur Munamägi
Varzāzāta	Ouarzazate (stad)
Barrett M82	M107 (vuurwapen)
Anīkšči	Anykščiai
Aleksandrs Gomeļskis	Aleksandr Gomelsky
Starptautiskā lidosta @@@u0026Rīga"	Luchthaven Riga
Tailers Hamiltons	Tyler Hamilton
Idriss Šahs	Idries Shah
Avicii	Avicii
Žans Belivo	Jean Béliveau (ijshockeyer)
Empu Vuorinens	Emppu Vuorinen
Marko Hietala	Marco Hietala
Mati Jervinens	Matti Järvinen
Džordijs Vaits	Jeordie White
Kenets Boldings	Kenneth E. Boulding
Harolds Inniss	Harold Innis
Somatiskā nervu sistēma	Somatisch zenuwstelsel
Kamilo Toress Restrepo	Camilo Torres
Jak-42	Jakovlev Jak-42
Turstons Mūrs	Thurston Moore
Neiespējamā misija 2	Mission: Impossible II
Habituss	Habitus (kristal)
Electrolux	Electrolux (firma)
Gofa sala	Gough (eiland)
Stambulas Slēgtais tirgus	Grote Bazaar van Istanboel
Gana zizlis	Bisschopsstaf
Vispārējā konvencija par nacionālo minoritāšu aizsardzību	Kaderverdrag inzake de bescherming van nationale minderheden
SQL injekcija	SQL-injectie
1924. gada Vasaras Olimpisko spēļu medaļu tabula	Medaillespiegel van de Olympische Zomerspelen 1924
1968. gada Vasaras Olimpisko spēļu medaļu tabula	Medaillespiegel van de Olympische Zomerspelen 1968
Ķīnas—PSRS ideoloģiskās nesaskaņas	Rode schisma
1952. gada Vasaras Olimpisko spēļu medaļu tabula	Medaillespiegel van de Olympische Zomerspelen 1952
Tu-104	Tupolev Tu-104
Rimberts	Rembertus
Flotiles admirālis	Commodore (rang)
Neapbruņota acs	Blote oog
Ķēžu komutācija	Circuitgeschakeld netwerk
Pirts ordenis	Orde van het Bad
Pasaules čempionāts šosejas riteņbraukšanā	Wereldkampioenschappen wielrennen
Tihvinas rajons	District Tichvinski
Omloop Het Nieuwsblad	Omloop Het Nieuwsblad
Kibo (SKS)	Japanse Experimentmodule
ArchiCAD	ArchiCAD
Vitenburga	Wittenburg (Mecklenburg)
Gādebuša	Gadebusch
Levice	Levice (Slowakije)
Ikerminde	Ueckermünde
Pīrss Bols	Piers Bohl
Formula 3	Formule 3
Hārlemas @@@u0026Globetrotters"	Harlem Globetrotters
Big Mac	Big Mac
Kuritibas @@@u0026Atletico Paranaense"	Clube Atlético Paranaense
1903. gada Tour de France	Ronde van Frankrijk 1903
1980. gada Vasaras Olimpisko spēļu medaļu tabula	Medaillespiegel van de Olympische Zomerspelen 1980
Priekšējās smadzenes	Prosencephalon
Ooģenēze	Oögenese
Juno balva	Juno Awards
Klica	Klütz
Franz Ferdinand	Franz Ferdinand
Latvija Eirovīzijas dziesmu konkursā	Letland op het Eurovisiesongfestival
Seriālā mūzika	Serialisme
Sojuz TMA-10	Sojoez TMA-10
Mājas vārna	Huiskraai
Libērijas prezidenti	Lijst van presidenten van Liberia
Apache Tomcat	Apache Tomcat
Iekšējās atdeves koeficients	Interne-opbrengstvoet
Endrū Talanskis	Andrew Talansky
Bādzilce	Bad Sülze
Gibraltāra Futbola Asociācija	Gibraltar Football Association
Timbaland Presents Shock Value II	Timbaland Presents Shock Value II
Resifi @@@u0026Santa Cruz"	Santa Cruz FC
Viljama Dženingsa balva	William M. Jennings Trophy
Didjē Dešāns	Didier Deschamps
Nikolajs Valujevs	Nikolaj Valoejev
OpenVPN	OpenVPN
Roans Deniss	Rohan Dennis
Deivisa jūra	Daviszee
Alcatel-Lucent	Alcatel-Lucent
Eesti Televisioon	Eesti Televisioon
Tvrdošīna	Tvrdošín
Butare	Butare
Zobu urbjmašīna	Tandartsboor
Rietumu pelēkais ķengurs	Westelijke grijze reuzenkangoeroe
Mandani	Mandan (volk)
Kīrne—Brisele—Kīrne	Kuurne-Brussel-Kuurne
Zilspāru dzimta	Beekjuffers (familie)
Roskildes komūna	Roskilde (gemeente)
Andrijs Derizemļa	Andrij Deryzemlja
Stšelce Opolske	Strzelce Opolskie
Bištineka	Bisztynek
Parīze—Brisele	Brussels Cycling Classic
Saule (mitoloģija)	Zonnegod
Vaiņodes novads	Vaiņodes novads
Frūde Andrēsens	Frode Andresen
Hohfilcene	Hochfilzen
Andris Naudužs	Andris Naudužs
Andris Reiss	Andris Reiss
Andris Nelsons	Andris Nelsons
Nairo Kintana	Nairo Quintana
Andris Šics	Andris Šics
Bobolice	Bobolice
Kriss Horners	Chris Horner
GJ 1214 b	GJ 1214 b
Century Child	Century Child
Žižkovas @@@u0026Viktoria"	FK Viktoria Žižkov
Stara Tura	Stará Turá
Save You	Save You
Lietuvas Futbola federācija	Litouwse voetbalbond
Datņu serveris	Bestandsserver
Zemais purvs	Laagveen
Upurēšanas svētki	Offerfeest
Jordanova	Jordanów (stad)
The Sessions	The Sessions
Silvija Burka	Sylvia Burka
2010.—2011. gada Pasaules kauss bobslejā	Wereldbeker bobsleeën 2010/2011
Feminnem	Feminnem
Zaļspārnīši	Dwergpapegaaien
Framheima	Framheim
FIFO	Fifo
Augšdelma un galvas stumbrs	Truncus brachiocephalicus
Žilbērs de Lanuā	Ghillebert van Lannoy
Nirējpīles	Duikeenden
Kisucke Nove Mesto	Kysucké Nové Mesto
Sengrieķu mitoloģijas mītu un tēlu uzskaitījums	Lijst van Griekse goden
Lēdijas Bingas balva	Lady Byng Memorial Trophy
Ībigava-Vārenbrika	Uebigau-Wahrenbrück
2011. gada Singapūras Grand Prix	Grand Prix Formule 1 van Singapore 2011
Hafnons	Hafnon
Polockas vēsture	Vorstendom Polotsk
Grēvesmīlene	Grevesmühlen
Kutno apriņķis	Powiat Kutnowski
Novi Jičīnas apriņķis	Okres Nový Jičín
Prettanku ezis	Tsjechische egel
Apvienotā komanda	Gezamenlijk team op de Olympische Spelen
2001. gada Pasaules čempionāts šosejas riteņbraukšanā	Wereldkampioenschappen wielrennen 2001
Cekulainais jakāns	Australische jacana
Lenčicas apriņķis	Powiat Łęczycki
Natans Eklstons	Nathan Eccleston
Kailā mietene	Gewone krulzoom
Francijas regbija izlase	Frans rugbyteam
Trasējošā munīcija	Lichtspoormunitie
Ričijs Ports	Richie Porte
Sojuz TMA-01M	Sojoez TMA-01M
X.Org	X.Org Server
Midnight Run	Midnight Run (Example)
Martins Junsruds Sunbī	Martin Johnsrud Sundby
Dominiks Landertingers	Dominik Landertinger
Orfisms (māksla)	Orphisme (schilderkunst)
Balsīgs labiodentāls eksplozīvs slēdzenis	Stemhebbende labiodentale plosief
Dobeles novads	Dobeles novads
Šķirošanas stacija	Rangeerterrein
Antonioto Bota Adorno	Antoniotto Botta Adorno
Vills Šusters	Will Schuester
Vadims Demidovs	Vadim Demidov
Periodontīts	Parodontitis
Džons Roberts Selskis	John Robert Celski
Moriss Halle	Morris Halle
Martins Dukurs	Martins Dukurs
Luka Filipi	Luca Filippi
Džordžs Romnijs	George W. Romney
Antons Šipuļins	Anton Sjipoelin
Jaroslavs Bāba	Jaroslav Bába
Atikuss Ross	Atticus Ross
Eurolaul	Eesti Laul
Talsi	Talsi (stad)
2003. gada Eiropas čempionāts basketbolā	Europees kampioenschap basketbal mannen 2003
FIBA Eirolīga sievietēm	EuroLeague Women
Mora (valodniecība)	Mora (taalkunde)
Tibetas vēsture	Geschiedenis van Tibet
In the Wake of Poseidon	In the Wake of Poseidon
Granada (nozīmju atdalīšana)	Grenada (doorverwijspagina)
Ņevas kauja	Slag aan de Neva
Staļina augstceltnes	Zeven Zusters (Moskou)
Arturs Vinns	Arthur Wynne
Edgars Raits	Edgar Wright
Golems: Kā viņš nāca pasaulē	Der Golem (1920)
56 (skaitlis)	56 (getal)
Kaukāza operācija	Kaukasusveldtocht
Vaļu dziesma	Walvisgezang
Gatis Smukulis	Gatis Smukulis
Tšcela	Trzciel
White Light/White Heat	White Light/White Heat
Denjels Mārtins	Daniel Martin (wielrenner)
Emīlija Sonka	Emma Sonka
Guntars Krasts	Guntars Krasts
Mācītājs Lavdžojs	Eerwaarde Timothy Lovejoy
Spišske Vlahi	Spišské Vlachy
Danjels Moreno	Daniel Moreno
Benga	Benga
Eufemiano Fuentess	Eufemiano Fuentes
Ford Fusion	Ford Fusion (Europa)
Velēna	Graszode
Endijs Makijs	Andy McKee
Kongo beznagu ūdrs	Aonyx congicus
Mušu dzimta	Echte vliegen
MIPS arhitektūra	MIPS (CPU)
Pasaules hokeja asociācija	World Hockey Association
Aralikas rajons	Aralık (district)
Hologrāfija	Holografie
Ņidzica	Nidzica
Ulysses	Ulysses
Dalmācija	Dalmatië (regio)
Love Is War	Love Is War
Supermens 3	Superman III
Baltastes tropu jūrasputns	Witstaartkeerkringvogel
Bamenda	Bamenda
Andelska Hora	Andělská Hora (okres Bruntál)
Kazahstānas Futbola savienība	Kazachse voetbalbond
Grumman X-29	Grumman X-29
Džaisuma Saidi Ndure	Jaysuma Saidy Ndure
Rolfs Serensens	Rolf Sørensen
Eduards Eihvalds	Karl Eichwald
Ronaldu	Ronaldo Luis Nazário de Lima
Kristijs Brauns	Christy Brown
Dūkurpīle	Witrugeend
Control	Control (album van Janet Jackson)
Mazā degunradžvabole	Rolrond vliegend hert
Floridas krūmu sīlis	Struikgaai
Rietumantarktīda	West-Antarctica
Dudince	Dudince
Kaka (futbolists)	Kaká
Detvas apriņķis	Okres Detva
Colin McRae: DiRT	Colin McRae: DiRT
Dzeloņcūkveidīgo apakškārta	Hystricomorpha
Trenčanske Teplice	Trenčianske Teplice
Dzeltenbrūnā apšubeka	Oranje berkenboleet
Hēlijs-3	Helium-3
Nīderlandiešu sakāmvārdi (glezna)	Nederlandse Spreekwoorden
Nacionālsociālistiskais melnais metāls	Nationaalsocialistische black metal
Sojuz TMA-15	Sojoez TMA-15
Stambulas ils	Istanboel (provincie)
STS-123	STS-123
Dekoratīvās žurkas	Tamme rat
Hemiluminiscence	Chemoluminescentie
The Unforgettable Fire	The Unforgettable Fire (U2)
Žaks Binē	Jacques Philippe Marie Binet
Bicova	Bützow
Dasova	Dassow
Vārīne	Warin (Duitsland)
Libtēna	Lübtheen
Gnoiene	Gnoien
70. Kinoakadēmijas balva	70ste Oscaruitreiking
Marlova	Marlow (Vorpommern-Rügen)
Dēmica	Dömitz
Švāna	Schwaan
Grābova	Grabow (Elde)
Rērika	Rerik
Krakovamzē	Krakow am See
Kens Grifijs	Ken Griffey jr.
Victoria	Victoria
Staņislavs Olijars	Staņislavs Olijars
Tamperes @@@u0026Ilves"	Ilves
Vadims Vasiļevskis	Vadims Vasiļevskis
Karls Jūhans Bergmans	Carl Johan Bergman
Raivis Belohvoščiks	Raivis Belohvoščiks
Patriks Marlo	Patrick Marleau
Juris Silovs (riteņbraucējs)	Juris Silovs (wielrenner)
Mišela Jenneke	Michelle Jenneke
Vilanova de Foškoa	Vila Nova de Foz Côa
Hākons Sarkanais	Haakon van Zweden
Renārs Kaupers	Renārs Kaupers
Siltā fronte	Warmtefront
Sigurds	Siegfried (sage)
Jaunzēlandes paceplīšu dzimta	Rotswinterkoningen
Spišske Podhradje	Spišské Podhradie
Drošības aģenti V.A.I.R.O.G.S	Agents of S.H.I.E.L.D.
ET	ET
Hidra	Hydra
2011. gada FIBT pasaules čempionāts	Wereldkampioenschappen bobsleeën 2011
Valentīns Bondarenko	Valentin Bondarenko
Grieķi	Grieken
Atlantijas divīzija	Atlantic Division
SCORE (pavadonis)	SCORE (satelliet)
TWiiNS	TWiiNS
Banska Bistricas apriņķis	Okres Banská Bystrica
Urban Symphony	Urban Symphony
Košices apkārtnes apriņķis	Okres Košice-okolie
Neiklostere	Neukloster
Neištate-Glēve	Neustadt-Glewe
Kamotu jūra	Camoteszee
Vācijas basketbola Bundeslīga	Basketball Bundesliga
Baiba Skride	Baiba Skride
Antilopvāveres	Antilopegrondeekhoorns
Hulīna	Hulín
Salomeja Zaksaite	Salomėja Zaksaitė
Livorno (nozīmju atdalīšana)	Livorno
Antīkā literatūra	Classicisme (literatuur)
Boriss Grebenščikovs	Boris Grebensjtsjikov
Sausā adata	Droge naald
Rongelapa	Rongelap
Moldovas administratīvais iedalījums	Bestuurlijke indeling van Moldavië
Latvijas brīvības cīņas	Letse Onafhankelijkheidsoorlog
S tipa asteroīds	S-type planetoïde
Null	Null
Uzbrucējs (hokejs)	Aanvaller (ijshockey)
Portimauna	Portimão (gemeente)
Lavazza	Lavazza
No Pads, No Helmets...Just Balls	No Pads, No Helmets... Just Balls
Dienvidkorejas futbola izlase	Zuid-Koreaans voetbalelftal
29 (skaitlis)	29 (getal)
Kikbokseris (filma)	Kickboxer
Ladoga	Ladoga
Rejs Čārlzs	Ray Charles
Softbols 2008. gada Vasaras Olimpiskajās spēlēs	Softbal op de Olympische Zomerspelen 2008
Latvija 1994. gada Ziemas Olimpiskajās spēlēs	Letland op de Olympische Winterspelen 1994
Liptovski Mikulāšas apriņķis	Okres Liptovský Mikuláš
Greislenda	Graceland (landgoed)
Karš Irākā	Irakoorlog
Tips 59	Type 59
Longview	Longview (single)
Syncom	Syncom (satelliet)
Ani	Ani (stad)
1996. gada Tour de France	Ronde van Frankrijk 1996
Verterezers	Wörthersee
Trampa tornis (Čikāga)	Trump International Hotel and Tower (Chicago)
Profesionālā šaha asociācija	Professional Chess Association
Kaulu smadzenes	Beenmerg
Termīti	Termieten
Anikets	Paus Anicetus
Veļki Krtīšas apriņķis	Okres Veľký Krtíš
L2TP	L2TP
Krozjē rags	Kaap Crozier
Suhovola	Suchowola
Go Chuck Yourself	Go Chuck Yourself
Žerārs Grizē	Gérard Grisey
Kārlis II	Karel II
Sudānas himna	Nahnu Djundulla Djundulwatan
Turčanske Teplices apriņķis	Okres Turčianske Teplice
Parastā daiļspāre	Lantaarntje
Belija (sala)	Bely (eiland)
Košice III	Okres Košice III
Jerda	Jörd
Mastodon	Mastodon
Tour de Pologne	Ronde van Polen
Rāznas nacionālais parks	Nationaal park Rāzna
GSM-R	GSM-Rail
Bānovce pie Bebravas	Bánovce nad Bebravou
Kalabi—Jau varietāte	Calabi-Yau-variëteit
Nora Džonsa	Norah Jones
Alfonsīna Strada	Alfonsina Strada
Giraltovce	Giraltovce
Pulse	Pulse (album van Pink Floyd)
Gravity Falls	Gravity Falls
Mikēle Bartoli	Michele Bartoli
Borislavs Ivkovs	Borislav Ivkov
Dzežgoņa	Dzierzgoń
Žans Klods Karjērs	Jean-Claude Carrière
Čarna Voda	Czarna Woda
Brodņicas apriņķis	Powiat Brodnicki
Burial	Burial
Valgava	Wallgau
Deguna apakšējā gliemežnīca	Onderste neusschelp
Peltjē efekts	Thermo-elektrisch effect
SAP (uzņēmums)	SAP SE
DistroWatch	DistroWatch
Nikolajs Berzarins	Nikolaj Berzarin
Gijs Leflērs	Guy Lafleur
Jāzeps Vītols	Jāzeps Vītols
Barts Bermans	Bart Berman
Vilems van Elsts	Willem van Aelst
Ralfs Šūmanis	Ralf Schumann
Savojas Umberto II	Humbert II van Savoye
Jakobs Delagardijs	Jakob De la Gardie
Kristiāns Jāks Petersons	Kristjan Jaak Peterson
Džimers Fredete	Jimmer Fredette
Andrāšs Adorjāns	András Adorján (schaker)
Kunova	Kunów (gemeente)
Racibožas apriņķis	Powiat Raciborski
Oseka	Osiek (stad)
Kuzņa Raciborska	Kuźnia Raciborska
Vozņiki	Woźniki
Pščinas apriņķis	Powiat Pszczyński
Elektroniskās dāvanu kartes	Cadeaubon
Huans Hosē Floress	Juan José Flores
Kozeglovi	Koziegłowy
Glivices apriņķis	Powiat Gliwicki
Pilica (pilsēta)	Pilica (Silezië)
Dobra (Lielpolija)	Dobra (Turecki)
Denijs Grīns	Danny Green
Jans Brenans	Ian Brennan
Bataanas Nāves maršs	Dodenmars van Bataan
Pleševa	Pleszew
Pišas apriņķis	Powiat Piski
Ujsce	Ujście
Pila	Piła
Visoka	Wysoka (stad)
Ščitno apriņķis	Powiat Szczycieński
Ostrudas apriņķis	Powiat ostródzki
Mendzihoda	Międzychód
Krobja	Krobia
